i-1	i+0	i+1	Filter
984	709	696	0
709	696	693	0
696	693	688	0
693	688	685	0
688	685	673	0
685	673	666	0
673	666	646	0
666	646	634	0
646	634	634	0
634	634	483	0
634	483	782	1
483	782	743	2
782	743	724	0
743	724	720	0
724	720	727	0
720	727	736	0
727	736	719	0
736	719	724	0
719	724	736	0
724	736	735	0
736	735	724	0
735	724	727	0
724	727	724	0
727	724	708	0
724	708	666	0
708	666	649	0
666	649	646	0
649	646	923	0
646	923	859	0
923	859	748	0
859	748	743	0
748	743	723	0
743	723	716	0
723	716	709	0
716	709	696	0
709	696	685	0
696	685	669	0
685	669	658	0
669	658	650	0
658	650	980	0
650	980	802	0
980	802	700	0
802	700	669	0
700	669	654	0
669	654	642	0
654	642	638	0
642	638	638	0
638	638	884	0
638	884	828	0
884	828	732	0
828	732	677	0
732	677	661	0
677	661	642	0
661	642	639	0
642	639	634	0
639	634	638	0
634	638	638	0
638	638	891	0
638	891	782	0
891	782	708	0
782	708	666	0
708	666	634	0
666	634	619	0
634	619	926	0
619	926	844	0
926	844	790	0
844	790	782	0
790	782	755	0
782	755	739	0
755	739	724	0
739	724	708	0
724	708	716	0
708	716	700	0
716	700	697	0
700	697	681	0
697	681	673	0
681	673	665	0
673	665	1000	0
665	1000	868	0
1000	868	774	0
868	774	709	0
774	709	681	0
709	681	665	0
681	665	650	0
665	650	646	0
650	646	638	0
646	638	642	0
638	642	957	0
642	957	802	0
957	802	696	0
802	696	677	0
696	677	665	0
677	665	646	0
665	646	642	0
646	642	642	0
642	642	635	0
642	635	926	0
635	926	829	0
926	829	712	0
829	712	681	0
712	681	669	0
681	669	657	0
669	657	662	0
657	662	977	0
662	977	832	0
977	832	712	0
832	712	689	0
712	689	665	0
689	665	662	0
665	662	654	0
662	654	653	0
654	653	658	0
653	658	969	0
658	969	817	0
969	817	759	0
817	759	696	0
759	696	677	0
696	677	650	0
677	650	634	0
650	634	642	0
634	642	619	0
642	619	887	0
619	887	743	0
887	743	689	0
743	689	661	0
689	661	639	0
661	639	626	0
639	626	619	0
626	619	607	0
619	607	595	0
607	595	595	0
595	595	588	0
595	588	611	0
588	611	615	0
611	615	618	0
615	618	611	0
618	611	615	0
611	615	619	0
615	619	610	0
619	610	611	0
610	611	611	0
611	611	615	0
611	615	611	0
615	611	607	0
611	607	611	0
607	611	611	0
611	611	603	0
611	603	622	0
603	622	611	0
622	611	623	0
611	623	615	0
623	615	622	0
615	622	623	0
622	623	626	0
623	626	623	0
626	623	626	0
623	626	627	0
626	627	630	0
627	630	634	0
630	634	631	0
634	631	630	0
631	630	630	0
630	630	635	0
630	635	638	0
635	638	642	0
638	642	653	0
642	653	646	0
653	646	646	0
646	646	642	0
646	642	646	0
642	646	650	0
646	650	646	0
650	646	650	0
646	650	650	0
650	650	649	0
650	649	650	0
649	650	650	0
650	650	642	0
650	642	642	0
642	642	634	0
642	634	611	0
634	611	631	0
611	631	653	0
631	653	662	0
653	662	669	0
662	669	669	0
669	669	673	0
669	673	790	0
673	790	712	0
790	712	662	0
712	662	646	0
662	646	638	0
646	638	615	0
638	615	614	0
615	614	623	0
614	623	619	0
623	619	867	0
619	867	782	0
867	782	736	0
782	736	654	0
736	654	642	0
654	642	634	0
642	634	630	0
634	630	627	0
630	627	630	0
627	630	626	0
630	626	895	0
626	895	798	0
895	798	728	0
798	728	685	0
728	685	653	0
685	653	631	0
653	631	634	0
631	634	622	0
634	622	619	0
622	619	619	0
619	619	891	0
619	891	797	0
891	797	701	0
797	701	654	0
701	654	645	0
654	645	619	0
645	619	623	0
619	623	611	0
623	611	871	0
611	871	798	0
871	798	681	0
798	681	642	0
681	642	638	0
642	638	615	0
638	615	599	0
615	599	840	0
599	840	744	0
840	744	712	0
744	712	646	0
712	646	618	0
646	618	607	0
618	607	607	0
607	607	592	0
607	592	579	0
592	579	829	0
579	829	475	0
829	475	428	1
475	428	1089	3
428	1089	681	2
1089	681	623	0
681	623	603	0
623	603	603	0
603	603	592	0
603	592	587	0
592	587	576	0
587	576	576	0
576	576	642	0
576	642	444	0
642	444	774	1
444	774	634	2
774	634	634	0
634	634	658	0
634	658	665	0
658	665	677	0
665	677	685	0
677	685	650	0
685	650	607	0
650	607	588	0
607	588	575	0
588	575	572	0
575	572	607	0
572	607	572	0
607	572	759	0
572	759	922	1
759	922	693	2
922	693	665	0
693	665	654	0
665	654	638	0
654	638	627	0
638	627	622	0
627	622	615	0
622	615	611	0
615	611	887	0
611	887	770	0
887	770	689	0
770	689	646	0
689	646	634	0
646	634	619	0
634	619	611	0
619	611	607	0
611	607	603	0
607	603	840	0
603	840	783	0
840	783	700	0
783	700	654	0
700	654	642	0
654	642	607	0
642	607	595	0
607	595	588	0
595	588	727	0
588	727	611	0
727	611	654	0
611	654	770	0
654	770	658	0
770	658	615	0
658	615	583	0
615	583	564	0
583	564	724	0
564	724	634	0
724	634	627	0
634	627	622	0
627	622	596	0
622	596	572	0
596	572	579	0
572	579	588	0
579	588	591	0
588	591	600	0
591	600	599	0
600	599	587	0
599	587	600	0
587	600	599	0
600	599	595	0
599	595	603	0
595	603	600	0
603	600	599	0
600	599	599	0
599	599	603	0
599	603	611	0
603	611	607	0
611	607	611	0
607	611	607	0
611	607	603	0
607	603	607	0
603	607	603	0
607	603	596	0
603	596	607	0
596	607	607	0
607	607	603	0
607	603	591	0
603	591	584	0
591	584	591	0
584	591	595	0
591	595	604	0
595	604	599	0
604	599	603	0
599	603	603	0
603	603	599	0
603	599	603	0
599	603	603	0
603	603	604	0
603	604	595	0
604	595	603	0
595	603	595	0
603	595	600	0
595	600	599	0
600	599	599	0
599	599	595	0
599	595	596	0
595	596	591	0
596	591	603	0
591	603	599	0
603	599	592	0
599	592	603	0
592	603	603	0
603	603	595	0
603	595	600	0
595	600	611	0
600	611	595	0
611	595	599	0
595	599	607	0
599	607	607	0
607	607	607	0
607	607	599	0
607	599	611	0
599	611	607	0
611	607	603	0
607	603	611	0
603	611	607	0
611	607	607	0
607	607	600	0
607	600	599	0
600	599	587	0
599	587	557	0
587	557	552	0
557	552	553	0
552	553	545	0
553	545	638	0
545	638	611	0
638	611	603	0
611	603	599	0
603	599	607	0
599	607	615	0
607	615	614	0
615	614	600	0
614	600	603	0
600	603	607	0
603	607	603	0
607	603	599	0
603	599	595	0
599	595	604	0
595	604	595	0
604	595	599	0
595	599	592	0
599	592	595	0
592	595	595	0
595	595	599	0
595	599	596	0
599	596	595	0
596	595	595	0
595	595	600	0
595	600	595	0
600	595	603	0
595	603	595	0
603	595	596	0
595	596	599	0
596	599	595	0
599	595	596	0
595	596	595	0
596	595	603	0
595	603	599	0
603	599	596	0
599	596	595	0
596	595	603	0
595	603	592	0
603	592	599	0
592	599	599	0
599	599	595	0
599	595	603	0
595	603	600	0
603	600	595	0
600	595	599	0
595	599	603	0
599	603	603	0
603	603	615	0
603	615	607	0
615	607	611	0
607	611	611	0
611	611	607	0
611	607	599	0
607	599	599	0
599	599	611	0
599	611	607	0
611	607	603	0
607	603	615	0
603	615	459	0
615	459	751	1
459	751	619	2
751	619	623	0
619	623	610	0
623	610	615	0
610	615	607	0
615	607	615	0
607	615	615	0
615	615	607	0
615	607	607	0
607	607	611	0
607	611	587	0
611	587	603	0
587	603	611	0
603	611	611	0
611	611	611	0
611	611	615	0
611	615	603	0
615	603	611	0
603	611	611	0
611	611	603	0
611	603	611	0
603	611	611	0
611	611	611	0
611	611	618	0
611	618	611	0
618	611	580	0
611	580	576	0
580	576	607	0
576	607	607	0
607	607	611	0
607	611	614	0
611	614	615	0
614	615	615	0
615	615	595	0
615	595	386	0
595	386	789	1
386	789	635	2
789	635	630	0
635	630	630	0
630	630	615	0
630	615	603	0
615	603	623	0
603	623	646	0
623	646	654	0
646	654	657	0
654	657	662	0
657	662	673	0
662	673	716	0
673	716	626	0
716	626	595	0
626	595	588	0
595	588	588	0
588	588	583	0
588	583	584	0
583	584	813	0
584	813	790	0
813	790	685	0
790	685	638	0
685	638	623	0
638	623	607	0
623	607	599	0
607	599	607	0
599	607	599	0
607	599	588	0
599	588	859	0
588	859	775	0
859	775	677	0
775	677	634	0
677	634	619	0
634	619	615	0
619	615	599	0
615	599	786	0
599	786	739	0
786	739	716	0
739	716	654	0
716	654	622	0
654	622	599	0
622	599	588	0
599	588	588	0
588	588	832	0
588	832	728	0
832	728	669	0
728	669	642	0
669	642	607	0
642	607	603	0
607	603	596	0
603	596	587	0
596	587	677	0
587	677	654	0
677	654	630	0
654	630	642	0
630	642	658	0
642	658	661	0
658	661	658	0
661	658	658	0
658	658	669	0
658	669	677	0
669	677	689	0
677	689	778	0
689	778	766	0
778	766	677	0
