i-1	i+0	i+1	Filter
1568	973	961	0
973	961	907	0
961	907	941	0
907	941	934	0
941	934	903	0
934	903	938	0
903	938	968	0
938	968	930	0
968	930	950	0
930	950	945	0
950	945	930	0
945	930	942	0
930	942	961	0
942	961	949	0
961	949	923	0
949	923	984	0
923	984	1008	0
984	1008	1004	0
1008	1004	1004	0
1004	1004	1054	0
1004	1054	965	0
1054	965	973	0
965	973	930	0
973	930	883	0
930	883	899	0
883	899	945	0
899	945	989	0
945	989	1004	0
989	1004	957	0
1004	957	969	0
957	969	953	0
969	953	914	0
953	914	903	0
914	903	903	0
903	903	887	0
903	887	903	0
887	903	934	0
903	934	894	0
934	894	907	0
894	907	934	0
907	934	922	0
934	922	930	0
922	930	957	0
930	957	938	0
957	938	907	0
938	907	937	0
907	937	930	0
937	930	911	0
930	911	934	0
911	934	953	0
934	953	930	0
953	930	949	0
930	949	911	0
949	911	891	0
911	891	883	0
891	883	880	0
883	880	863	0
880	863	915	0
863	915	934	0
915	934	887	0
934	887	918	0
887	918	922	0
918	922	911	0
922	911	918	0
911	918	911	0
918	911	895	0
911	895	918	0
895	918	945	0
918	945	942	0
945	942	938	0
942	938	976	0
938	976	973	0
976	973	957	0
973	957	989	0
957	989	980	0
989	980	954	0
980	954	964	0
954	964	954	0
964	954	926	0
954	926	922	0
926	922	957	0
922	957	934	0
957	934	922	0
934	922	961	0
922	961	934	0
961	934	907	0
934	907	918	0
907	918	918	0
918	918	891	0
918	891	892	0
891	892	918	0
892	918	906	0
918	906	888	0
906	888	918	0
888	918	926	0
918	926	887	0
926	887	907	0
887	907	914	0
907	914	891	0
914	891	891	0
891	891	938	0
891	938	934	0
938	934	910	0
934	910	942	0
910	942	942	0
942	942	883	0
942	883	875	0
883	875	864	0
875	864	860	0
864	860	876	0
860	876	891	0
876	891	879	0
891	879	895	0
879	895	907	0
895	907	894	0
907	894	915	0
894	915	934	0
915	934	902	0
934	902	973	0
902	973	957	0
973	957	942	0
957	942	946	0
942	946	961	0
946	961	961	0
961	961	941	0
961	941	985	0
941	985	988	0
985	988	965	0
988	965	973	0
965	973	977	0
973	977	980	0
977	980	953	0
980	953	993	0
953	993	1027	0
993	1027	996	0
1027	996	1008	0
996	1008	1027	0
1008	1027	981	0
1027	981	949	0
981	949	965	0
949	965	942	0
965	942	895	0
942	895	894	0
895	894	899	0
894	899	891	0
899	891	880	0
891	880	922	0
880	922	942	0
922	942	898	0
942	898	930	0
898	930	950	0
930	950	922	0
950	922	918	0
922	918	969	0
