index	i-1	i+0	i+1	Filter	Time
1	280	790	794	0	1070
2	790	794	801	0	1864
3	794	801	806	0	2665
4	801	806	813	0	3471
5	806	813	825	0	4284
6	813	825	833	0	5109
7	825	833	840	0	5942
8	833	840	852	0	6782
9	840	852	864	0	7634
10	852	864	856	0	8498
11	864	856	860	0	9354
12	856	860	864	0	10214
13	860	864	844	0	11078
14	864	844	848	0	11922
15	844	848	837	0	12770
16	848	837	829	0	13607
17	837	829	817	0	14436
18	829	817	809	0	15253
19	817	809	798	0	16062
20	809	798	794	0	16860
21	798	794	797	0	17654
22	794	797	786	0	18451
23	797	786	786	0	19237
24	786	786	786	0	20023
25	786	786	786	0	20809
26	786	786	775	0	21595
27	786	775	782	0	22370
28	775	782	774	0	23152
29	782	774	774	0	23926
30	774	774	767	0	24700
31	774	767	766	0	25467
32	767	766	771	0	26233
33	766	771	790	0	27004
34	771	790	770	0	27794
35	790	770	518	0	28564
36	770	518	1062	1	29082
37	518	1062	767	0	30144
38	1062	767	774	0	30911
39	767	774	766	0	31685
40	774	766	736	0	32451
41	766	736	786	0	33187
42	736	786	762	0	33973
43	786	762	786	0	34735
44	762	786	783	0	35521
45	786	783	789	0	36304
46	783	789	806	0	37093
47	789	806	801	0	37899
48	806	801	818	0	38700
49	801	818	778	0	39518
50	818	778	786	0	40296
51	778	786	793	0	41082
52	786	793	794	0	41875
53	793	794	790	0	42669
54	794	790	806	0	43459
55	790	806	797	0	44265
56	806	797	802	0	45062
57	797	802	801	0	45864
58	802	801	802	0	46665
59	801	802	805	0	47467
60	802	805	810	0	48272
61	805	810	817	0	49082
62	810	817	829	0	49899
63	817	829	817	0	50728
64	829	817	832	0	51545
65	817	832	829	0	52377
66	832	829	825	0	53206
67	829	825	841	0	54031
68	825	841	828	0	54872
69	841	828	829	0	55700
70	828	829	825	0	56529
71	829	825	809	0	57354
72	825	809	821	0	58163
73	809	821	821	0	58984
74	821	821	825	0	59805
75	821	825	821	0	60630
76	825	821	817	0	61451
77	821	817	810	0	62268
78	817	810	840	0	63078
79	810	840	821	0	63918
80	840	821	829	0	64739
81	821	829	825	0	65568
82	829	825	805	0	66393
83	825	805	802	0	67198
84	805	802	802	0	68000
85	802	802	805	0	68802
86	802	805	817	0	69607
87	805	817	817	0	70424
88	817	817	821	0	71241
89	817	821	821	0	72062
90	821	821	817	0	72883
91	821	817	810	0	73700
92	817	810	809	0	74510
93	810	809	809	0	75319
94	809	809	821	0	76128
95	809	821	814	0	76949
96	821	814	809	0	77763
97	814	809	821	0	78572
98	809	821	790	0	79393
99	821	790	801	0	80183
100	790	801	814	0	80984
101	801	814	813	0	81798
102	814	813	829	0	82611
103	813	829	821	0	83440
104	829	821	817	0	84261
105	821	817	825	0	85078
106	817	825	809	0	85903
107	825	809	790	0	86712
108	809	790	778	0	87502
109	790	778	782	0	88280
110	778	782	810	0	89062
111	782	810	786	0	89872
112	810	786	813	0	90658
113	786	813	809	0	91471
114	813	809	809	0	92280
115	809	809	810	0	93089
116	809	810	805	0	93899
117	810	805	786	0	94704
118	805	786	790	0	95490
119	786	790	774	0	96280
120	790	774	779	0	97054
121	774	779	774	0	97833
122	779	774	774	0	98607
123	774	774	767	0	99381
124	774	767	766	0	100148
125	767	766	767	0	100914
