i-1	i+0	i+1	Filter
840	440	883	1
440	883	456	2
883	456	755	1
456	755	564	2
755	564	595	1
564	595	576	2
595	576	615	0
576	615	653	0
615	653	759	0
653	759	837	0
759	837	552	0
837	552	1101	1
552	1101	386	2
1101	386	1039	1
386	1039	404	2
1039	404	899	1
404	899	440	2
899	440	786	1
440	786	509	2
786	509	662	1
509	662	568	2
662	568	611	0
568	611	704	0
611	704	475	0
704	475	1148	1
475	1148	393	2
1148	393	1113	1
393	1113	393	2
1113	393	984	1
393	984	409	2
984	409	867	1
409	867	456	2
867	456	754	1
456	754	530	2
754	530	669	1
530	669	599	2
669	599	506	0
599	506	938	1
506	938	463	2
938	463	930	1
463	930	435	2
930	435	927	1
435	927	435	2
927	435	845	1
435	845	486	2
845	486	755	1
486	755	537	2
755	537	665	1
537	665	603	2
665	603	693	0
603	693	685	0
693	685	731	0
685	731	755	0
731	755	782	0
755	782	701	0
782	701	727	0
701	727	724	0
727	724	708	0
724	708	432	0
708	432	907	1
432	907	443	2
907	443	790	1
443	790	561	2
790	561	572	1
561	572	540	2
572	540	561	0
540	561	404	0
561	404	845	1
404	845	548	2
845	548	685	1
548	685	638	2
685	638	475	0
638	475	946	1
475	946	443	2
946	443	829	1
443	829	506	2
829	506	724	1
506	724	579	2
724	579	459	0
579	459	790	1
459	790	564	2
790	564	444	0
564	444	728	1
444	728	560	2
728	560	521	0
560	521	596	1
521	596	576	2
596	576	630	0
576	630	638	0
630	638	708	0
638	708	401	0
708	401	1012	1
401	1012	412	2
1012	412	852	1
412	852	479	2
852	479	708	1
479	708	564	2
708	564	440	0
564	440	720	1
440	720	564	2
720	564	409	0
564	409	758	1
409	758	565	2
758	565	560	0
565	560	580	0
560	580	607	0
580	607	443	0
607	443	728	1
443	728	548	2
728	548	417	0
548	417	696	1
417	696	584	2
696	584	486	0
584	486	728	1
486	728	576	2
728	576	463	0
576	463	759	1
463	759	576	2
759	576	443	0
576	443	794	1
443	794	521	2
794	521	662	1
521	662	568	2
662	568	455	0
568	455	837	1
455	837	470	2
837	470	767	1
470	767	510	2
767	510	735	1
510	735	541	2
735	541	603	1
541	603	580	2
603	580	517	0
580	517	674	1
517	674	548	2
674	548	479	0
548	479	708	1
479	708	564	2
708	564	537	0
564	537	607	1
537	607	549	2
607	549	533	0
549	533	556	1
533	556	557	2
556	557	541	0
