index	i-1	i+0	i+1	Filter	Time
1	770	790	833	0	1568
2	790	833	871	0	2401
3	833	871	872	0	3272
4	871	872	868	0	4144
5	872	868	860	0	5012
6	868	860	867	0	5872
7	860	867	884	0	6739
8	867	884	891	0	7623
9	884	891	883	0	8514
10	891	883	875	0	9397
11	883	875	856	0	10272
12	875	856	856	0	11128
13	856	856	876	0	11984
14	856	876	899	0	12860
15	876	899	860	0	13759
16	899	860	863	0	14619
17	860	863	860	0	15482
18	863	860	864	0	16342
19	860	864	848	0	17206
20	864	848	845	0	18054
21	848	845	840	0	18899
22	845	840	829	0	19739
23	840	829	463	0	20568
24	829	463	1206	1	21031
25	463	1206	794	0	22237
26	1206	794	778	0	23031
27	794	778	526	0	23809
28	778	526	1031	1	24335
29	526	1031	774	0	25366
30	1031	774	545	0	26140
31	774	545	1008	1	26685
32	545	1008	743	0	27693
33	1008	743	770	0	28436
34	743	770	771	0	29206
35	770	771	805	0	29977
36	771	805	829	0	30782
37	805	829	871	0	31611
38	829	871	868	0	32482
39	871	868	880	0	33350
40	868	880	856	0	34230
41	880	856	856	0	35086
42	856	856	887	0	35942
43	856	887	883	0	36829
44	887	883	879	0	37712
45	883	879	849	0	38591
46	879	849	852	0	39440
47	849	852	860	0	40292
48	852	860	817	0	41152
49	860	817	533	0	41969
50	817	533	1124	1	42502
51	533	1124	779	0	43626
52	1124	779	782	0	44405
53	779	782	766	0	45187
54	782	766	518	0	45953
55	766	518	1066	1	46471
56	518	1066	763	0	47537
57	1066	763	758	0	48300
58	763	758	751	0	49058
59	758	751	744	0	49809
60	751	744	766	0	50553
61	744	766	770	0	51319
62	766	770	802	0	52089
63	770	802	556	0	52891
64	802	556	1152	1	53447
65	556	1152	848	0	54599
66	1152	848	537	0	55447
67	848	537	1176	1	55984
68	537	1176	521	0	57160
69	1176	521	1070	1	57681
70	521	1070	564	0	58751
71	1070	564	942	1	59315
72	564	942	716	0	60257
73	942	716	727	0	60973
74	716	727	736	0	61700
75	727	736	751	0	62436
76	736	751	751	0	63187
77	751	751	739	0	63938
78	751	739	759	0	64677
79	739	759	766	0	65436
80	759	766	763	0	66202
81	766	763	767	0	66965
82	763	767	758	0	67732
83	767	758	771	0	68490
84	758	771	770	0	69261
85	771	770	763	0	70031
86	770	763	774	0	70794
87	763	774	778	0	71568
88	774	778	755	0	72346
89	778	755	767	0	73101
