index	i-1	i+0	i+1	Filter	Time
1	634	708	522	0	1342
2	708	522	1015	1	1864
3	522	1015	674	0	2879
4	1015	674	638	0	3553
5	674	638	529	0	4191
6	638	529	825	1	4720
7	529	825	638	0	5545
8	825	638	630	0	6183
9	638	630	541	0	6813
10	630	541	852	1	7354
11	541	852	658	0	8206
12	852	658	681	0	8864
13	658	681	587	0	9545
14	681	587	833	1	10132
15	587	833	677	0	10965
16	833	677	700	0	11642
17	677	700	483	0	12342
18	700	483	918	1	12825
19	483	918	650	0	13743
20	918	650	623	0	14393
21	650	623	614	0	15016
22	623	614	440	0	15630
23	614	440	786	1	16070
24	440	786	603	0	16856
25	786	603	634	0	17459
26	603	634	553	0	18093
27	634	553	759	1	18646
28	553	759	630	0	19405
29	759	630	658	0	20035
30	630	658	525	0	20693
31	658	525	879	1	21218
32	525	879	673	0	22097
33	879	673	681	0	22770
34	673	681	638	0	23451
35	681	638	390	0	24089
36	638	390	926	1	24479
37	390	926	634	0	25405
38	926	634	638	0	26039
39	634	638	506	0	26677
40	638	506	728	1	27183
41	506	728	599	0	27911
42	728	599	622	0	28510
43	599	622	533	0	29132
44	622	533	740	1	29665
45	533	740	591	0	30405
46	740	591	607	0	30996
47	591	607	572	0	31603
48	607	572	646	1	32175
49	572	646	584	0	32821
50	646	584	611	0	33405
51	584	611	661	0	34016
52	611	661	658	0	34677
53	661	658	673	0	35335
54	658	673	653	0	36008
55	673	653	639	0	36661
56	653	639	630	0	37300
57	639	630	611	0	37930
58	630	611	599	0	38541
59	611	599	580	0	39140
60	599	580	584	0	39720
61	580	584	591	0	40304
62	584	591	521	0	40895
63	591	521	736	1	41416
64	521	736	599	0	42152
65	736	599	611	0	42751
66	599	611	494	0	43362
67	611	494	669	1	43856
68	494	669	561	0	44525
69	669	561	556	0	45086
70	561	556	572	0	45642
71	556	572	661	0	46214
72	572	661	705	0	46875
73	661	705	720	0	47580
74	705	720	766	0	48300
75	720	766	518	0	49066
76	766	518	984	1	49584
77	518	984	642	0	50568
78	984	642	646	0	51210
79	642	646	611	0	51856
80	646	611	615	0	52467
81	611	615	595	0	53082
82	615	595	588	0	53677
83	595	588	591	0	54265
84	588	591	494	0	54856
85	591	494	810	1	55350
86	494	810	634	0	56160
