index	i-1	i+0	i+1	Filter	Time
1	1063	463	1412	1	1588
2	463	1412	584	0	3000
3	1412	584	1338	1	3584
4	584	1338	938	0	4922
5	1338	938	1058	0	5860
6	938	1058	506	0	6918
7	1058	506	1362	1	7424
8	506	1362	502	0	8786
9	1362	502	1156	1	9288
10	502	1156	770	0	10444
11	1156	770	848	0	11214
12	770	848	510	0	12062
13	848	510	1307	1	12572
14	510	1307	860	0	13879
15	1307	860	915	0	14739
16	860	915	836	0	15654
17	915	836	938	0	16490
18	836	938	1125	0	17428
19	938	1125	1097	0	18553
20	1125	1097	1120	0	19650
21	1097	1120	1070	0	20770
22	1120	1070	1047	0	21840
23	1070	1047	1078	0	22887
24	1047	1078	1047	0	23965
25	1078	1047	1074	0	25012
26	1047	1074	1023	0	26086
27	1074	1023	1035	0	27109
28	1023	1035	973	0	28144
29	1035	973	976	0	29117
30	973	976	946	0	30093
31	976	946	934	0	31039
32	946	934	973	0	31973
33	934	973	926	0	32946
34	973	926	988	0	33872
35	926	988	973	0	34860
36	988	973	965	0	35833
37	973	965	957	0	36798
38	965	957	938	0	37755
39	957	938	968	0	38693
40	938	968	973	0	39661
41	968	973	938	0	40634
42	973	938	949	0	41572
43	938	949	950	0	42521
44	949	950	976	0	43471
45	950	976	930	0	44447
46	976	930	907	0	45377
47	930	907	957	0	46284
48	907	957	965	0	47241
49	957	965	977	0	48206
50	965	977	969	0	49183
51	977	969	1015	0	50152
52	969	1015	954	0	51167
53	1015	954	957	0	52121
54	954	957	910	0	53078
55	957	910	950	0	53988
56	910	950	949	0	54938
57	950	949	487	0	55887
58	949	487	1311	1	56374
59	487	1311	506	0	57685
60	1311	506	1272	1	58191
61	506	1272	514	0	59463
62	1272	514	1159	1	59977
63	514	1159	806	0	61136
64	1159	806	1066	0	61942
65	806	1066	1140	0	63008
66	1066	1140	502	0	64148
67	1140	502	447	1	64650
68	502	447	961	1	65097
69	447	961	522	0	66058
70	961	522	1354	1	66580
71	522	1354	945	0	67934
72	1354	945	1086	0	68879
73	945	1086	471	0	69965
74	1086	471	475	1	70436
75	471	475	906	1	70911
76	475	906	1175	0	71817
77	906	1175	1187	0	72992
78	1175	1187	486	0	74179
79	1187	486	1401	1	74665
80	486	1401	537	0	76066
81	1401	537	1378	1	76603
82	537	1378	1023	0	77981
83	1378	1023	1089	0	79004
84	1023	1089	479	0	80093
85	1089	479	1358	1	80572
86	479	1358	984	0	81930
87	1358	984	1028	0	82914
88	984	1028	1058	0	83942
89	1028	1058	1093	0	85000
90	1058	1093	487	0	86093
91	1093	487	1366	1	86580
92	487	1366	552	0	87946
93	1366	552	1257	1	88498
94	552	1257	533	0	89755
95	1257	533	1117	1	90288
96	533	1117	735	0	91405
97	1117	735	1004	1	92140
98	735	1004	471	0	93144
99	1004	471	490	1	93615
100	471	490	483	1	94105
101	490	483	1245	1	94588
102	483	1245	583	0	95833
103	1245	583	1152	1	96416
104	583	1152	860	0	97568
105	1152	860	483	0	98428
106	860	483	1381	1	98911
107	483	1381	953	0	100292
108	1381	953	1094	0	101245
109	953	1094	478	0	102339
110	1094	478	1366	1	102817
111	478	1366	1008	0	104183
112	1366	1008	976	0	105191
113	1008	976	475	0	106167
114	976	475	1319	1	106642
115	475	1319	521	0	107961
116	1319	521	1226	1	108482
117	521	1226	560	0	109708
118	1226	560	1141	1	110268
119	560	1141	793	0	111409
120	1141	793	1063	0	112202
121	793	1063	502	0	113265
122	1063	502	1330	1	113767
123	502	1330	1020	0	115097
124	1330	1020	482	0	116117
125	1020	482	1366	1	116599
126	482	1366	1023	0	117965
127	1366	1023	1059	0	118988
128	1023	1059	482	0	120047
129	1059	482	1382	1	120529
130	482	1382	1015	0	121911
131	1382	1015	1082	0	122926
132	1015	1082	474	0	124008
133	1082	474	1331	1	124482
134	474	1331	1008	0	125813
135	1331	1008	1016	0	126821
136	1008	1016	1105	0	127837
137	1016	1105	486	0	128942
138	1105	486	1381	1	129428
139	486	1381	530	0	130809
140	1381	530	1354	1	131339
141	530	1354	1027	0	132693
142	1354	1027	478	0	133720
143	1027	478	1386	1	134198
144	478	1386	1035	0	135584
145	1386	1035	1179	0	136619
146	1035	1179	478	0	137798
147	1179	478	1401	1	138276
148	478	1401	1031	0	139677
149	1401	1031	1152	0	140708
150	1031	1152	1152	0	141860
151	1152	1152	502	0	143012
152	1152	502	1365	1	143514
153	502	1365	584	0	144879
154	1365	584	1331	1	145463
155	584	1331	891	0	146794
156	1331	891	1113	0	147685
157	891	1113	478	0	148798
158	1113	478	1370	1	149276
159	478	1370	969	0	150646
160	1370	969	1140	0	151615
161	969	1140	498	0	152755
162	1140	498	1393	1	153253
163	498	1393	1004	0	154646
164	1393	1004	1117	0	155650
165	1004	1117	490	0	156767
166	1117	490	1366	1	157257
167	490	1366	1054	0	158623
168	1366	1054	1066	0	159677
169	1054	1066	479	0	160743
170	1066	479	1366	1	161222
171	479	1366	540	0	162588
172	1366	540	1319	1	163128
173	540	1319	576	0	164447
174	1319	576	1152	1	165023
175	576	1152	817	0	166175
176	1152	817	954	0	166992
177	817	954	509	0	167946
178	954	509	1335	1	168455
179	509	1335	587	0	169790
180	1335	587	1284	1	170377
181	587	1284	860	0	171661
182	1284	860	1090	0	172521
183	860	1090	510	0	173611
184	1090	510	1303	1	174121
185	510	1303	950	0	175424
186	1303	950	490	0	176374
187	950	490	1303	1	176864
188	490	1303	891	0	178167
189	1303	891	965	0	179058
190	891	965	495	0	180023
191	965	495	1342	1	180518
192	495	1342	560	0	181860
193	1342	560	1280	1	182420
194	560	1280	849	0	183700
195	1280	849	976	0	184549
196	849	976	494	0	185525
197	976	494	1285	1	186019
198	494	1285	575	0	187304
199	1285	575	1253	1	187879
200	575	1253	821	0	189132
201	1253	821	1035	0	189953
202	821	1035	498	0	190988
203	1035	498	1351	1	191486
204	498	1351	1062	0	192837
205	1351	1062	1082	0	193899
206	1062	1082	486	0	194981
207	1082	486	1346	1	195467
208	486	1346	1000	0	196813
209	1346	1000	483	0	197813
210	1000	483	1299	1	198296
211	483	1299	506	0	199595
212	1299	506	1222	1	200101
213	506	1222	552	0	201323
214	1222	552	1156	1	201875
215	552	1156	553	0	203031
216	1156	553	1105	1	203584
217	553	1105	770	0	204689
218	1105	770	915	0	205459
219	770	915	478	0	206374
220	915	478	1308	1	206852
221	478	1308	918	0	208160
222	1308	918	1039	0	209078
223	918	1039	474	0	210117
224	1039	474	1335	1	210591
225	474	1335	872	0	211926
226	1335	872	1023	0	212798
227	872	1023	486	0	213821
228	1023	486	1300	1	214307
229	486	1300	549	0	215607
230	1300	549	1151	1	216156
231	549	1151	782	0	217307
232	1151	782	911	0	218089
233	782	911	486	0	219000
234	911	486	1335	1	219486
235	486	1335	595	0	220821
236	1335	595	1253	1	221416
237	595	1253	911	0	222669
238	1253	911	1241	0	223580
239	911	1241	506	0	224821
240	1241	506	1366	1	225327
241	506	1366	937	0	226693
242	1366	937	491	0	227630
243	937	491	1323	1	228121
244	491	1323	517	0	229444
245	1323	517	1288	1	229961
246	517	1288	899	0	231249
247	1288	899	1284	0	232148
248	899	1284	479	0	233432
249	1284	479	1404	1	233911
250	479	1404	1206	0	235315
251	1404	1206	1105	0	236521
252	1206	1105	1249	0	237626
253	1105	1249	495	0	238875
254	1249	495	1373	1	239370
255	495	1373	1043	0	240743
256	1373	1043	1019	0	241786
257	1043	1019	1043	0	242805
258	1019	1043	1047	0	243848
259	1043	1047	1105	0	244895
260	1047	1105	1086	0	246000
261	1105	1086	1109	0	247086
262	1086	1109	1089	0	248195
263	1109	1089	1140	0	249284
264	1089	1140	1125	0	250424
265	1140	1125	1124	0	251549
266	1125	1124	1129	0	252673
267	1124	1129	1112	0	253802
268	1129	1112	1070	0	254914
269	1112	1070	985	0	255984
270	1070	985	938	0	256969
271	985	938	844	0	257907
272	938	844	786	0	258751
273	844	786	825	0	259537
274	786	825	930	0	260362
275	825	930	883	0	261292
276	930	883	988	0	262175
277	883	988	946	0	263163
278	988	946	1027	0	264109
279	946	1027	1008	0	265136
280	1027	1008	533	0	266144
281	1008	533	1276	1	266677
282	533	1276	514	0	267953
283	1276	514	1163	1	268467
284	514	1163	514	0	269630
285	1163	514	1093	1	270144
286	514	1093	502	0	271237
287	1093	502	1105	1	271739
288	502	1105	475	0	272844
289	1105	475	1113	1	273319
290	475	1113	490	0	274432
291	1113	490	1113	1	274922
292	490	1113	537	0	276035
293	1113	537	1124	1	276572
294	537	1124	818	0	277696
295	1124	818	1027	0	278514
296	818	1027	467	0	279541
297	1027	467	1385	1	280008
298	467	1385	1125	0	281393
299	1385	1125	1182	0	282518
300	1125	1182	502	0	283700
301	1182	502	1386	1	284202
302	502	1386	1167	0	285588
303	1386	1167	1113	0	286755
304	1167	1113	486	0	287868
305	1113	486	1354	1	288354
306	486	1354	1117	0	289708
307	1354	1117	1082	0	290825
308	1117	1082	1218	0	291907
309	1082	1218	482	0	293125
310	1218	482	1409	1	293607
311	482	1409	1003	0	295016
312	1409	1003	1086	0	296019
313	1003	1086	1082	0	297105
314	1086	1082	498	0	298187
315	1082	498	1354	1	298685
316	498	1354	868	0	300039
317	1354	868	972	0	300907
318	868	972	487	0	301879
319	972	487	1280	1	302366
320	487	1280	836	0	303646
321	1280	836	1067	0	304482
322	836	1067	521	0	305549
323	1067	521	409	1	306070
324	521	409	949	1	306479
325	409	949	977	0	307428
326	949	977	1120	0	308405
327	977	1120	487	0	309525
328	1120	487	1354	1	310012
329	487	1354	930	0	311366
330	1354	930	953	0	312296
331	930	953	918	0	313249
332	953	918	942	0	314167
333	918	942	510	0	315109
334	942	510	1280	1	315619
335	510	1280	914	0	316899
336	1280	914	934	0	317813
337	914	934	957	0	318747
338	934	957	887	0	319704
339	957	887	514	0	320591
340	887	514	1311	1	321105
