index	i-1	i+0	i+1	Filter	Time
1	214	253	868	0	467
2	253	868	863	0	1335
3	868	863	888	0	2198
4	863	888	852	0	3086
5	888	852	864	0	3938
6	852	864	867	0	4802
7	864	867	852	0	5669
8	867	852	837	0	6521
9	852	837	767	0	7358
10	837	767	801	0	8125
11	767	801	782	0	8926
12	801	782	1043	0	9708
13	782	1043	763	0	10751
14	1043	763	848	0	11514
15	763	848	860	0	12362
16	848	860	871	0	13222
17	860	871	860	0	14093
18	871	860	884	0	14953
19	860	884	863	0	15837
20	884	863	845	0	16700
21	863	845	883	0	17545
22	845	883	844	0	18428
23	883	844	853	0	19272
24	844	853	879	0	20125
25	853	879	875	0	21004
26	879	875	837	0	21879
27	875	837	872	0	22716
28	837	872	766	0	23588
29	872	766	1257	0	24354
30	766	1257	704	0	25611
31	1257	704	782	0	26315
32	704	782	841	0	27097
33	782	841	755	0	27938
34	841	755	1280	0	28693
35	755	1280	790	0	29973
36	1280	790	657	0	30763
37	790	657	693	0	31420
38	657	693	681	0	32113
39	693	681	782	0	32794
40	681	782	844	0	33576
41	782	844	864	0	34420
42	844	864	856	0	35284
43	864	856	852	0	36140
44	856	852	883	0	36992
45	852	883	872	0	37875
46	883	872	876	0	38747
47	872	876	840	0	39623
48	876	840	720	0	40463
49	840	720	665	0	41183
50	720	665	689	0	41848
51	665	689	767	0	42537
52	689	767	828	0	43304
53	767	828	891	0	44132
54	828	891	817	0	45023
55	891	817	938	0	45840
56	817	938	813	0	46778
57	938	813	860	0	47591
58	813	860	888	0	48451
59	860	888	821	0	49339
60	888	821	801	0	50160
61	821	801	821	0	50961
62	801	821	813	0	51782
63	821	813	868	0	52595
64	813	868	860	0	53463
65	868	860	840	0	54323
66	860	840	919	0	55163
67	840	919	860	0	56082
68	919	860	708	0	56942
69	860	708	801	0	57650
70	708	801	853	0	58451
71	801	853	891	0	59304
72	853	891	836	0	60195
73	891	836	868	0	61031
74	836	868	864	0	61899
75	868	864	867	0	62763
76	864	867	868	0	63630
77	867	868	860	0	64498
78	868	860	848	0	65358
79	860	848	864	0	66206
80	848	864	868	0	67070
81	864	868	879	0	67938
82	868	879	833	0	68817
83	879	833	751	0	69650
84	833	751	692	0	70401
85	751	692	1203	0	71093
86	692	1203	661	0	72296
87	1203	661	642	0	72957
88	661	642	654	0	73599
89	642	654	646	0	74253
90	654	646	638	0	74899
91	646	638	665	0	75537
92	638	665	646	0	76202
93	665	646	724	0	76848
94	646	724	825	0	77572
95	724	825	809	0	78397
96	825	809	872	0	79206
97	809	872	844	0	80078
98	872	844	759	0	80922
99	844	759	778	0	81681
100	759	778	825	0	82459
101	778	825	864	0	83284
102	825	864	848	0	84148
103	864	848	856	0	84996
104	848	856	864	0	85852
105	856	864	805	0	86716
106	864	805	841	0	87521
107	805	841	770	0	88362
108	841	770	666	0	89132
109	770	666	665	0	89798
110	666	665	665	0	90463
111	665	665	732	0	91128
112	665	732	1272	0	91860
113	732	1272	755	0	93132
114	1272	755	673	0	93887
115	755	673	720	0	94560
116	673	720	798	0	95280
117	720	798	833	0	96078
118	798	833	856	0	96911
119	833	856	856	0	97767
120	856	856	867	0	98623
121	856	867	837	0	99490
122	867	837	922	0	100327
123	837	922	829	0	101249
124	922	829	871	0	102078
125	829	871	860	0	102949
126	871	860	891	0	103809
127	860	891	856	0	104700
128	891	856	856	0	105556
129	856	856	802	0	106412
130	856	802	922	0	107214
131	802	922	872	0	108136
132	922	872	848	0	109008
133	872	848	911	0	109856
134	848	911	836	0	110767
135	911	836	767	0	111603
136	836	767	778	0	112370
137	767	778	852	0	113148
138	778	852	872	0	114000
139	852	872	860	0	114872
140	872	860	859	0	115732
141	860	859	880	0	116591
142	859	880	790	0	117471
143	880	790	1435	0	118261
144	790	1435	818	0	119696
145	1435	818	704	0	120514
146	818	704	790	0	121218
147	704	790	844	0	122008
148	790	844	876	0	122852
149	844	876	863	0	123728
150	876	863	845	0	124591
151	863	845	864	0	125436
152	845	864	860	0	126300
153	864	860	875	0	127160
154	860	875	860	0	128035
155	875	860	868	0	128895
156	860	868	817	0	129763
157	868	817	759	0	130580
158	817	759	661	0	131339
159	759	661	704	0	132000
160	661	704	775	0	132704
161	704	775	821	0	133479
162	775	821	871	0	134300
163	821	871	868	0	135171
164	871	868	786	0	136039
165	868	786	770	0	136825
166	786	770	852	0	137595
167	770	852	841	0	138447
168	852	841	856	0	139288
169	841	856	879	0	140144
170	856	879	864	0	141023
