i-1	i+0	i+1	Filter
568	697	700	0
697	700	696	0
700	696	697	0
696	697	700	0
697	700	689	0
700	689	693	0
689	693	696	0
693	696	697	0
696	697	696	0
697	696	708	0
696	708	697	0
708	697	700	0
697	700	705	0
700	705	700	0
705	700	716	0
700	716	708	0
716	708	720	0
708	720	735	0
720	735	728	0
735	728	735	0
728	735	724	0
735	724	732	0
724	732	719	0
732	719	716	0
719	716	712	0
716	712	712	0
712	712	720	0
712	720	720	0
720	720	716	0
720	716	708	0
716	708	708	0
708	708	701	0
708	701	704	0
701	704	689	0
704	689	685	0
689	685	688	0
685	688	506	0
688	506	876	1
506	876	681	2
876	681	681	0
681	681	681	0
681	681	677	0
681	677	677	0
677	677	681	0
677	681	680	0
681	680	681	0
680	681	685	0
681	685	693	0
685	693	708	0
693	708	498	0
708	498	942	1
498	942	708	2
942	708	704	0
708	704	701	0
704	701	696	0
701	696	697	0
696	697	700	0
697	700	708	0
700	708	708	0
708	708	697	0
708	697	708	0
697	708	704	0
708	704	708	0
704	708	709	0
708	709	700	0
709	700	700	0
700	700	693	0
700	693	704	0
693	704	693	0
704	693	696	0
693	696	697	0
696	697	696	0
697	696	689	0
696	689	498	0
689	498	883	1
498	883	689	2
883	689	685	0
689	685	689	0
685	689	684	0
689	684	685	0
684	685	689	0
685	689	685	0
689	685	685	0
685	685	688	0
685	688	693	0
688	693	704	0
693	704	705	0
704	705	708	0
705	708	723	0
708	723	716	0
723	716	709	0
716	709	712	0
709	712	712	0
712	712	708	0
712	708	712	0
708	712	720	0
712	720	716	0
720	716	723	0
716	723	716	0
723	716	716	0
716	716	705	0
716	705	700	0
705	700	693	0
700	693	696	0
693	696	689	0
696	689	677	0
689	677	677	0
677	677	510	0
677	510	856	1
510	856	681	2
856	681	684	0
681	684	674	0
684	674	673	0
674	673	673	0
673	673	685	0
673	685	677	0
685	677	692	0
677	692	685	0
692	685	510	0
685	510	868	1
510	868	684	2
868	684	678	0
684	678	673	0
678	673	669	0
673	669	673	0
669	673	669	0
673	669	681	0
669	681	673	0
681	673	681	0
673	681	685	0
681	685	689	0
685	689	689	0
689	689	688	0
689	688	522	0
688	522	856	1
522	856	681	2
856	681	685	0
681	685	677	0
685	677	684	0
677	684	510	0
684	510	872	1
510	872	681	2
872	681	681	0
681	681	681	0
681	681	680	0
681	680	674	0
680	674	684	0
674	684	681	0
684	681	685	0
681	685	685	0
685	685	681	0
685	681	677	0
681	677	685	0
677	685	677	0
685	677	506	0
677	506	863	1
506	863	685	2
863	685	697	0
685	697	689	0
697	689	684	0
689	684	681	0
684	681	685	0
681	685	677	0
685	677	681	0
677	681	681	0
681	681	689	0
681	689	692	0
689	692	693	0
692	693	693	0
693	693	684	0
693	684	689	0
684	689	681	0
689	681	689	0
681	689	677	0
689	677	529	0
677	529	825	1
529	825	681	2
825	681	677	0
681	677	677	0
677	677	673	0
677	673	669	0
673	669	670	0
669	670	673	0
670	673	688	0
673	688	693	0
688	693	700	0
693	700	701	0
700	701	700	0
701	700	701	0
700	701	708	0
701	708	696	0
708	696	693	0
696	693	685	0
693	685	692	0
685	692	681	0
692	681	689	0
681	689	696	0
689	696	689	0
696	689	693	0
689	693	692	0
693	692	685	0
692	685	693	0
685	693	685	0
693	685	677	0
685	677	677	0
677	677	685	0
677	685	677	0
685	677	681	0
677	681	673	0
681	673	490	0
673	490	868	1
490	868	681	2
868	681	677	0
681	677	677	0
677	677	669	0
677	669	673	0
669	673	669	0
673	669	670	0
669	670	673	0
670	673	665	0
673	665	494	0
665	494	852	1
494	852	670	2
852	670	661	0
670	661	669	0
661	669	674	0
669	674	665	0
674	665	665	0
665	665	670	0
665	670	677	0
670	677	669	0
677	669	677	0
669	677	506	0
677	506	871	1
506	871	685	2
871	685	685	0
685	685	716	0
685	716	704	0
716	704	708	0
704	708	701	0
708	701	700	0
701	700	701	0
700	701	716	0
701	716	739	0
716	739	735	0
739	735	740	0
735	740	731	0
740	731	771	0
731	771	739	0
771	739	735	0
739	735	712	0
735	712	708	0
712	708	701	0
708	701	696	0
701	696	697	0
696	697	700	0
697	700	697	0
700	697	692	0
697	692	697	0
692	697	700	0
697	700	712	0
700	712	712	0
712	712	709	0
712	709	708	0
709	708	708	0
708	708	700	0
708	700	693	0
700	693	692	0
693	692	502	0
692	502	868	1
502	868	693	2
868	693	677	0
693	677	681	0
677	681	665	0
681	665	673	0
665	673	673	0
673	673	666	0
673	666	665	0
666	665	662	0
665	662	498	0
662	498	828	1
498	828	662	2
828	662	657	0
662	657	662	0
657	662	654	0
662	654	653	0
654	653	662	0
653	662	657	0
662	657	463	0
657	463	860	1
463	860	662	2
860	662	661	0
662	661	666	0
661	666	669	0
666	669	681	0
669	681	685	0
681	685	688	0
685	688	499	0
688	499	918	1
499	918	696	2
918	696	705	0
696	705	712	0
705	712	708	0
712	708	704	0
708	704	708	0
704	708	705	0
708	705	704	0
705	704	700	0
704	700	701	0
700	701	700	0
701	700	704	0
700	704	701	0
704	701	716	0
701	716	719	0
716	719	732	0
719	732	728	0
732	728	719	0
728	719	720	0
719	720	720	0
720	720	708	0
720	708	708	0
708	708	705	0
708	705	704	0
705	704	700	0
704	700	701	0
700	701	700	0
701	700	704	0
700	704	709	0
704	709	700	0
709	700	700	0
700	700	701	0
700	701	696	0
701	696	502	0
696	502	887	1
502	887	689	2
887	689	677	0
689	677	677	0
677	677	666	0
677	666	673	0
666	673	681	0
673	681	688	0
681	688	685	0
688	685	689	0
685	689	696	0
689	696	697	0
696	697	704	0
697	704	708	0
704	708	720	0
708	720	720	0
720	720	720	0
720	720	712	0
720	712	712	0
712	712	728	0
712	728	727	0
728	727	732	0
727	732	735	0
732	735	642	0
735	642	841	1
642	841	455	2
841	455	1039	1
455	1039	735	2
1039	735	740	0
735	740	727	0
740	727	728	0
727	728	731	0
728	731	740	0
731	740	735	0
740	735	743	0
735	743	740	0
743	740	747	0
740	747	735	0
747	735	743	0
735	743	751	0
743	751	747	0
751	747	747	0
747	747	740	0
747	740	747	0
740	747	743	0
747	743	747	0
743	747	743	0
747	743	747	0
743	747	740	0
747	740	735	0
740	735	735	0
735	735	732	0
735	732	724	0
732	724	723	0
724	723	712	0
723	712	716	0
712	716	709	0
716	709	708	0
709	708	498	0
708	498	906	1
498	906	701	2
906	701	696	0
701	696	693	0
696	693	693	0
693	693	692	0
693	692	697	0
692	697	700	0
697	700	700	0
700	700	712	0
700	712	487	0
712	487	938	1
487	938	708	2
938	708	708	0
708	708	708	0
708	708	700	0
708	700	693	0
700	693	700	0
693	700	705	0
700	705	696	0
705	696	705	0
696	705	708	0
705	708	704	0
708	704	712	0
704	712	490	0
712	490	930	1
490	930	705	2
930	705	704	0
705	704	689	0
704	689	684	0
689	684	677	0
684	677	670	0
677	670	669	0
670	669	673	0
669	673	677	0
673	677	677	0
677	677	494	0
677	494	907	1
494	907	693	2
907	693	692	0
693	692	693	0
692	693	696	0
693	696	693	0
696	693	693	0
693	693	692	0
693	692	693	0
692	693	700	0
693	700	490	0
700	490	911	1
490	911	689	2
911	689	692	0
689	692	689	0
692	689	689	0
689	689	700	0
689	700	697	0
700	697	704	0
697	704	704	0
704	704	700	0
704	700	697	0
700	697	689	0
697	689	681	0
689	681	673	0
681	673	673	0
673	673	669	0
673	669	494	0
669	494	864	1
494	864	685	2
864	685	689	0
685	689	688	0
689	688	693	0
688	693	689	0
693	689	688	0
689	688	678	0
688	678	509	0
678	509	860	1
509	860	685	2
860	685	689	0
685	689	685	0
689	685	680	0
685	680	685	0
680	685	685	0
685	685	697	0
685	697	700	0
697	700	700	0
700	700	709	0
700	709	494	0
709	494	918	1
494	918	697	2
918	697	696	0
697	696	693	0
696	693	688	0
693	688	685	0
688	685	685	0
685	685	685	0
685	685	704	0
685	704	716	0
704	716	728	0
716	728	723	0
728	723	720	0
723	720	705	0
720	705	715	0
705	715	510	0
715	510	922	1
510	922	701	2
922	701	692	0
701	692	689	0
692	689	689	0
689	689	692	0
689	692	697	0
692	697	693	0
697	693	692	0
693	692	677	0
692	677	681	0
677	681	673	0
681	673	662	0
673	662	653	0
662	653	662	0
653	662	463	0
662	463	879	1
463	879	681	2
879	681	677	0
681	677	685	0
677	685	681	0
685	681	677	0
681	677	685	0
677	685	665	0
685	665	670	0
665	670	657	0
670	657	654	0
657	654	654	0
654	654	642	0
654	642	638	0
642	638	490	0
638	490	770	1
490	770	631	2
770	631	622	0
631	622	623	0
622	623	622	0
623	622	463	0
622	463	790	1
463	790	631	2
790	631	626	0
631	626	642	0
626	642	662	0
642	662	673	0
662	673	696	0
673	696	701	0
696	701	704	0
701	704	708	0
704	708	697	0
708	697	712	0
697	712	704	0
712	704	704	0
704	704	677	0
704	677	670	0
677	670	673	0
670	673	673	0
673	673	459	0
673	459	891	1
459	891	669	2
891	669	658	0
669	658	661	0
658	661	658	0
661	658	661	0
658	661	670	0
661	670	661	0
670	661	662	0
661	662	498	0
662	498	840	1
498	840	669	2
840	669	674	0
669	674	681	0
674	681	677	0
681	677	681	0
677	681	677	0
681	677	665	0
677	665	677	0
665	677	673	0
677	673	673	0
673	673	491	0
673	491	891	1
491	891	684	2
891	684	685	0
684	685	685	0
685	685	681	0
685	681	681	0
681	681	689	0
681	689	688	0
689	688	701	0
688	701	700	0
701	700	701	0
700	701	700	0
701	700	696	0
700	696	697	0
696	697	704	0
697	704	708	0
704	708	716	0
708	716	716	0
716	716	720	0
716	720	712	0
720	712	708	0
712	708	705	0
708	705	704	0
705	704	693	0
704	693	677	0
693	677	681	0
677	681	669	0
681	669	669	0
669	669	681	0
669	681	490	0
681	490	880	1
490	880	684	2
880	684	681	0
684	681	681	0
681	681	677	0
681	677	685	0
677	685	689	0
685	689	510	0
689	510	860	1
510	860	681	2
860	681	680	0
681	680	677	0
680	677	681	0
677	681	685	0
681	685	689	0
685	689	693	0
689	693	696	0
693	696	697	0
696	697	700	0
697	700	696	0
700	696	498	0
696	498	899	1
498	899	701	2
899	701	696	0
701	696	693	0
696	693	689	0
693	689	684	0
689	684	693	0
684	693	693	0
693	693	700	0
693	700	696	0
700	696	495	0
696	495	891	1
495	891	696	2
891	696	689	0
696	689	696	0
689	696	693	0
696	693	696	0
693	696	701	0
696	701	696	0
701	696	697	0
696	697	696	0
697	696	705	0
696	705	712	0
705	712	708	0
712	708	693	0
708	693	688	0
693	688	693	0
688	693	696	0
693	696	681	0
696	681	693	0
681	693	498	0
693	498	872	1
498	872	692	2
872	692	677	0
692	677	673	0
677	673	670	0
673	670	665	0
670	665	661	0
665	661	662	0
661	662	657	0
662	657	658	0
657	658	669	0
658	669	456	0
669	456	879	1
456	879	673	2
879	673	673	0
673	673	673	0
673	673	677	0
673	677	670	0
677	670	669	0
670	669	681	0
669	681	696	0
681	696	701	0
696	701	696	0
701	696	506	0
696	506	891	1
506	891	693	2
891	693	685	0
693	685	684	0
685	684	693	0
684	693	685	0
693	685	692	0
685	692	685	0
692	685	697	0
685	697	704	0
697	704	716	0
704	716	716	0
716	716	716	0
716	716	724	0
716	724	723	0
724	723	732	0
723	732	724	0
732	724	720	0
724	720	727	0
720	727	724	0
727	724	720	0
724	720	716	0
720	716	720	0
716	720	704	0
720	704	704	0
704	704	700	0
704	700	701	0
700	701	696	0
701	696	689	0
696	689	685	0
689	685	677	0
685	677	681	0
677	681	689	0
681	689	692	0
689	692	506	0
692	506	895	1
506	895	685	2
895	685	685	0
685	685	681	0
685	681	673	0
681	673	673	0
673	673	673	0
673	673	669	0
673	669	670	0
669	670	501	0
670	501	837	1
501	837	665	2
837	665	674	0
665	674	677	0
674	677	688	0
677	688	677	0
688	677	681	0
677	681	673	0
681	673	689	0
673	689	701	0
689	701	502	0
701	502	894	1
502	894	681	2
894	681	685	0
681	685	685	0
685	685	697	0
685	697	692	0
697	692	693	0
692	693	692	0
693	692	689	0
692	689	697	0
689	697	704	0
697	704	704	0
704	704	498	0
704	498	907	1
498	907	696	2
907	696	681	0
696	681	685	0
681	685	669	0
685	669	666	0
669	666	665	0
666	665	685	0
665	685	700	0
685	700	487	0
700	487	914	1
487	914	693	2
914	693	692	0
693	692	673	0
692	673	670	0
673	670	665	0
670	665	662	0
665	662	661	0
662	661	661	0
661	661	670	0
661	670	665	0
670	665	689	0
665	689	459	0
689	459	942	1
459	942	700	2
942	700	681	0
700	681	681	0
681	681	681	0
681	681	673	0
681	673	681	0
673	681	661	0
681	661	670	0
661	670	669	0
670	669	665	0
669	665	673	0
665	673	666	0
673	666	459	0
666	459	860	1
459	860	657	2
860	657	650	0
657	650	650	0
650	650	654	0
650	654	653	0
654	653	658	0
653	658	459	0
658	459	856	1
459	856	658	2
856	658	673	0
658	673	677	0
673	677	673	0
677	673	693	0
673	693	685	0
693	685	684	0
685	684	685	0
684	685	673	0
685	673	674	0
673	674	498	0
674	498	844	1
498	844	677	2
844	677	673	0
677	673	658	0
673	658	657	0
658	657	662	0
657	662	665	0
662	665	669	0
665	669	467	0
669	467	880	1
467	880	673	2
880	673	681	0
673	681	665	0
681	665	669	0
665	669	670	0
669	670	661	0
670	661	662	0
661	662	509	0
662	509	837	1
509	837	669	2
837	669	669	0
669	669	666	0
669	666	669	0
666	669	673	0
669	673	666	0
673	666	502	0
666	502	840	1
502	840	677	2
840	677	665	0
677	665	666	0
665	666	669	0
666	669	669	0
669	669	670	0
669	670	692	0
670	692	479	0
692	479	934	1
479	934	684	2
934	684	701	0
684	701	689	0
701	689	684	0
689	684	674	0
684	674	684	0
674	684	670	0
684	670	681	0
670	681	684	0
681	684	677	0
684	677	681	0
677	681	677	0
681	677	677	0
677	677	670	0
677	670	673	0
670	673	669	0
673	669	490	0
669	490	825	1
490	825	662	2
825	662	650	0
662	650	646	0
650	646	649	0
646	649	658	0
649	658	463	0
658	463	852	1
463	852	658	2
852	658	661	0
658	661	654	0
661	654	654	0
654	654	649	0
654	649	650	0
649	650	646	0
650	646	650	0
646	650	654	0
650	654	467	0
654	467	840	1
467	840	654	2
840	654	646	0
654	646	653	0
646	653	658	0
653	658	665	0
658	665	681	0
665	681	685	0
681	685	693	0
685	693	692	0
693	692	502	0
692	502	891	1
502	891	685	2
891	685	697	0
685	697	673	0
