index	i-1	i+0	i+1	Filter	Time
1	214	751	872	0	965
2	751	872	863	0	1837
3	872	863	818	0	2700
4	863	818	774	0	3518
5	818	774	774	0	4292
6	774	774	774	0	5066
7	774	774	779	0	5840
8	774	779	762	0	6619
9	779	762	759	0	7381
10	762	759	720	0	8140
11	759	720	712	0	8860
12	720	712	700	0	9572
13	712	700	767	0	10272
14	700	767	728	0	11039
15	767	728	739	0	11767
16	728	739	755	0	12506
17	739	755	743	0	13261
18	755	743	743	0	14004
19	743	743	743	0	14747
20	743	743	736	0	15490
21	743	736	739	0	16226
22	736	739	728	0	16965
23	739	728	731	0	17693
24	728	731	739	0	18424
25	731	739	740	0	19163
26	739	740	739	0	19903
27	740	739	735	0	20642
28	739	735	736	0	21377
29	735	736	747	0	22113
30	736	747	743	0	22860
31	747	743	751	0	23603
32	743	751	739	0	24354
33	751	739	747	0	25093
34	739	747	755	0	25840
35	747	755	759	0	26595
36	755	759	755	0	27354
37	759	755	755	0	28109
38	755	755	759	0	28864
39	755	759	751	0	29623
40	759	751	751	0	30374
41	751	751	747	0	31125
42	751	747	747	0	31872
43	747	747	755	0	32619
44	747	755	751	0	33374
45	755	751	747	0	34125
46	751	747	743	0	34872
47	747	743	743	0	35615
48	743	743	747	0	36358
49	743	747	743	0	37105
50	747	743	740	0	37848
51	743	740	684	0	38588
52	740	684	724	0	39272
53	684	724	887	0	39996
54	724	887	872	0	40883
55	887	872	883	0	41755
56	872	883	763	0	42638
57	883	763	731	0	43401
58	763	731	720	0	44132
59	731	720	704	0	44852
60	720	704	1063	0	45556
61	704	1063	895	0	46619
62	1063	895	766	0	47514
63	895	766	732	0	48280
64	766	732	696	0	49012
65	732	696	1090	0	49708
66	696	1090	895	0	50798
67	1090	895	774	0	51693
68	895	774	731	0	52467
69	774	731	709	0	53198
70	731	709	700	0	53907
71	709	700	712	0	54607
72	700	712	1066	0	55319
73	712	1066	899	0	56385
74	1066	899	805	0	57284
75	899	805	755	0	58089
76	805	755	751	0	58844
77	755	751	747	0	59595
78	751	747	1090	0	60342
79	747	1090	1728	0	61432
80	1090	1728	1501	0	63160
81	1728	1501	1421	0	64661
82	1501	1421	1124	0	66082
83	1421	1124	1650	0	67206
84	1124	1650	1479	0	68856
85	1650	1479	1704	0	70335
86	1479	1704	1591	1	72039
87	1704	1591	1545	0	73630
88	1591	1545	1541	0	75175
89	1545	1541	1560	0	76716
90	1541	1560	1568	0	78276
91	1560	1568	1475	0	79844
92	1568	1475	1420	0	81319
93	1475	1420	790	0	82739
94	1420	790	1409	0	83529
95	790	1409	1463	0	84938
96	1409	1463	1327	0	86401
97	1463	1327	692	0	87728
98	1327	692	1304	0	88420
99	692	1304	1210	0	89724
100	1304	1210	1191	0	90934
101	1210	1191	704	0	92125
102	1191	704	1268	0	92829
103	704	1268	1160	0	94097
104	1268	1160	731	0	95257
105	1160	731	1242	0	95988
106	731	1242	1175	0	97230
107	1242	1175	1136	0	98405
108	1175	1136	1136	0	99541
109	1136	1136	1125	0	100677
110	1136	1125	1175	0	101802
111	1125	1175	622	0	102977
112	1175	622	1253	0	103599
113	622	1253	1370	0	104852
114	1253	1370	1498	0	106222
115	1370	1498	1482	0	107720
116	1498	1482	1257	0	109202
117	1482	1257	1502	0	110459
118	1257	1502	821	0	111961
119	1502	821	1522	0	112782
120	821	1522	1097	0	114304
121	1522	1097	770	0	115401
122	1097	770	747	0	116171
123	770	747	720	0	116918
124	747	720	1047	0	117638
125	720	1047	953	0	118685
126	1047	953	817	0	119638
127	953	817	798	0	120455
128	817	798	1591	0	121253
129	798	1591	1152	1	122844
130	1591	1152	1451	0	123996
131	1152	1451	1425	0	125447
132	1451	1425	1120	0	126872
133	1425	1120	969	0	127992
134	1120	969	1529	0	128961
135	969	1529	1456	1	130490
136	1529	1456	1136	0	131946
137	1456	1136	941	0	133082
138	1136	941	1432	0	134023
139	941	1432	1401	0	135455
140	1432	1401	759	0	136856
141	1401	759	953	0	137615
142	759	953	946	0	138568
143	953	946	863	0	139514
144	946	863	814	0	140377
145	863	814	1482	0	141191
146	814	1482	930	1	142673
147	1482	930	1475	0	143603
148	930	1475	801	1	145078
149	1475	801	759	0	145879
150	801	759	1506	0	146638
151	759	1506	1156	1	148144
152	1506	1156	797	0	149300
153	1156	797	782	0	150097
154	797	782	747	0	150879
155	782	747	1070	0	151626
156	747	1070	969	0	152696
157	1070	969	833	0	153665
158	969	833	802	0	154498
159	833	802	778	0	155300
160	802	778	766	0	156078
161	778	766	755	0	156844
162	766	755	716	0	157599
163	755	716	1055	0	158315
164	716	1055	949	0	159370
165	1055	949	860	0	160319
166	949	860	837	0	161179
167	860	837	813	0	162016
168	837	813	786	0	162829
169	813	786	786	0	163615
170	786	786	782	0	164401
171	786	782	770	0	165183
172	782	770	872	0	165953
173	770	872	778	0	166825
174	872	778	1374	0	167603
175	778	1374	533	1	168977
176	1374	533	1509	1	169510
177	533	1509	786	0	171019
178	1509	786	1343	0	171805
179	786	1343	1082	0	173148
180	1343	1082	797	0	174230
181	1082	797	829	0	175027
182	797	829	759	0	175856
183	829	759	735	0	176615
184	759	735	697	0	177350
185	735	697	696	0	178047
186	697	696	989	0	178743
187	696	989	875	0	179732
188	989	875	778	0	180607
189	875	778	736	0	181385
190	778	736	1035	0	182121
191	736	1035	918	0	183156
192	1035	918	1471	0	184074
193	918	1471	1393	0	185545
194	1471	1393	1315	0	186938
195	1393	1315	1222	0	188253
196	1315	1222	1451	0	189475
197	1222	1451	1467	0	190926
198	1451	1467	1490	0	192393
199	1467	1490	1537	0	193883
200	1490	1537	1129	0	195420
201	1537	1129	949	0	196549
202	1129	949	1475	0	197498
203	949	1475	1451	0	198973
204	1475	1451	1522	0	200424
205	1451	1522	1358	0	201946
206	1522	1358	653	0	203304
207	1358	653	1284	0	203957
208	653	1284	1401	0	205241
209	1284	1401	1078	0	206642
210	1401	1078	1424	0	207720
211	1078	1424	1350	0	209144
212	1424	1350	1300	0	210494
213	1350	1300	1241	0	211794
214	1300	1241	673	0	213035
215	1241	673	751	0	213708
216	673	751	755	0	214459
217	751	755	860	0	215214
218	755	860	852	0	216074
219	860	852	883	0	216926
220	852	883	864	0	217809
221	883	864	833	0	218673
222	864	833	1373	0	219506
223	833	1373	1366	0	220879
224	1373	1366	1432	0	222245
225	1366	1432	1537	0	223677
226	1432	1537	1506	0	225214
227	1537	1506	1506	0	226720
228	1506	1506	1264	0	228226
229	1506	1264	1607	0	229490
230	1264	1607	1557	0	231097
231	1607	1557	1334	0	232654
232	1557	1334	1635	0	233988
233	1334	1635	1490	0	235623
234	1635	1490	1124	0	237113
235	1490	1124	938	0	238237
236	1124	938	1416	0	239175
237	938	1416	1393	0	240591
238	1416	1393	1456	0	241984
239	1393	1456	1042	0	243440
240	1456	1042	833	0	244482
241	1042	833	786	0	245315
242	833	786	1187	0	246101
243	786	1187	1019	0	247288
244	1187	1019	1553	0	248307
245	1019	1553	1591	0	249860
246	1553	1591	1012	0	251451
247	1591	1012	891	0	252463
248	1012	891	872	0	253354
249	891	872	817	0	254226
250	872	817	871	0	255043
251	817	871	782	0	255914
252	871	782	771	0	256696
253	782	771	1319	0	257467
254	771	1319	1510	0	258786
255	1319	1510	1116	1	260296
256	1510	1116	751	0	261412
257	1116	751	1343	0	262163
258	751	1343	1513	0	263506
259	1343	1513	1545	1	265019
260	1513	1545	1533	0	266564
261	1545	1533	1522	1	268097
262	1533	1522	1171	0	269619
263	1522	1171	965	0	270790
264	1171	965	829	0	271755
265	965	829	782	0	272584
266	829	782	755	0	273366
267	782	755	801	0	274121
268	755	801	1113	0	274922
269	801	1113	887	0	276035
270	1113	887	798	0	276922
271	887	798	770	0	277720
272	798	770	759	0	278490
273	770	759	778	0	279249
274	759	778	1066	0	280027
275	778	1066	533	0	281093
276	1066	533	1195	1	281626
277	533	1195	778	0	282821
278	1195	778	755	0	283599
279	778	755	716	0	284354
280	755	716	1019	0	285070
281	716	1019	907	0	286089
282	1019	907	782	0	286996
283	907	782	732	0	287778
284	782	732	1039	0	288510
285	732	1039	906	0	289549
286	1039	906	817	0	290455
287	906	817	763	0	291272
288	817	763	724	0	292035
289	763	724	1058	0	292759
290	724	1058	934	0	293817
291	1058	934	798	0	294751
292	934	798	762	0	295549
293	798	762	728	0	296311
294	762	728	1109	0	297039
295	728	1109	910	0	298148
296	1109	910	814	0	299058
297	910	814	770	0	299872
298	814	770	759	0	300642
299	770	759	743	0	301401
300	759	743	1070	0	302144
301	743	1070	946	0	303214
302	1070	946	797	0	304160
303	946	797	755	0	304957
304	797	755	743	0	305712
305	755	743	732	0	306455
306	743	732	704	0	307187
307	732	704	1074	0	307891
308	704	1074	930	0	308965
309	1074	930	809	0	309895
310	930	809	759	0	310704
311	809	759	732	0	311463
312	759	732	723	0	312195
313	732	723	728	0	312918
314	723	728	720	0	313646
315	728	720	1085	0	314366
316	720	1085	895	0	315451
317	1085	895	802	0	316346
318	895	802	770	0	317148
319	802	770	751	0	317918
320	770	751	1113	0	318669
321	751	1113	938	0	319782
322	1113	938	825	0	320720
323	938	825	782	0	321545
324	825	782	747	0	322327
325	782	747	1078	0	323074
326	747	1078	899	0	324152
327	1078	899	848	0	325051
328	899	848	759	0	325899
329	848	759	723	0	326658
330	759	723	708	0	327381
331	723	708	697	0	328089
332	708	697	1105	0	328786
333	697	1105	922	0	329891
334	1105	922	821	0	330813
335	922	821	755	0	331634
336	821	755	739	0	332389
337	755	739	732	0	333128
338	739	732	728	0	333860
339	732	728	1105	0	334588
340	728	1105	914	0	335693
341	1105	914	798	0	336607
342	914	798	770	0	337405
343	798	770	739	0	338175
344	770	739	1094	0	338914
345	739	1094	922	0	340008
346	1094	922	821	0	340930
347	922	821	770	0	341751
348	821	770	736	0	342521
349	770	736	1089	0	343257
350	736	1089	915	0	344346
351	1089	915	805	0	345261
352	915	805	767	0	346066
353	805	767	731	0	346833
354	767	731	1094	0	347564
355	731	1094	906	0	348658
356	1094	906	798	0	349564
357	906	798	766	0	350362
358	798	766	724	0	351128
359	766	724	1097	0	351852
360	724	1097	923	0	352949
361	1097	923	817	0	353872
362	923	817	766	0	354689
363	817	766	736	0	355455
364	766	736	712	0	356191
365	736	712	727	0	356903
366	712	727	724	0	357630
367	727	724	922	0	358354
368	724	922	1024	0	359276
369	922	1024	852	0	360300
370	1024	852	829	0	361152
371	852	829	863	0	361981
372	829	863	860	0	362844
373	863	860	856	0	363704
374	860	856	841	0	364560
375	856	841	836	0	365401
376	841	836	833	0	366237
377	836	833	907	0	367070
378	833	907	825	0	367977
379	907	825	789	0	368802
380	825	789	775	0	369591
381	789	775	755	0	370366
382	775	755	914	0	371121
383	755	914	1008	0	372035
384	914	1008	945	0	373043
385	1008	945	849	0	373988
386	945	849	801	0	374837
387	849	801	771	0	375638
388	801	771	739	0	376409
389	771	739	1136	0	377148
390	739	1136	957	0	378284
391	1136	957	841	0	379241
392	957	841	782	0	380082
393	841	782	762	0	380864
394	782	762	759	0	381626
395	762	759	755	0	382385
396	759	755	1156	0	383140
397	755	1156	953	0	384296
398	1156	953	829	0	385249
399	953	829	786	0	386078
400	829	786	552	0	386864
401	786	552	934	1	387416
402	552	934	720	0	388350
403	934	720	1105	0	389070
404	720	1105	953	0	390175
405	1105	953	818	0	391128
406	953	818	782	0	391946
407	818	782	770	0	392728
408	782	770	763	0	393498
409	770	763	1148	0	394261
410	763	1148	972	0	395409
411	1148	972	829	0	396381
412	972	829	790	0	397210
413	829	790	763	0	398000
414	790	763	751	0	398763
415	763	751	716	0	399514
416	751	716	1140	0	400230
417	716	1140	941	0	401370
418	1140	941	825	0	402311
419	941	825	778	0	403136
420	825	778	759	0	403914
421	778	759	739	0	404673
422	759	739	1129	0	405412
423	739	1129	965	0	406541
424	1129	965	805	0	407506
425	965	805	771	0	408311
426	805	771	751	0	409082
427	771	751	739	0	409833
428	751	739	743	0	410572
429	739	743	806	0	411315
430	743	806	1093	0	412121
431	806	1093	957	0	413214
432	1093	957	848	0	414171
433	957	848	818	0	415019
434	848	818	786	0	415837
435	818	786	766	0	416623
436	786	766	743	0	417389
437	766	743	732	0	418132
438	743	732	708	0	418864
439	732	708	1089	0	419572
440	708	1089	911	0	420661
441	1089	911	805	0	421572
442	911	805	740	0	422377
443	805	740	723	0	423117
444	740	723	724	0	423840
445	723	724	736	0	424564
446	724	736	1066	0	425300
447	736	1066	918	0	426366
448	1066	918	821	0	427284
449	918	821	782	0	428105
450	821	782	778	0	428887
451	782	778	767	0	429665
452	778	767	1089	0	430432
453	767	1089	985	0	431521
454	1089	985	829	0	432506
455	985	829	801	0	433335
456	829	801	786	0	434136
457	801	786	771	0	434922
458	786	771	1105	0	435693
459	771	1105	953	0	436798
460	1105	953	817	0	437751
461	953	817	755	0	438568
462	817	755	735	0	439323
463	755	735	755	0	440058
464	735	755	763	0	440813
465	755	763	759	0	441576
466	763	759	731	0	442335
467	759	731	736	0	443066
468	731	736	1042	0	443802
469	736	1042	868	0	444844
470	1042	868	786	0	445712
471	868	786	728	0	446498
472	786	728	727	0	447226
473	728	727	751	0	447953
