index	i-1	i+0	i+1	Filter	Time
1	848	712	494	0	1599
2	712	494	946	1	2093
3	494	946	724	0	3039
4	946	724	478	0	3763
5	724	478	957	1	4241
6	478	957	709	0	5198
7	957	709	486	0	5907
8	709	486	938	1	6393
9	486	938	700	0	7331
10	938	700	498	0	8031
11	700	498	903	1	8529
12	498	903	696	0	9432
13	903	696	530	0	10128
14	696	530	898	1	10658
15	530	898	705	0	11556
16	898	705	525	0	12261
17	705	525	914	1	12786
18	525	914	720	0	13700
19	914	720	491	0	14420
20	720	491	949	1	14911
21	491	949	704	0	15860
22	949	704	490	0	16564
23	704	490	954	1	17054
24	490	954	724	0	18008
25	954	724	478	0	18732
26	724	478	957	1	19210
27	478	957	712	0	20167
28	957	712	483	0	20879
29	712	483	961	1	21362
30	483	961	712	0	22323
31	961	712	724	0	23035
32	712	724	653	0	23759
33	724	653	779	1	24412
34	653	779	727	0	25191
35	779	727	533	0	25918
36	727	533	946	1	26451
37	533	946	739	0	27397
38	946	739	475	0	28136
39	739	475	984	1	28611
40	475	984	736	0	29595
41	984	736	731	0	30331
42	736	731	588	0	31062
43	731	588	883	1	31650
44	588	883	732	0	32533
45	883	732	490	0	33265
46	732	490	969	1	33755
47	490	969	731	0	34724
48	969	731	471	0	35455
49	731	471	981	1	35926
50	471	981	716	0	36907
51	981	716	474	0	37623
52	716	474	969	1	38097
53	474	969	716	0	39066
54	969	716	479	0	39782
55	716	479	949	1	40261
56	479	949	716	0	41210
57	949	716	479	0	41926
58	716	479	949	1	42405
59	479	949	704	0	43354
60	949	704	479	0	44058
61	704	479	930	1	44537
62	479	930	704	0	45467
63	930	704	494	0	46171
64	704	494	923	1	46665
65	494	923	688	0	47588
66	923	688	518	0	48276
67	688	518	891	1	48794
68	518	891	704	0	49685
69	891	704	525	0	50389
70	704	525	884	1	50914
71	525	884	704	0	51798
72	884	704	514	0	52502
73	704	514	910	1	53016
74	514	910	700	0	53926
75	910	700	514	0	54626
76	700	514	907	1	55140
77	514	907	708	0	56047
78	907	708	513	0	56755
79	708	513	899	1	57268
80	513	899	697	0	58167
81	899	697	541	0	58864
82	697	541	883	1	59405
83	541	883	704	0	60288
84	883	704	533	0	60992
85	704	533	891	1	61525
86	533	891	712	0	62416
87	891	712	498	0	63128
88	712	498	946	1	63626
89	498	946	708	0	64572
90	946	708	490	0	65280
91	708	490	938	1	65770
92	490	938	716	0	66708
93	938	716	487	0	67424
94	716	487	941	1	67911
95	487	941	693	0	68852
96	941	693	509	0	69545
97	693	509	895	1	70054
98	509	895	697	0	70949
99	895	697	545	0	71646
100	697	545	856	1	72191
101	545	856	692	0	73047
102	856	692	557	0	73739
103	692	557	852	1	74296
104	557	852	692	0	75148
105	852	692	596	0	75840
106	692	596	805	1	76436
107	596	805	697	0	77241
108	805	697	716	0	77938
109	697	716	704	0	78654
110	716	704	720	0	79358
111	704	720	727	0	80078
112	720	727	456	0	80805
113	727	456	1004	1	81261
114	456	1004	723	0	82265
115	1004	723	467	0	82988
116	723	467	992	1	83455
117	467	992	724	0	84447
118	992	724	467	0	85171
119	724	467	977	1	85638
120	467	977	704	0	86615
121	977	704	479	0	87319
122	704	479	961	1	87798
123	479	961	712	0	88759
124	961	712	475	0	89471
125	712	475	937	1	89946
126	475	937	705	0	90883
127	937	705	482	0	91588
128	705	482	930	1	92070
129	482	930	700	0	93000
130	930	700	487	0	93700
131	700	487	934	1	94187
132	487	934	708	0	95121
133	934	708	486	0	95829
134	708	486	926	1	96315
135	486	926	697	0	97241
136	926	697	502	0	97938
137	697	502	895	1	98440
138	502	895	696	0	99335
139	895	696	522	0	100031
140	696	522	887	1	100553
141	522	887	692	0	101440
142	887	692	502	0	102132
143	692	502	919	1	102634
144	502	919	708	0	103553
145	919	708	494	0	104261
146	708	494	926	1	104755
147	494	926	712	0	105681
148	926	712	486	0	106393
149	712	486	930	1	106879
150	486	930	701	0	107809
151	930	701	498	0	108510
152	701	498	914	1	109008
153	498	914	704	0	109922
154	914	704	506	0	110626
155	704	506	899	1	111132
156	506	899	704	0	112031
157	899	704	491	0	112735
158	704	491	918	1	113226
159	491	918	696	0	114144
160	918	696	506	0	114840
161	696	506	907	1	115346
162	506	907	704	0	116253
163	907	704	506	0	116957
164	704	506	911	1	117463
165	506	911	696	0	118374
166	911	696	490	0	119070
167	696	490	930	1	119560
168	490	930	705	0	120490
169	930	705	490	0	121195
170	705	490	918	1	121685
171	490	918	697	0	122603
172	918	697	513	0	123300
173	697	513	883	1	123813
174	513	883	685	0	124696
175	883	685	530	0	125381
176	685	530	856	1	125911
177	530	856	700	0	126767
178	856	700	560	0	127467
179	700	560	876	1	128027
180	560	876	700	0	128903
181	876	700	557	0	129603
182	700	557	902	1	130160
183	557	902	728	0	131062
184	902	728	498	0	131790
185	728	498	945	1	132288
186	498	945	716	0	133233
187	945	716	483	0	133949
188	716	483	957	1	134432
189	483	957	720	0	135389
190	957	720	704	0	136109
191	720	704	728	0	136813
192	704	728	724	0	137541
193	728	724	505	0	138265
194	724	505	946	1	138770
195	505	946	720	0	139716
196	946	720	478	0	140436
197	720	478	965	1	140914
198	478	965	716	0	141879
199	965	716	483	0	142595
200	716	483	969	1	143078
201	483	969	720	0	144047
202	969	720	474	0	144767
203	720	474	965	1	145241
204	474	965	716	0	146206
205	965	716	479	0	146922
206	716	479	961	1	147401
207	479	961	720	0	148362
208	961	720	474	0	149082
209	720	474	973	1	149556
210	474	973	720	0	150529
211	973	720	728	0	151249
212	720	728	572	0	151977
213	728	572	875	1	152549
214	572	875	724	0	153424
215	875	724	494	0	154148
216	724	494	969	1	154642
217	494	969	716	0	155611
218	969	716	475	0	156327
219	716	475	972	1	156802
220	475	972	724	0	157774
221	972	724	471	0	158498
222	724	471	980	1	158969
223	471	980	720	0	159949
224	980	720	724	0	160669
225	720	724	619	0	161393
226	724	619	832	1	162012
227	619	832	720	0	162844
228	832	720	545	0	163564
229	720	545	918	1	164109
230	545	918	740	0	165027
231	918	740	478	0	165767
232	740	478	988	1	166245
233	478	988	724	0	167233
234	988	724	739	0	167957
235	724	739	623	0	168696
236	739	623	852	1	169319
237	623	852	720	0	170171
238	852	720	537	0	170891
239	720	537	938	1	171428
240	537	938	739	0	172366
241	938	739	479	0	173105
242	739	479	996	1	173584
243	479	996	731	0	174580
244	996	731	736	0	175311
245	731	736	614	0	176047
246	736	614	849	1	176661
247	614	849	723	0	177510
248	849	723	526	0	178233
249	723	526	941	1	178759
250	526	941	724	0	179700
251	941	724	483	0	180424
252	724	483	968	1	180907
253	483	968	724	0	181875
254	968	724	475	0	182599
255	724	475	961	1	183074
256	475	961	716	0	184035
257	961	716	479	0	184751
258	716	479	949	1	185230
259	479	949	700	0	186179
260	949	700	483	0	186879
261	700	483	922	1	187362
262	483	922	704	0	188284
263	922	704	510	0	188988
264	704	510	926	1	189498
265	510	926	701	0	190424
266	926	701	498	0	191125
267	701	498	941	1	191623
268	498	941	716	0	192564
269	941	716	483	0	193280
270	716	483	945	1	193763
271	483	945	716	0	194708
272	945	716	483	0	195424
273	716	483	945	1	195907
274	483	945	704	0	196852
275	945	704	483	0	197556
276	704	483	934	1	198039
277	483	934	708	0	198973
278	934	708	486	0	199681
279	708	486	926	1	200167
280	486	926	705	0	201093
281	926	705	498	0	201798
282	705	498	926	1	202296
283	498	926	696	0	203222
284	926	696	498	0	203918
285	696	498	915	1	204416
286	498	915	708	0	205331
287	915	708	510	0	206039
288	708	510	910	1	206549
289	510	910	697	0	207459
290	910	697	490	0	208156
291	697	490	922	1	208646
292	490	922	708	0	209568
293	922	708	502	0	210276
294	708	502	915	1	210778
295	502	915	704	0	211693
296	915	704	506	0	212397
297	704	506	918	1	212903
298	506	918	704	0	213821
299	918	704	506	0	214525
300	704	506	922	1	215031
301	506	922	701	0	215953
302	922	701	502	0	216654
303	701	502	941	1	217156
304	502	941	724	0	218097
305	941	724	483	0	218821
306	724	483	961	1	219304
307	483	961	704	0	220265
308	961	704	486	0	220969
309	704	486	942	1	221455
310	486	942	708	0	222397
311	942	708	486	0	223105
312	708	486	930	1	223591
313	486	930	709	0	224521
314	930	709	494	0	225230
315	709	494	934	1	225724
316	494	934	704	0	226658
317	934	704	490	0	227362
318	704	490	950	1	227852
319	490	950	688	0	228802
320	950	688	510	0	229490
321	688	510	895	1	230000
322	510	895	696	0	230895
323	895	696	530	0	231591
324	696	530	867	1	232121
325	530	867	681	0	232988
326	867	681	572	0	233669
327	681	572	813	1	234241
328	572	813	709	0	235054
329	813	709	548	0	235763
330	709	548	884	1	236311
331	548	884	712	0	237195
332	884	712	533	0	237907
333	712	533	887	1	238440
334	533	887	704	0	239327
335	887	704	522	0	240031
336	704	522	902	1	240553
337	522	902	712	0	241455
338	902	712	522	0	242167
339	712	522	914	1	242689
340	522	914	712	0	243603
341	914	712	510	0	244315
342	712	510	907	1	244825
343	510	907	712	0	245732
344	907	712	505	0	246444
345	712	505	926	1	246949
346	505	926	713	0	247875
347	926	713	490	0	248588
348	713	490	938	1	249078
349	490	938	708	0	250016
350	938	708	490	0	250724
351	708	490	926	1	251214
352	490	926	712	0	252140
353	926	712	490	0	252852
354	712	490	930	1	253342
355	490	930	705	0	254272
356	930	705	502	0	254977
357	705	502	902	1	255479
358	502	902	705	0	256381
359	902	705	517	0	257086
360	705	517	899	1	257603
361	517	899	696	0	258502
362	899	696	530	0	259198
363	696	530	895	1	259728
364	530	895	696	0	260623
365	895	696	533	0	261319
366	696	533	872	1	261852
367	533	872	704	0	262724
368	872	704	518	0	263428
369	704	518	902	1	263946
370	518	902	693	0	264848
371	902	693	537	0	265541
372	693	537	875	1	266078
373	537	875	712	0	266953
374	875	712	541	0	267665
375	712	541	856	1	268206
376	541	856	701	0	269062
377	856	701	548	0	269763
378	701	548	864	1	270311
379	548	864	700	0	271175
380	864	700	569	0	271875
381	700	569	852	1	272444
382	569	852	700	0	273296
383	852	700	700	0	273996
384	700	700	713	0	274696
385	700	713	712	0	275409
386	713	712	712	0	276121
387	712	712	708	0	276833
388	712	708	716	0	277541
389	708	716	720	0	278257
390	716	720	712	0	278977
391	720	712	716	0	279689
392	712	716	502	0	280405
393	716	502	949	1	280907
394	502	949	720	0	281856
395	949	720	482	0	282576
396	720	482	958	1	283058
397	482	958	704	0	284016
398	958	704	482	0	284720
399	704	482	958	1	285202
400	482	958	715	0	286160
401	958	715	479	0	286875
