i-1	i+0	i+1	Filter
2125	1054	1047	0
1054	1047	1054	0
1047	1054	1066	0
1054	1066	1094	0
1066	1094	1078	0
1094	1078	1097	0
1078	1097	1113	0
1097	1113	984	0
1113	984	1187	0
984	1187	1050	0
1187	1050	1032	0
1050	1032	1000	0
1032	1000	941	0
1000	941	1125	0
941	1125	1078	0
1125	1078	1105	0
1078	1105	1054	0
1105	1054	1062	0
1054	1062	1070	0
1062	1070	1102	0
1070	1102	1105	0
1102	1105	1058	0
1105	1058	1031	0
1058	1031	1043	0
1031	1043	1058	0
1043	1058	1035	0
1058	1035	1055	0
1035	1055	1074	0
1055	1074	1109	0
1074	1109	1101	0
1109	1101	1117	0
1101	1117	1147	0
1117	1147	1125	0
1147	1125	1089	0
1125	1089	1059	0
1089	1059	1070	0
1059	1070	1113	0
1070	1113	1124	0
1113	1124	1152	0
1124	1152	1144	0
1152	1144	1241	0
1144	1241	1206	0
1241	1206	1133	0
1206	1133	1062	0
1133	1062	1035	0
1062	1035	1058	0
1035	1058	1117	0
1058	1117	1175	0
1117	1175	1261	0
1175	1261	1241	0
1261	1241	1167	0
1241	1167	1133	0
1167	1133	1105	0
1133	1105	1105	0
1105	1105	1089	0
1105	1089	1082	0
1089	1082	1086	0
1082	1086	1093	0
1086	1093	1089	0
1093	1089	1098	0
1089	1098	1113	0
1098	1113	1073	0
1113	1073	1039	0
1073	1039	1074	0
1039	1074	1082	0
1074	1082	1090	0
1082	1090	1058	0
1090	1058	1019	0
1058	1019	1008	0
1019	1008	1008	0
1008	1008	1023	0
1008	1023	1051	0
1023	1051	1074	0
1051	1074	1109	0
1074	1109	1140	0
1109	1140	1179	0
1140	1179	1194	0
1179	1194	1187	0
1194	1187	1136	0
1187	1136	1129	0
1136	1129	1151	0
1129	1151	1214	0
1151	1214	1238	0
1214	1238	1358	0
1238	1358	1272	0
1358	1272	1261	0
1272	1261	1187	0
1261	1187	1116	0
1187	1116	1109	0
1116	1109	1098	0
1109	1098	1109	0
1098	1109	1081	0
1109	1081	1105	0
1081	1105	1234	0
1105	1234	1257	0
1234	1257	1112	0
1257	1112	1059	0
1112	1059	1039	0
1059	1039	1054	0
1039	1054	1051	0
1054	1051	1039	0
1051	1039	1054	0
1039	1054	1066	0
1054	1066	1090	0
1066	1090	1089	0
1090	1089	1074	0
1089	1074	1047	0
1074	1047	1027	0
1047	1027	1027	0
1027	1027	1051	0
1027	1051	1051	0
1051	1051	1081	0
1051	1081	1105	0
1081	1105	1066	0
1105	1066	1055	0
1066	1055	1051	0
1055	1051	1046	0
1051	1046	1031	0
1046	1031	1016	0
1031	1016	1058	0
1016	1058	1160	0
1058	1160	1218	0
1160	1218	1155	0
1218	1155	1144	0
1155	1144	1094	0
1144	1094	1046	0
1094	1046	1028	0
1046	1028	1000	0
1028	1000	980	0
1000	980	930	0
980	930	891	0
930	891	883	0
891	883	853	0
883	853	883	0
853	883	938	0
883	938	945	0
938	945	950	0
945	950	965	0
950	965	965	0
965	965	984	0
965	984	1000	0
984	1000	1047	0
1000	1047	1066	0
1047	1066	1035	0
1066	1035	992	0
1035	992	965	0
992	965	957	0
965	957	946	0
957	946	961	0
946	961	980	0
961	980	1032	0
980	1032	1112	0
1032	1112	1102	0
1112	1102	1046	0
1102	1046	837	0
1046	837	1272	1
837	1272	1059	2
1272	1059	1019	0
1059	1019	1051	0
1019	1051	1070	0
1051	1070	1093	0
1070	1093	1086	0
1093	1086	1035	0
1086	1035	1054	0
1035	1054	1070	0
1054	1070	1086	0
1070	1086	1081	0
1086	1081	1032	0
1081	1032	1035	0
1032	1035	1070	0
1035	1070	1112	0
1070	1112	1078	0
1112	1078	1016	0
1078	1016	996	0
1016	996	984	0
996	984	969	0
984	969	954	0
969	954	910	0
954	910	872	0
910	872	899	0
872	899	910	0
899	910	953	0
910	953	1000	0
953	1000	1074	0
1000	1074	1078	0
1074	1078	1078	0
1078	1078	1062	0
1078	1062	1078	0
1062	1078	1109	0
1078	1109	1074	0
1109	1074	1054	0
1074	1054	1055	0
1054	1055	1120	0
1055	1120	1144	0
1120	1144	1125	0
1144	1125	1097	0
1125	1097	1097	0
1097	1097	1125	0
1097	1125	1167	0
1125	1167	1253	0
1167	1253	1222	0
1253	1222	1241	0
1222	1241	1210	0
1241	1210	1125	0
1210	1125	1078	0
1125	1078	1101	0
1078	1101	1097	0
1101	1097	1078	0
1097	1078	1039	0
1078	1039	1015	0
1039	1015	1020	0
1015	1020	1019	0
1020	1019	996	0
1019	996	973	0
996	973	954	0
973	954	961	0
954	961	949	0
961	949	930	0
949	930	977	0
930	977	1039	0
977	1039	1050	0
1039	1050	1043	0
1050	1043	1047	0
1043	1047	1097	0
1047	1097	1167	0
1097	1167	1105	0
1167	1105	1043	0
1105	1043	1097	0
