i-1	i+0	i+1	Filter
502	1171	459	2
1171	459	1168	1
459	1168	459	2
1168	459	1144	1
459	1144	455	2
1144	455	1082	1
455	1082	463	2
1082	463	1046	1
463	1046	463	2
1046	463	1032	1
463	1032	463	2
1032	463	1112	1
463	1112	456	2
1112	456	1163	1
456	1163	455	2
1163	455	1164	1
455	1164	459	2
1164	459	1237	1
459	1237	456	2
1237	456	1194	1
456	1194	459	2
1194	459	1222	1
459	1222	455	2
1222	455	1207	1
455	1207	455	2
1207	455	1194	1
455	1194	459	2
1194	459	1234	1
459	1234	455	2
1234	455	1179	1
455	1179	459	2
1179	459	1226	1
459	1226	455	2
1226	455	1203	1
455	1203	455	2
1203	455	1128	1
455	1128	459	2
1128	459	1105	1
459	1105	460	2
1105	460	1062	1
460	1062	463	2
1062	463	1097	1
463	1097	459	2
1097	459	1070	1
459	1070	463	2
1070	463	1098	1
463	1098	459	2
1098	459	1070	1
459	1070	459	2
1070	459	1058	1
459	1058	467	2
1058	467	1047	1
467	1047	463	2
1047	463	1023	1
463	1023	467	2
1023	467	1070	1
467	1070	459	2
1070	459	1032	1
459	1032	463	2
1032	463	1070	1
463	1070	459	2
1070	459	1082	1
459	1082	459	2
1082	459	1194	1
459	1194	455	2
1194	455	1191	1
455	1191	455	2
1191	455	1214	1
455	1214	456	2
1214	456	1190	1
456	1190	456	2
1190	456	1159	1
456	1159	459	2
1159	459	1269	1
459	1269	451	2
1269	451	1257	1
451	1257	455	2
1257	455	1335	1
455	1335	451	2
1335	451	1265	1
451	1265	451	2
1265	451	1210	1
451	1210	452	2
1210	452	1241	1
452	1241	451	2
1241	451	1238	1
451	1238	455	2
1238	455	1295	1
455	1295	452	2
1295	452	1292	1
452	1292	455	2
1292	455	1381	1
455	1381	452	2
1381	452	1249	1
452	1249	451	2
1249	451	1097	1
451	1097	459	2
1097	459	1141	1
459	1141	455	2
1141	455	1163	1
455	1163	455	2
1163	455	1257	1
455	1257	452	2
1257	452	1229	1
452	1229	455	2
1229	455	1137	1
455	1137	451	2
1137	451	996	1
451	996	459	2
996	459	1000	1
459	1000	455	2
1000	455	1016	1
455	1016	455	2
1016	455	1164	1
455	1164	447	2
1164	447	1226	1
447	1226	447	2
1226	447	1273	1
447	1273	451	2
1273	451	1187	1
451	1187	451	2
1187	451	1098	1
451	1098	451	2
1098	451	1132	1
451	1132	452	2
1132	452	1073	1
452	1073	452	2
1073	452	401	1
452	401	439	3
401	439	942	2
439	942	447	0
942	447	1187	1
447	1187	448	2
1187	448	1159	1
448	1159	448	2
1159	448	1085	1
448	1085	452	2
1085	452	1206	1
452	1206	447	2
1206	447	1195	1
447	1195	451	2
1195	451	1245	1
451	1245	452	2
1245	452	1210	1
452	1210	447	2
1210	447	1113	1
447	1113	451	2
1113	451	343	1
451	343	510	3
343	510	478	2
510	478	1175	1
478	1175	448	2
1175	448	1233	1
448	1233	452	2
1233	452	1221	1
452	1221	448	2
1221	448	1171	1
448	1171	455	2
1171	455	1175	1
455	1175	452	2
1175	452	1155	1
452	1155	456	2
1155	456	1221	1
456	1221	452	2
1221	452	1191	1
452	1191	455	2
1191	455	1144	1
455	1144	455	2
1144	455	1035	1
455	1035	459	2
1035	459	1070	1
459	1070	455	2
1070	455	1156	1
455	1156	455	2
1156	455	1152	1
455	1152	459	2
1152	459	1273	1
459	1273	455	2
1273	455	1253	1
455	1253	451	2
1253	451	1210	1
451	1210	459	2
1210	459	347	1
459	347	513	3
347	513	483	2
513	483	1249	1
483	1249	451	2
1249	451	1175	1
451	1175	456	2
1175	456	1124	1
456	1124	459	2
1124	459	1160	1
459	1160	455	2
1160	455	1152	1
455	1152	451	2
1152	451	1210	1
451	1210	455	2
1210	455	405	1
455	405	845	3
405	845	466	2
845	466	1292	1
466	1292	456	2
1292	456	1315	1
456	1315	455	2
1315	455	1268	1
455	1268	460	2
