index	i-1	i+0	i+1	Filter	Time
1	685	801	848	0	1529
2	801	848	868	0	2377
3	848	868	876	0	3245
4	868	876	906	0	4121
5	876	906	922	0	5027
6	906	922	872	0	5949
7	922	872	872	0	6821
8	872	872	902	0	7693
9	872	902	887	0	8595
10	902	887	853	0	9482
11	887	853	856	0	10335
12	853	856	879	0	11191
13	856	879	876	0	12070
14	879	876	848	0	12946
15	876	848	856	0	13794
16	848	856	871	0	14650
17	856	871	849	0	15521
18	871	849	860	0	16370
19	849	860	883	0	17230
20	860	883	899	0	18113
21	883	899	867	0	19012
22	899	867	856	0	19879
23	867	856	833	0	20735
24	856	833	825	0	21568
25	833	825	829	0	22393
26	825	829	844	0	23222
27	829	844	876	0	24066
28	844	876	992	0	24942
29	876	992	1082	0	25934
30	992	1082	1093	0	27016
31	1082	1093	1070	0	28109
32	1093	1070	1012	0	29179
33	1070	1012	1015	0	30191
34	1012	1015	1020	0	31206
35	1015	1020	972	0	32226
36	1020	972	969	0	33198
37	972	969	977	0	34167
38	969	977	965	0	35144
39	977	965	965	0	36109
40	965	965	996	0	37074
41	965	996	996	0	38070
42	996	996	930	0	39066
43	996	930	918	0	39996
44	930	918	915	0	40914
45	918	915	891	0	41829
46	915	891	906	0	42720
47	891	906	934	0	43626
48	906	934	950	0	44560
49	934	950	918	0	45510
50	950	918	949	0	46428
51	918	949	1004	0	47377
52	949	1004	930	0	48381
53	1004	930	895	0	49311
54	930	895	883	0	50206
55	895	883	829	0	51089
56	883	829	852	0	51918
57	829	852	829	0	52770
58	852	829	813	0	53599
59	829	813	818	0	54412
60	813	818	856	0	55230
61	818	856	887	0	56086
62	856	887	887	0	56973
63	887	887	938	0	57860
64	887	938	1004	0	58798
65	938	1004	988	0	59802
66	1004	988	957	0	60790
67	988	957	938	0	61747
68	957	938	930	0	62685
69	938	930	895	0	63615
70	930	895	918	0	64510
71	895	918	942	0	65428
72	918	942	902	0	66370
73	942	902	880	0	67272
74	902	880	895	0	68152
75	880	895	1015	0	69047
76	895	1015	1125	0	70062
77	1015	1125	1085	0	71187
78	1125	1085	1067	0	72272
79	1085	1067	1035	0	73339
80	1067	1035	1000	0	74374
81	1035	1000	1003	0	75374
82	1000	1003	993	0	76377
83	1003	993	965	0	77370
84	993	965	941	0	78335
85	965	941	981	0	79276
86	941	981	976	0	80257
87	981	976	954	0	81233
88	976	954	988	0	82187
89	954	988	973	0	83175
90	988	973	992	0	84148
91	973	992	973	0	85140
92	992	973	957	0	86113
93	973	957	953	0	87070
94	957	953	895	0	88023
95	953	895	922	0	88918
96	895	922	977	0	89840
97	922	977	965	0	90817
98	977	965	969	0	91782
99	965	969	988	0	92751
100	969	988	1000	0	93739
101	988	1000	957	0	94739
102	1000	957	969	0	95696
103	957	969	985	0	96665
104	969	985	949	0	97650
105	985	949	907	0	98599
106	949	907	934	0	99506
107	907	934	914	0	100440
108	934	914	876	0	101354
109	914	876	856	0	102230
110	876	856	898	0	103086
111	856	898	927	0	103984
112	898	927	937	0	104911
113	927	937	919	0	105848
114	937	919	1144	0	106767
115	919	1144	1093	0	107911
116	1144	1093	1093	0	109004
