i-1	i+0	i+1	Filter
1089	1137	739	2
1137	739	409	0
739	409	1000	1
409	1000	638	2
1000	638	439	0
638	439	891	1
439	891	650	2
891	650	642	0
650	642	670	0
642	670	677	0
670	677	680	0
677	680	658	0
680	658	654	0
658	654	669	0
654	669	412	0
669	412	1039	1
412	1039	782	2
1039	782	425	0
782	425	996	1
425	996	673	2
996	673	420	0
673	420	922	1
420	922	654	2
922	654	630	0
654	630	635	0
630	635	618	0
635	618	619	0
618	619	615	0
619	615	626	0
615	626	666	0
626	666	665	0
666	665	661	0
665	661	646	0
661	646	638	0
646	638	635	0
638	635	626	0
635	626	623	0
626	623	622	0
623	622	619	0
622	619	615	0
619	615	618	0
615	618	607	0
618	607	600	0
607	600	599	0
600	599	595	0
599	595	607	0
595	607	615	0
607	615	424	0
615	424	833	1
424	833	603	2
833	603	447	0
603	447	779	1
447	779	603	2
779	603	447	0
603	447	728	1
447	728	580	2
728	580	575	0
580	575	428	0
575	428	767	1
428	767	588	2
767	588	587	0
588	587	416	0
587	416	837	1
416	837	669	2
837	669	627	0
669	627	646	0
627	646	649	0
646	649	642	0
649	642	623	0
642	623	658	0
623	658	665	0
658	665	650	0
665	650	650	0
650	650	669	0
650	669	681	0
669	681	692	0
681	692	674	0
692	674	649	0
674	649	674	0
649	674	688	0
674	688	689	0
688	689	693	0
689	693	439	0
693	439	934	1
439	934	654	2
934	654	428	0
654	428	910	1
428	910	701	2
910	701	455	0
701	455	903	1
455	903	688	2
903	688	650	0
688	650	662	0
650	662	688	0
662	688	736	0
688	736	420	0
736	420	1156	1
420	1156	774	2
1156	774	424	0
774	424	1051	1
424	1051	661	2
1051	661	432	0
661	432	868	1
432	868	665	2
868	665	646	0
665	646	654	0
646	654	638	0
654	638	440	0
638	440	945	1
440	945	798	2
945	798	755	0
798	755	412	0
755	412	1070	1
412	1070	685	2
1070	685	428	0
685	428	922	1
428	922	681	2
922	681	673	0
681	673	417	0
673	417	918	1
417	918	654	2
918	654	431	0
654	431	888	1
431	888	661	2
888	661	646	0
661	646	412	0
646	412	973	1
412	973	786	2
973	786	794	0
786	794	416	0
794	416	545	1
416	545	697	2
545	697	432	0
697	432	350	1
432	350	840	3
350	840	774	2
840	774	783	0
774	783	424	0
783	424	1202	1
424	1202	798	2
1202	798	782	0
798	782	412	0
782	412	1203	1
412	1203	789	2
1203	789	794	0
789	794	417	0
794	417	1190	1
417	1190	775	2
1190	775	786	0
775	786	412	0
786	412	514	1
412	514	731	2
514	731	837	0
731	837	455	0
837	455	1237	1
455	1237	841	2
1237	841	432	0
841	432	517	1
432	517	712	2
517	712	817	0
712	817	806	0
817	806	405	0
806	405	1229	1
405	1229	813	2
1229	813	428	0
813	428	510	1
428	510	681	2
510	681	805	0
681	805	825	0
805	825	413	0
825	413	521	1
413	521	755	2
521	755	829	0
755	829	852	0
829	852	409	0
852	409	529	1
409	529	770	2
529	770	833	0
770	833	432	0
833	432	1198	1
432	1198	798	2
1198	798	782	0
798	782	786	0
782	786	786	0
786	786	790	0
786	790	790	0
790	790	412	0
790	412	522	1
412	522	684	2
522	684	794	0
684	794	790	0
794	790	420	0
790	420	1172	1
420	1172	789	2
1172	789	425	0
789	425	1120	1
425	1120	689	2
1120	689	424	0
689	424	918	1
424	918	642	2
918	642	611	0
642	611	420	0
611	420	845	1
420	845	618	2
845	618	428	0
618	428	825	1
428	825	607	2
825	607	600	0
607	600	447	0
600	447	751	1
447	751	591	2
751	591	592	0
591	592	591	0
592	591	603	0
591	603	417	0
603	417	910	1
417	910	677	2
910	677	452	0
677	452	875	1
452	875	631	2
875	631	645	0
631	645	650	0
645	650	619	0
650	619	638	0
619	638	677	0
638	677	673	0
677	673	413	0
673	413	1109	1
413	1109	840	2
1109	840	444	0
840	444	1058	1
444	1058	700	2
1058	700	448	0
700	448	914	1
448	914	654	2
914	654	642	0
654	642	630	0
642	630	662	0
630	662	657	0
662	657	713	0
657	713	906	0
713	906	930	0
906	930	790	0
930	790	412	0
790	412	1211	1
412	1211	778	2
1211	778	782	0
778	782	420	0
782	420	1140	1
420	1140	728	2
1140	728	669	0
728	669	424	0
669	424	1171	1
424	1171	763	2
1171	763	448	0
763	448	1136	1
448	1136	770	2
1136	770	463	0
770	463	1121	1
463	1121	786	2
1121	786	455	0
786	455	1097	1
455	1097	775	2
1097	775	774	0
775	774	420	0
774	420	1160	1
420	1160	766	2
1160	766	775	0
766	775	420	0
775	420	1163	1
420	1163	747	2
1163	747	779	0
747	779	766	0
779	766	782	0
766	782	813	0
782	813	417	0
813	417	1225	1
417	1225	810	2
1225	810	790	0
810	790	420	0
790	420	1202	1
420	1202	771	2
1202	771	420	0
771	420	1171	1
420	1171	479	2
1171	479	1093	1
479	1093	774	2
1093	774	767	0
774	767	459	0
767	459	1105	1
459	1105	763	2
1105	763	778	0
763	778	770	0
778	770	821	0
770	821	783	0
821	783	778	0
783	778	735	0
778	735	771	0
735	771	778	0
771	778	743	0
778	743	786	0
743	786	778	0
786	778	782	0
778	782	428	0
782	428	1121	1
428	1121	739	2
1121	739	420	0
739	420	1000	1
420	1000	627	2
1000	627	607	0
627	607	607	0
607	607	607	0
607	607	615	0
607	615	424	0
615	424	833	1
424	833	603	2
833	603	607	0
603	607	630	0
607	630	634	0
630	634	634	0
634	634	413	0
634	413	930	1
413	930	661	2
930	661	428	0
661	428	926	1
428	926	701	2
926	701	657	0
701	657	677	0
657	677	705	0
677	705	420	0
705	420	1144	1
420	1144	852	2
1144	852	813	0
852	813	767	0
813	767	471	0
767	471	1066	1
471	1066	762	2
1066	762	436	0
762	436	1094	1
436	1094	743	2
1094	743	665	0
743	665	631	0
665	631	622	0
631	622	654	0
622	654	720	0
654	720	805	0
720	805	802	0
805	802	455	0
802	455	1097	1
455	1097	701	2
1097	701	661	0
701	661	634	0
661	634	615	0
634	615	642	0
615	642	405	0
642	405	914	1
405	914	650	2
914	650	626	0
650	626	627	0
626	627	638	0
627	638	658	0
638	658	646	0
658	646	428	0
646	428	918	1
428	918	692	2
918	692	674	0
692	674	677	0
674	677	681	0
677	681	692	0
681	692	455	0
692	455	942	1
455	942	700	2
942	700	444	0
700	444	930	1
444	930	677	2
930	677	658	0
677	658	657	0
658	657	666	0
657	666	708	0
666	708	451	0
708	451	1012	1
451	1012	665	2
1012	665	631	0
665	631	614	0
631	614	603	0
614	603	604	0
603	604	614	0
604	614	421	0
614	421	824	1
421	824	619	2
824	619	603	0
619	603	413	0
603	413	852	1
413	852	650	2
852	650	424	0
650	424	860	1
424	860	634	2
860	634	432	0
634	432	833	1
432	833	614	2
833	614	436	0
614	436	821	1
436	821	611	2
821	611	611	0
611	611	611	0
611	611	626	0
611	626	518	0
626	518	762	1
518	762	604	2
762	604	618	0
604	618	611	0
618	611	611	0
611	611	626	0
611	626	646	0
626	646	654	0
646	654	646	0
654	646	654	0
646	654	653	0
654	653	654	0
653	654	665	0
654	665	681	0
665	681	658	0
681	658	626	0
658	626	631	0
626	631	618	0
631	618	417	0
618	417	875	1
417	875	673	2
875	673	642	0
673	642	635	0
642	635	634	0
635	634	646	0
634	646	677	0
646	677	412	0
677	412	1000	1
412	1000	716	2
1000	716	421	0
716	421	965	1
421	965	715	2
965	715	658	0
715	658	669	0
658	669	716	0
669	716	798	0
716	798	891	0
798	891	786	0
891	786	782	0
786	782	798	0
782	798	774	0
798	774	794	0
774	794	797	0
794	797	775	0
797	775	774	0
775	774	416	0
774	416	1172	1
416	1172	755	2
1172	755	782	0
755	782	509	0
782	509	950	1
509	950	747	2
950	747	727	0
747	727	436	0
727	436	1101	1
436	1101	736	2
1101	736	424	0
736	424	957	1
424	957	634	2
957	634	623	0
634	623	412	0
623	412	911	1
412	911	704	2
911	704	658	0
704	658	408	0
658	408	926	1
408	926	685	2
926	685	654	0
685	654	409	0
654	409	914	1
409	914	665	2
914	665	642	0
665	642	428	0
642	428	860	1
428	860	642	2
860	642	638	0
642	638	662	0
638	662	657	0
662	657	662	0
657	662	704	0
662	704	420	0
704	420	1144	1
420	1144	783	2
1144	783	420	0
783	420	1031	1
420	1031	677	2
1031	677	650	0
677	650	657	0
650	657	670	0
657	670	669	0
670	669	669	0
669	669	397	0
669	397	876	1
397	876	630	2
876	630	603	0
630	603	615	0
603	615	603	0
615	603	603	0
603	603	607	0
603	607	603	0
607	603	599	0
603	599	592	0
599	592	591	0
592	591	584	0
591	584	432	0
584	432	747	1
432	747	587	2
747	587	584	0
587	584	662	0
584	662	680	0
662	680	763	0
680	763	809	0
763	809	413	0
809	413	514	1
413	514	719	2
514	719	794	0
719	794	436	0
794	436	533	1
436	533	704	2
533	704	677	0
704	677	424	0
677	424	923	1
424	923	646	2
923	646	416	0
646	416	868	1
416	868	607	2
868	607	599	0
607	599	611	0
599	611	560	0
611	560	580	0
560	580	583	0
580	583	572	0
583	572	569	0
572	569	568	0
569	568	568	0
568	568	432	0
568	432	704	1
432	704	560	2
704	560	553	0
560	553	544	0
553	544	553	0
544	553	545	0
553	545	529	0
545	529	420	0
529	420	662	1
420	662	529	2
662	529	420	0
529	420	654	1
420	654	529	2
654	529	405	0
529	405	673	1
405	673	545	2
673	545	420	0
545	420	677	1
420	677	541	2
677	541	424	0
541	424	700	1
424	700	564	2
700	564	424	0
564	424	681	1
424	681	561	2
681	561	572	0
561	572	587	0
572	587	592	0
587	592	432	0
592	432	731	1
432	731	584	2
731	584	420	0
584	420	735	1
420	735	569	2
735	569	412	0
569	412	759	1
412	759	572	2
759	572	424	0
572	424	727	1
424	727	569	2
727	569	420	0
569	420	700	1
420	700	557	2
700	557	572	0
557	572	572	0
572	572	564	0
572	564	572	0
564	572	576	0
572	576	397	0
576	397	797	1
397	797	607	2
797	607	588	0
607	588	587	0
588	587	584	0
587	584	556	0
584	556	405	0
556	405	751	1
405	751	576	2
751	576	556	0
576	556	561	0
556	561	397	0
561	397	708	1
397	708	568	2
708	568	552	0
568	552	549	0
552	549	564	0
549	564	405	0
564	405	720	1
405	720	564	2
720	564	564	0
564	564	413	0
564	413	715	1
413	715	557	2
715	557	560	0
557	560	557	0
560	557	404	0
557	404	743	1
404	743	565	2
743	565	556	0
565	556	401	0
556	401	731	1
401	731	448	2
731	448	669	1
448	669	549	2
669	549	552	0
549	552	549	0
552	549	405	0
549	405	712	1
405	712	548	2
712	548	572	0
548	572	428	0
572	428	736	1
428	736	599	2
736	599	587	0
599	587	596	0
587	596	576	0
596	576	576	0
576	576	579	0
576	579	572	0
579	572	568	0
572	568	584	0
568	584	580	0
584	580	576	0
580	576	576	0
576	576	572	0
576	572	400	0
572	400	755	1
400	755	572	2
755	572	568	0
572	568	557	0
568	557	397	0
557	397	727	1
397	727	557	2
727	557	470	0
557	470	635	1
470	635	544	2
635	544	549	0
544	549	420	0
549	420	685	1
420	685	537	2
685	537	545	0
537	545	541	0
545	541	537	0
541	537	537	0
537	537	548	0
537	548	545	0
548	545	389	0
545	389	716	1
389	716	545	2
716	545	548	0
545	548	541	0
548	541	541	0
541	541	537	0
541	537	537	0
537	537	537	0
537	537	537	0
537	537	537	0
537	537	393	0
537	393	665	1
393	665	530	2
665	530	525	0
530	525	525	0
525	525	522	0
525	522	389	0
522	389	646	1
389	646	509	2
646	509	526	0
509	526	505	0
526	505	514	0
505	514	514	0
514	514	509	0
514	509	518	0
509	518	514	0
518	514	385	0
514	385	638	1
385	638	510	2
638	510	509	0
510	509	510	0
509	510	393	0
510	393	615	1
393	615	506	2
615	506	498	0
506	498	509	0
498	509	397	0
509	397	600	1
397	600	494	2
600	494	494	0
494	494	498	0
494	498	381	0
498	381	599	1
381	599	483	2
599	483	494	0
483	494	487	0
494	487	412	0
487	412	545	1
412	545	471	2
545	471	482	0
471	482	393	0
482	393	549	1
393	549	455	2
549	455	475	0
455	475	385	0
475	385	541	1
385	541	451	2
541	451	467	0
451	467	385	0
467	385	525	1
385	525	444	2
525	444	459	0
444	459	385	0
459	385	518	1
385	518	436	2
518	436	447	0
436	447	444	0
447	444	443	0
444	443	401	0
443	401	479	1
401	479	428	2
479	428	393	0
428	393	482	1
393	482	420	2
482	420	393	0
420	393	467	1
393	467	421	2
467	421	389	0
421	389	459	1
389	459	412	2
459	412	424	0
412	424	409	0
424	409	428	0
409	428	412	0
428	412	413	0
412	413	381	0
413	381	448	1
381	448	397	2
448	397	416	0
397	416	401	0
416	401	389	0
401	389	420	1
389	420	405	2
420	405	385	0
405	385	416	1
385	416	401	2
416	401	381	0
401	381	421	1
381	421	389	2
421	389	408	0
389	408	389	0
408	389	409	0
389	409	393	0
409	393	385	0
393	385	417	1
385	417	396	2
417	396	393	0
396	393	401	0
393	401	401	0
401	401	397	0
401	397	393	0
397	393	412	1
393	412	393	2
412	393	393	0
393	393	405	1
393	405	393	2
405	393	397	0
393	397	381	0
397	381	420	1
381	420	389	2
420	389	382	0
389	382	424	1
382	424	401	2
424	401	385	0
401	385	416	1
385	416	393	2
416	393	389	0
393	389	421	1
389	421	389	2
421	389	408	0
389	408	397	0
408	397	405	0
397	405	401	0
405	401	393	0
401	393	412	1
393	412	401	2
412	401	385	0
401	385	420	1
385	420	401	2
420	401	381	0
401	381	413	1
381	413	401	2
413	401	393	0
401	393	396	0
393	396	401	0
396	401	393	0
401	393	393	0
393	393	405	0
393	405	389	0
405	389	397	0
389	397	393	0
397	393	397	0
393	397	369	0
397	369	428	1
369	428	397	2
428	397	393	0
397	393	397	0
393	397	393	0
397	393	393	0
393	393	397	0
393	397	366	0
397	366	428	1
366	428	393	2
428	393	377	0
393	377	413	1
377	413	389	2
413	389	385	0
389	385	393	1
385	393	381	2
393	381	390	0
381	390	389	0
390	389	385	0
389	385	385	0
385	385	385	0
385	385	385	0
385	385	390	0
385	390	381	0
390	381	389	0
381	389	381	0
389	381	366	0
381	366	413	1
366	413	385	2
413	385	377	0
385	377	397	0
377	397	385	0
397	385	378	0
385	378	400	1
378	400	390	2
400	390	381	0
390	381	397	0
381	397	385	0
397	385	374	0
385	374	404	1
374	404	385	2
404	385	370	0
385	370	401	1
370	401	385	2
401	385	378	0
385	378	404	1
378	404	385	2
404	385	374	0
385	374	416	0
374	416	386	0
416	386	373	0
386	373	409	1
373	409	389	2
409	389	381	0
389	381	405	1
381	405	393	2
405	393	381	0
393	381	416	1
381	416	393	2
416	393	370	0
393	370	424	1
370	424	393	2
424	393	389	0
393	389	417	1
389	417	393	2
417	393	404	0
393	404	362	0
404	362	444	1
362	444	397	2
444	397	381	0
397	381	436	1
381	436	400	2
436	400	374	0
400	374	444	1
374	444	393	2
444	393	424	0
393	424	365	0
424	365	456	1
365	456	404	2
456	404	413	0
404	413	370	0
413	370	455	1
370	455	393	2
455	393	412	0
393	412	401	0
412	401	424	0
401	424	405	0
424	405	412	0
405	412	370	0
412	370	455	1
370	455	405	2
455	405	420	0
405	420	370	0
420	370	467	1
370	467	400	2
467	400	436	0
400	436	358	0
436	358	471	1
358	471	409	2
471	409	428	0
409	428	373	0
428	373	483	1
373	483	416	2
483	416	385	0
416	385	475	1
385	475	416	2
475	416	428	0
416	428	385	0
428	385	491	1
385	491	424	2
491	424	440	0
424	440	439	0
440	439	440	0
439	440	443	0
440	443	382	0
443	382	498	1
382	498	436	2
498	436	439	0
436	439	440	0
439	440	440	0
440	440	389	0
440	389	502	1
389	502	432	2
502	432	447	0
432	447	448	0
447	448	373	0
448	373	518	1
373	518	443	2
518	443	448	0
443	448	389	0
448	389	517	1
389	517	444	2
517	444	459	0
444	459	459	0
459	459	463	0
459	463	378	0
463	378	544	1
378	544	463	2
544	463	467	0
463	467	467	0
467	467	475	0
467	475	451	0
475	451	491	1
451	491	463	2
491	463	482	0
463	482	463	0
482	463	483	0
463	483	381	0
483	381	556	1
381	556	467	2
556	467	475	0
467	475	479	0
475	479	467	0
479	467	377	0
467	377	568	1
377	568	366	2
568	366	564	1
366	564	463	2
564	463	385	0
463	385	530	1
385	530	443	2
530	443	463	0
443	463	463	0
463	463	475	0
463	475	389	0
475	389	552	1
389	552	464	2
552	464	470	0
464	470	479	0
470	479	490	0
479	490	490	0
490	490	366	0
490	366	634	1
366	634	502	2
634	502	495	0
502	495	509	0
495	509	417	0
509	417	607	1
417	607	521	2
607	521	521	0
521	521	534	0
521	534	517	0
534	517	533	0
517	533	374	0
533	374	684	1
374	684	537	2
684	537	510	0
537	510	522	0
510	522	408	0
522	408	436	1
408	436	342	3
436	342	370	3
342	370	483	3
370	483	404	2
483	404	568	1
404	568	545	2
568	545	502	0
545	502	370	0
502	370	634	1
370	634	502	2
634	502	494	0
502	494	506	0
494	506	513	0
506	513	366	0
513	366	673	1
366	673	530	2
673	530	517	0
530	517	529	0
517	529	545	0
529	545	572	0
545	572	545	0
572	545	560	0
545	560	564	0
560	564	549	0
564	549	548	0
549	548	553	0
548	553	549	0
553	549	552	0
549	552	560	0
552	560	557	0
