index	i-1	i+0	i+1	Filter	Time
1	553	611	634	0	1195
2	611	634	591	0	1829
3	634	591	545	0	2420
4	591	545	685	1	2965
5	545	685	618	0	3650
6	685	618	623	0	4268
7	618	623	623	0	4891
8	623	623	626	0	5514
9	623	626	650	0	6140
10	626	650	642	0	6790
11	650	642	642	0	7432
12	642	642	642	0	8074
13	642	642	642	0	8716
14	642	642	638	0	9358
15	642	638	638	0	9996
16	638	638	619	0	10634
17	638	619	607	0	11253
18	619	607	622	0	11860
19	607	622	623	0	12482
20	622	623	642	0	13105
21	623	642	654	0	13747
22	642	654	653	0	14401
23	654	653	662	0	15054
24	653	662	665	0	15716
25	662	665	666	0	16381
26	665	666	661	0	17047
27	666	661	654	0	17708
28	661	654	657	0	18362
29	654	657	642	0	19019
30	657	642	631	0	19661
31	642	631	634	0	20292
32	631	634	556	0	20926
33	634	556	666	1	21482
34	556	666	615	0	22148
35	666	615	622	0	22763
36	615	622	627	0	23385
37	622	627	622	0	24012
38	627	622	646	0	24634
39	622	646	631	0	25280
40	646	631	630	0	25911
41	631	630	626	0	26541
42	630	626	627	0	27167
43	626	627	580	0	27794
44	627	580	688	1	28374
45	580	688	631	0	29062
46	688	631	638	0	29693
47	631	638	622	0	30331
48	638	622	635	0	30953
49	622	635	634	0	31588
50	635	634	638	0	32222
51	634	638	638	0	32860
52	638	638	642	0	33498
53	638	642	650	0	34140
54	642	650	654	0	34790
55	650	654	657	0	35444
56	654	657	654	0	36101
57	657	654	642	0	36755
58	654	642	642	0	37397
59	642	642	642	0	38039
60	642	642	626	0	38681
61	642	626	615	0	39307
62	626	615	603	0	39922
63	615	603	607	0	40525
64	603	607	596	0	41132
65	607	596	607	0	41728
66	596	607	599	0	42335
67	607	599	615	0	42934
68	599	615	626	0	43549
69	615	626	627	0	44175
70	626	627	645	0	44802
71	627	645	654	0	45447
72	645	654	654	0	46101
73	654	654	642	0	46755
74	654	642	638	0	47397
75	642	638	634	0	48035
76	638	634	631	0	48669
77	634	631	614	0	49300
78	631	614	619	0	49914
79	614	619	619	0	50533
80	619	619	603	0	51152
81	619	603	619	0	51755
82	603	619	618	0	52374
83	619	618	619	0	52992
84	618	619	619	0	53611
85	619	619	634	0	54230
86	619	634	634	0	54864
87	634	634	638	0	55498
88	634	638	642	0	56136
