index	i-1	i+0	i+1	Filter	Time
1	910	1004	1074	0	1961
2	1004	1074	1008	0	3035
3	1074	1008	1074	0	4043
4	1008	1074	525	0	5117
5	1074	525	1339	1	5642
6	525	1339	505	0	6981
7	1339	505	1253	1	7486
8	505	1253	876	0	8739
9	1253	876	926	0	9615
10	876	926	988	0	10541
11	926	988	1109	0	11529
12	988	1109	498	0	12638
13	1109	498	420	1	13136
14	498	420	1047	1	13556
15	420	1047	1199	0	14603
16	1047	1199	1237	0	15802
17	1199	1237	1144	0	17039
18	1237	1144	1156	0	18183
19	1144	1156	505	0	19339
20	1156	505	1386	1	19844
21	505	1386	1035	0	21230
22	1386	1035	1101	0	22265
23	1035	1101	490	0	23366
24	1101	490	1428	1	23856
25	490	1428	1058	0	25284
26	1428	1058	1082	0	26342
27	1058	1082	506	0	27424
28	1082	506	1459	1	27930
29	506	1459	1167	0	29389
30	1459	1167	502	0	30556
31	1167	502	1405	1	31058
32	502	1405	1117	0	32463
33	1405	1117	1031	0	33580
34	1117	1031	1004	0	34611
35	1031	1004	525	0	35615
36	1004	525	1378	1	36140
37	525	1378	949	0	37518
38	1378	949	514	0	38467
39	949	514	1358	1	38981
40	514	1358	906	0	40339
41	1358	906	1031	0	41245
42	906	1031	522	0	42276
43	1031	522	1428	1	42798
44	522	1428	1101	0	44226
45	1428	1101	498	0	45327
46	1101	498	1381	1	45825
47	498	1381	1012	0	47206
48	1381	1012	934	0	48218
49	1012	934	509	0	49152
50	934	509	1351	1	49661
51	509	1351	906	0	51012
52	1351	906	1156	0	51918
53	906	1156	510	0	53074
54	1156	510	420	1	53584
55	510	420	977	1	54004
56	420	977	941	0	54981
57	977	941	490	0	55922
58	941	490	1351	1	56412
59	490	1351	1050	0	57763
60	1351	1050	522	0	58813
61	1050	522	1354	1	59335
62	522	1354	1101	0	60689
63	1354	1101	486	0	61790
64	1101	486	1308	1	62276
65	486	1308	844	0	63584
66	1308	844	942	0	64428
67	844	942	509	0	65370
68	942	509	1389	1	65879
69	509	1389	997	0	67268
70	1389	997	498	0	68265
71	997	498	1404	1	68763
72	498	1404	1148	0	70167
73	1404	1148	502	0	71315
74	1148	502	1370	1	71817
75	502	1370	844	0	73187
76	1370	844	891	0	74031
77	844	891	541	0	74922
78	891	541	1342	1	75463
79	541	1342	864	0	76805
80	1342	864	860	0	77669
81	864	860	510	0	78529
82	860	510	1292	1	79039
83	510	1292	875	0	80331
84	1292	875	1199	0	81206
85	875	1199	509	0	82405
86	1199	509	1393	1	82914
87	509	1393	1028	0	84307
88	1393	1028	505	0	85335
89	1028	505	1378	1	85840
90	505	1378	961	0	87218
91	1378	961	988	0	88179
92	961	988	506	0	89167
93	988	506	1370	1	89673
94	506	1370	1039	0	91043
95	1370	1039	502	0	92082
96	1039	502	1362	1	92584
97	502	1362	1105	0	93946
98	1362	1105	494	0	95051
99	1105	494	1377	1	95545
100	494	1377	1101	0	96922
101	1377	1101	495	0	98023
102	1101	495	1396	1	98518
103	495	1396	1094	0	99914
104	1396	1094	482	0	101008
105	1094	482	1374	1	101490
106	482	1374	1050	0	102864
107	1374	1050	483	0	103914
108	1050	483	1370	1	104397
109	483	1370	552	0	105767
110	1370	552	1315	1	106319
111	552	1315	899	0	107634
112	1315	899	506	0	108533
113	899	506	1366	1	109039
114	506	1366	1023	0	110405
115	1366	1023	521	0	111428
116	1023	521	1409	1	111949
117	521	1409	961	0	113358
118	1409	961	521	0	114319
119	961	521	1374	1	114840
120	521	1374	946	0	116214
121	1374	946	509	0	117160
122	946	509	1401	1	117669
123	509	1401	1105	0	119070
124	1401	1105	502	0	120175
125	1105	502	1397	1	120677
126	502	1397	1019	0	122074
127	1397	1019	506	0	123093
128	1019	506	1354	1	123599
129	506	1354	817	0	124953
130	1354	817	876	0	125770
131	817	876	549	0	126646
132	876	549	1330	1	127195
133	549	1330	922	0	128525
134	1330	922	1144	0	129447
135	922	1144	522	0	130591
136	1144	522	432	1	131113
137	522	432	914	1	131545
138	432	914	1020	0	132459
139	914	1020	1015	0	133479
140	1020	1015	1125	0	134494
141	1015	1125	1179	0	135619
142	1125	1179	1128	0	136798
143	1179	1128	1171	0	137926
144	1128	1171	1191	0	139097
145	1171	1191	1167	0	140288
146	1191	1167	1175	0	141455
147	1167	1175	1098	0	142630
148	1175	1098	957	0	143728
149	1098	957	976	0	144685
150	957	976	950	0	145661
151	976	950	1000	0	146611
152	950	1000	910	0	147611
153	1000	910	853	0	148521
154	910	853	961	0	149374
155	853	961	898	0	150335
156	961	898	973	0	151233
157	898	973	1012	0	152206
158	973	1012	988	0	153218
159	1012	988	1008	0	154206
160	988	1008	946	0	155214
161	1008	946	976	0	156160
162	946	976	1059	0	157136
163	976	1059	1015	0	158195
164	1059	1015	1105	0	159210
165	1015	1105	1094	0	160315
166	1105	1094	1062	0	161409
167	1094	1062	1078	0	162471
168	1062	1078	1042	0	163549
169	1078	1042	1043	0	164591
170	1042	1043	1074	0	165634
171	1043	1074	1016	0	166708
172	1074	1016	1039	0	167724
173	1016	1039	965	0	168763
174	1039	965	914	0	169728
175	965	914	930	0	170642
176	914	930	879	0	171572
177	930	879	907	0	172451
178	879	907	576	0	173358
179	907	576	1272	1	173934
180	576	1272	876	0	175206
181	1272	876	965	0	176082
182	876	965	509	0	177047
183	965	509	1319	1	177556
184	509	1319	930	0	178875
185	1319	930	973	0	179805
186	930	973	506	0	180778
187	973	506	1374	1	181284
188	506	1374	988	0	182658
189	1374	988	510	0	183646
190	988	510	1393	1	184156
191	510	1393	1058	0	185549
192	1393	1058	502	0	186607
193	1058	502	1440	1	187109
194	502	1440	1155	0	188549
195	1440	1155	498	0	189704
196	1155	498	1487	1	190202
197	498	1487	1225	0	191689
198	1487	1225	483	0	192914
199	1225	483	1393	1	193397
200	483	1393	1152	0	194790
201	1393	1152	486	0	195942
202	1152	486	1424	1	196428
203	486	1424	1129	0	197852
204	1424	1129	1058	0	198981
205	1129	1058	498	0	200039
206	1058	498	1405	1	200537
207	498	1405	1027	0	201942
208	1405	1027	502	0	202969
209	1027	502	1404	1	203471
210	502	1404	1086	0	204875
211	1404	1086	498	0	205961
212	1086	498	1393	1	206459
213	498	1393	844	0	207852
214	1393	844	860	0	208696
215	844	860	518	0	209556
216	860	518	1397	1	210074
217	518	1397	895	0	211471
218	1397	895	910	0	212366
219	895	910	588	0	213276
220	910	588	1264	1	213864
221	588	1264	829	0	215128
222	1264	829	876	0	215957
223	829	876	922	0	216833
224	876	922	1128	0	217755
225	922	1128	607	0	218883
226	1128	607	1378	1	219490
227	607	1378	467	0	220868
228	1378	467	393	1	221335
229	467	393	1046	1	221728
230	393	1046	1016	0	222774
231	1046	1016	961	0	223790
232	1016	961	498	0	224751
233	961	498	1335	1	225249
234	498	1335	965	0	226584
235	1335	965	502	0	227549
236	965	502	1326	1	228051
237	502	1326	891	0	229377
238	1326	891	530	0	230268
239	891	530	1214	1	230798
240	530	1214	801	0	232012
241	1214	801	821	0	232813
242	801	821	895	0	233634
243	821	895	942	0	234529
244	895	942	852	0	235471
245	942	852	945	0	236323
246	852	945	1218	0	237268
247	945	1218	596	0	238486
248	1218	596	1295	1	239082
249	596	1295	860	0	240377
250	1295	860	829	0	241237
251	860	829	829	0	242066
252	829	829	805	0	242895
253	829	805	802	0	243700
254	805	802	790	0	244502
255	802	790	751	0	245292
256	790	751	755	0	246043
257	751	755	743	0	246798
258	755	743	735	0	247541
259	743	735	712	0	248276
260	735	712	708	0	248988
261	712	708	701	0	249696
262	708	701	689	0	250397
263	701	689	681	0	251086
264	689	681	665	0	251767
265	681	665	646	0	252432
266	665	646	642	0	253078
267	646	642	642	0	253720
268	642	642	654	0	254362
269	642	654	673	0	255016
270	654	673	650	0	255689
271	673	650	669	0	256339
272	650	669	673	0	257008
273	669	673	696	0	257681
274	673	696	537	0	258377
275	696	537	965	1	258914
276	537	965	736	0	259879
277	965	736	447	0	260615
278	736	447	1168	1	261062
279	447	1168	786	0	262230
280	1168	786	793	0	263016
281	786	793	436	0	263809
282	793	436	1206	1	264245
283	436	1206	487	0	265451
284	1206	487	1062	1	265938
285	487	1062	732	0	267000
286	1062	732	708	0	267732
287	732	708	451	0	268440
288	708	451	981	1	268891
289	451	981	708	0	269872
290	981	708	720	0	270580
291	708	720	723	0	271300
292	720	723	747	0	272023
293	723	747	751	0	272770
294	747	751	732	0	273521
295	751	732	728	0	274253
296	732	728	727	0	274981
297	728	727	708	0	275708
298	727	708	697	0	276416
299	708	697	665	0	277113
300	697	665	479	0	277778
301	665	479	879	1	278257
302	479	879	666	0	279136
303	879	666	661	0	279802
304	666	661	704	0	280463
305	661	704	697	0	281167
306	704	697	478	0	281864
307	697	478	1047	1	282342
308	478	1047	498	0	283389
309	1047	498	1012	1	283887
310	498	1012	716	0	284899
311	1012	716	716	0	285615
312	716	716	739	0	286331
313	716	739	747	0	287070
314	739	747	767	0	287817
315	747	767	786	0	288584
316	767	786	529	0	289370
317	786	529	424	1	289899
318	529	424	1230	1	290323
319	424	1230	786	0	291553
320	1230	786	809	0	292339
321	786	809	836	0	293148
322	809	836	849	0	293984
323	836	849	937	0	294833
324	849	937	950	0	295770
325	937	950	965	0	296720
326	950	965	1043	0	297685
327	965	1043	906	0	298728
328	1043	906	864	0	299634
329	906	864	856	0	300498
330	864	856	833	0	301354
331	856	833	766	0	302187
332	833	766	779	0	302953
333	766	779	906	0	303732
334	779	906	930	0	304638
335	906	930	950	0	305568
336	930	950	988	0	306518
337	950	988	945	0	307506
338	988	945	930	0	308451
339	945	930	1078	0	309381
340	930	1078	1000	0	310459
341	1078	1000	903	0	311459
342	1000	903	848	0	312362
343	903	848	903	0	313210
344	848	903	856	0	314113
345	903	856	934	0	314969
346	856	934	922	0	315903
347	934	922	564	0	316825
348	922	564	1222	1	317389
349	564	1222	447	0	318611
350	1222	447	393	1	319058
351	447	393	759	1	319451
352	393	759	751	0	320210
353	759	751	498	0	320961
354	751	498	1101	1	321459
355	498	1101	744	0	322560
356	1101	744	797	0	323304
357	744	797	502	0	324101
358	797	502	420	1	324603
359	502	420	1214	1	325023
360	420	1214	821	0	326237
361	1214	821	864	0	327058
362	821	864	560	0	327922
363	864	560	1230	1	328482
364	560	1230	448	0	329712
365	1230	448	408	1	330160
366	448	408	1191	1	330568
367	408	1191	731	0	331759
368	1191	731	681	0	332490
369	731	681	666	0	333171
370	681	666	673	0	333837
371	666	673	747	0	334510
372	673	747	864	0	335257
373	747	864	836	0	336121
374	864	836	872	0	336957
375	836	872	817	0	337829
376	872	817	840	0	338646
377	817	840	821	0	339486
378	840	821	814	0	340307
379	821	814	774	0	341121
380	814	774	790	0	341895
381	774	790	797	0	342685
382	790	797	810	0	343482
