i-1	i+0	i+1	Filter
1860	868	786	0
868	786	778	0
786	778	568	0
778	568	1175	1
568	1175	848	2
1175	848	860	0
848	860	868	0
860	868	829	0
868	829	544	0
829	544	1176	1
544	1176	887	2
1176	887	579	0
887	579	1172	1
579	1172	828	2
1172	828	853	0
828	853	867	0
853	867	837	0
867	837	525	0
837	525	1226	1
525	1226	860	2
1226	860	630	0
860	630	1051	1
630	1051	836	2
1051	836	872	0
836	872	875	0
872	875	853	0
875	853	509	0
853	509	1288	1
509	1288	926	2
1288	926	549	0
926	549	1222	1
549	1222	891	2
1222	891	591	0
891	591	1152	1
591	1152	798	2
1152	798	797	0
798	797	782	0
797	782	771	0
782	771	595	0
771	595	1066	1
595	1066	810	2
1066	810	809	0
810	809	770	0
809	770	771	0
770	771	591	0
771	591	915	1
591	915	758	2
915	758	825	0
758	825	537	0
825	537	1191	1
537	1191	813	2
1191	813	841	0
813	841	910	0
841	910	930	0
910	930	907	0
930	907	646	0
907	646	1194	1
646	1194	1008	2
1194	1008	545	0
1008	545	1307	1
545	1307	946	2
1307	946	540	0
946	540	1242	1
540	1242	856	2
1242	856	622	0
856	622	1129	1
622	1129	832	2
1129	832	794	0
832	794	806	0
794	806	805	0
806	805	588	0
805	588	1066	1
588	1066	778	2
1066	778	794	0
778	794	809	0
794	809	841	0
809	841	505	0
841	505	1172	1
505	1172	797	2
1172	797	825	0
797	825	860	0
825	860	899	0
860	899	479	0
899	479	1256	1
479	1256	825	2
1256	825	627	0
825	627	1105	1
627	1105	848	2
1105	848	809	0
848	809	814	0
809	814	801	0
814	801	545	0
801	545	988	1
545	988	728	2
988	728	704	0
728	704	603	0
704	603	868	1
603	868	778	2
868	778	794	0
778	794	860	0
794	860	875	0
860	875	852	0
875	852	553	0
852	553	1183	1
553	1183	825	2
1183	825	778	0
825	778	743	0
778	743	720	0
743	720	704	0
720	704	693	0
704	693	685	0
693	685	685	0
685	685	680	0
685	680	681	0
680	681	693	0
681	693	689	0
693	689	696	0
689	696	701	0
696	701	688	0
701	688	712	0
688	712	755	0
712	755	790	0
755	790	774	0
790	774	806	0
774	806	852	0
806	852	833	0
852	833	509	0
833	509	1152	1
509	1152	778	2
1152	778	794	0
778	794	813	0
794	813	837	0
813	837	518	0
837	518	1151	1
518	1151	759	2
1151	759	770	0
759	770	794	0
770	794	825	0
794	825	541	0
825	541	1191	1
541	1191	797	2
1191	797	825	0
797	825	837	0
825	837	832	0
837	832	534	0
832	534	1163	1
534	1163	821	2
1163	821	825	0
821	825	821	0
825	821	790	0
821	790	572	0
790	572	1050	1
572	1050	821	2
1050	821	829	0
821	829	860	0
829	860	864	0
860	864	498	0
864	498	1171	1
498	1171	786	2
1171	786	790	0
786	790	774	0
790	774	755	0
774	755	584	0
755	584	899	1
584	899	786	2
899	786	910	0
786	910	506	0
910	506	1292	1
506	1292	813	2
1292	813	662	0
813	662	1085	1
662	1085	852	2
1085	852	790	0
852	790	782	0
790	782	802	0
782	802	626	0
802	626	981	1
626	981	778	2
981	778	837	0
778	837	513	0
837	513	1230	1
513	1230	844	2
1230	844	825	0
844	825	841	0
825	841	840	0
841	840	556	0
840	556	1156	1
556	1156	790	2
1156	790	805	0
790	805	841	0
805	841	836	0
841	836	534	0
836	534	1202	1
534	1202	825	2
1202	825	797	0
825	797	825	0
797	825	825	0
825	825	572	0
825	572	1179	1
572	1179	848	2
1179	848	810	0
848	810	856	0
810	856	844	0
856	844	541	0
844	541	1090	1
541	1090	813	2
1090	813	825	0
813	825	844	0
825	844	864	0
844	864	510	0
864	510	1225	1
510	1225	899	2
1225	899	576	0
899	576	1195	1
576	1195	856	2
1195	856	863	0
856	863	891	0
863	891	853	0
891	853	501	0
853	501	1265	1
501	1265	860	2
1265	860	584	0
860	584	1105	1
584	1105	809	2
1105	809	790	0
809	790	809	0
790	809	833	0
809	833	572	0
833	572	1117	1
572	1117	774	2
1117	774	759	0
774	759	766	0
759	766	767	0
766	767	572	0
767	572	1027	1
572	1027	794	2
1027	794	801	0
794	801	786	0
801	786	806	0
786	806	568	0
806	568	1089	1
568	1089	759	2
1089	759	736	0
759	736	793	0
736	793	868	0
793	868	498	0
868	498	1199	1
498	1199	770	2
1199	770	786	0
770	786	833	0
786	833	871	0
833	871	491	0
871	491	1225	1
491	1225	821	2
1225	821	837	0
821	837	840	0
837	840	802	0
840	802	564	0
802	564	1109	1
564	1109	868	2
1109	868	661	0
868	661	1074	1
661	1074	798	2
1074	798	794	0
798	794	786	0
794	786	801	0
786	801	529	0
801	529	1090	1
529	1090	797	2
1090	797	825	0
797	825	860	0
825	860	864	0
860	864	514	0
864	514	1186	1
514	1186	860	2
1186	860	872	0
860	872	895	0
872	895	833	0
895	833	509	0
833	509	1238	1
509	1238	797	2
1238	797	786	0
797	786	817	0
