index	i-1	i+0	i+1	Filter	Time
1	937	946	949	0	2004
2	946	949	938	0	2953
3	949	938	949	0	3891
4	938	949	907	0	4840
5	949	907	911	0	5747
6	907	911	879	0	6658
7	911	879	868	0	7537
8	879	868	836	0	8405
9	868	836	829	0	9241
10	836	829	837	0	10070
11	829	837	883	0	10907
12	837	883	852	0	11790
13	883	852	860	0	12642
14	852	860	860	0	13502
15	860	860	864	0	14362
16	860	864	852	0	15226
17	864	852	852	0	16078
18	852	852	856	0	16930
19	852	856	856	0	17786
20	856	856	852	0	18642
21	856	852	868	0	19494
22	852	868	860	0	20362
23	868	860	867	0	21222
24	860	867	895	0	22089
25	867	895	927	0	22984
26	895	927	782	0	23911
27	927	782	1101	1	24693
28	782	1101	934	0	25794
29	1101	934	933	0	26728
30	934	933	942	0	27661
31	933	942	934	0	28603
32	942	934	934	0	29537
33	934	934	922	0	30471
34	934	922	907	0	31393
35	922	907	914	0	32300
36	907	914	918	0	33214
37	914	918	930	0	34132
38	918	930	919	0	35062
39	930	919	926	0	35981
40	919	926	957	0	36907
41	926	957	969	0	37864
42	957	969	949	0	38833
43	969	949	938	0	39782
44	949	938	961	0	40720
45	938	961	969	0	41681
46	961	969	973	0	42650
47	969	973	968	0	43623
48	973	968	954	0	44591
49	968	954	937	0	45545
50	954	937	927	0	46482
51	937	927	895	0	47409
52	927	895	922	0	48304
53	895	922	899	0	49226
54	922	899	863	0	50125
55	899	863	887	0	50988
56	863	887	880	0	51875
57	887	880	856	0	52755
58	880	856	852	0	53611
59	856	852	837	0	54463
60	852	837	832	0	55300
61	837	832	825	0	56132
62	832	825	833	0	56957
63	825	833	821	0	57790
64	833	821	848	0	58611
65	821	848	821	0	59459
66	848	821	841	0	60280
67	821	841	856	0	61121
68	841	856	836	0	61977
69	856	836	825	0	62813
70	836	825	841	0	63638
71	825	841	852	0	64479
72	841	852	860	0	65331
73	852	860	883	0	66191
74	860	883	879	0	67074
75	883	879	891	0	67953
76	879	891	888	0	68844
77	891	888	906	0	69732
78	888	906	922	0	70638
79	906	922	930	0	71560
80	922	930	934	0	72490
81	930	934	918	0	73424
82	934	918	919	0	74342
83	918	919	930	0	75261
84	919	930	930	0	76191
85	930	930	941	0	77121
86	930	941	930	0	78062
87	941	930	915	0	78992
88	930	915	895	0	79907
89	915	895	883	0	80802
90	895	883	899	0	81685
91	883	899	895	0	82584
92	899	895	891	0	83479
93	895	891	883	0	84370
94	891	883	735	0	85253
95	883	735	1094	1	85988
96	735	1094	910	0	87082
97	1094	910	899	0	87992
98	910	899	907	0	88891
99	899	907	910	0	89798
100	907	910	911	0	90708
101	910	911	910	0	91619
102	911	910	899	0	92529
103	910	899	907	0	93428
104	899	907	887	0	94335
105	907	887	875	0	95222
106	887	875	852	0	96097
107	875	852	891	0	96949
108	852	891	868	0	97840
109	891	868	880	0	98708
110	868	880	914	0	99588
111	880	914	903	0	100502
112	914	903	918	0	101405
113	903	918	953	0	102323
114	918	953	965	0	103276
115	953	965	942	0	104241
116	965	942	942	0	105183
117	942	942	976	0	106125
118	942	976	965	0	107101
119	976	965	938	0	108066
120	965	938	969	0	109004
121	938	969	980	0	109973
122	969	980	961	0	110953
123	980	961	958	0	111914
124	961	958	992	0	112872
125	958	992	1011	0	113864
126	992	1011	1004	0	114875
127	1011	1004	989	0	115879
128	1004	989	1007	0	116868
129	989	1007	1012	0	117875
130	1007	1012	1020	0	118887
131	1012	1020	1000	0	119907
132	1020	1000	996	0	120907
133	1000	996	1015	0	121903
134	996	1015	1000	0	122918
135	1015	1000	989	0	123918
136	1000	989	1000	0	124907
137	989	1000	1015	0	125907
138	1000	1015	992	0	126922
139	1015	992	985	0	127914
140	992	985	996	0	128899
141	985	996	945	0	129895
142	996	945	899	0	130840
143	945	899	926	0	131739
144	899	926	919	0	132665
145	926	919	949	0	133584
146	919	949	942	0	134533
147	949	942	945	0	135475
148	942	945	950	0	136420
149	945	950	992	0	137370
150	950	992	988	0	138362
151	992	988	973	0	139350
152	988	973	977	0	140323
153	973	977	968	0	141300
154	977	968	942	0	142268
155	968	942	926	0	143210
156	942	926	899	0	144136
157	926	899	876	0	145035
158	899	876	875	0	145911
159	876	875	840	0	146786
160	875	840	860	0	147626
161	840	860	919	0	148486
162	860	919	891	0	149405
163	919	891	891	0	150296
164	891	891	902	0	151187
165	891	902	895	0	152089
166	902	895	891	0	152984
167	895	891	892	0	153875
168	891	892	910	0	154767
169	892	910	911	0	155677
170	910	911	910	0	156588
171	911	910	899	0	157498
172	910	899	903	0	158397
173	899	903	926	0	159300
174	903	926	937	0	160226
175	926	937	954	0	161163
176	937	954	945	0	162117
177	954	945	950	0	163062
178	945	950	949	0	164012
179	950	949	965	0	164961
180	949	965	961	0	165926
181	965	961	946	0	166887
182	961	946	957	0	167833
183	946	957	945	0	168790
184	957	945	942	0	169735
185	945	942	926	0	170677
186	942	926	907	0	171603
187	926	907	867	0	172510
188	907	867	954	0	173377
189	867	954	918	0	174331
190	954	918	899	0	175249
191	918	899	891	0	176148
192	899	891	914	0	177039
193	891	914	926	0	177953
194	914	926	930	0	178879
195	926	930	934	0	179809
196	930	934	934	0	180743
197	934	934	907	0	181677
198	934	907	922	0	182584
199	907	922	953	0	183506
200	922	953	961	0	184459
201	953	961	950	0	185420
202	961	950	937	0	186370
203	950	937	950	0	187307
204	937	950	969	0	188257
205	950	969	972	0	189226
206	969	972	965	0	190198
207	972	965	969	0	191163
208	965	969	973	0	192132
209	969	973	988	0	193105
210	973	988	1004	0	194093
211	988	1004	985	0	195097
212	1004	985	961	0	196082
213	985	961	949	0	197043
214	961	949	930	0	197992
215	949	930	934	0	198922
216	930	934	942	0	199856
217	934	942	941	0	200798
218	942	941	926	0	201739
219	941	926	934	0	202665
220	926	934	946	0	203599
221	934	946	949	0	204545
222	946	949	965	0	205494
223	949	965	953	0	206459
224	965	953	934	0	207412
225	953	934	926	0	208346
226	934	926	926	0	209272
227	926	926	942	0	210198
228	926	942	938	0	211140
229	942	938	949	0	212078
230	938	949	950	0	213027
231	949	950	922	0	213977
232	950	922	934	0	214899
233	922	934	957	0	215833
234	934	957	973	0	216790
235	957	973	941	0	217763
236	973	941	954	0	218704
237	941	954	976	0	219658
238	954	976	977	0	220634
239	976	977	965	0	221611
240	977	965	992	0	222576
241	965	992	1008	0	223568
242	992	1008	1004	0	224576
243	1008	1004	1027	0	225580
244	1004	1027	1031	0	226607
245	1027	1031	1031	0	227638
246	1031	1031	1016	0	228669
247	1031	1016	1008	0	229685
248	1016	1008	957	0	230693
249	1008	957	941	0	231650
250	957	941	891	0	232591
251	941	891	868	0	233482
252	891	868	887	0	234350
253	868	887	919	0	235237
254	887	919	895	0	236156
255	919	895	910	0	237051
256	895	910	934	0	237961
257	910	934	914	0	238895
258	934	914	926	0	239809
259	914	926	946	0	240735
260	926	946	957	0	241681
261	946	957	961	0	242638
262	957	961	969	0	243599
263	961	969	977	0	244568
264	969	977	957	0	245545
265	977	957	934	0	246502
266	957	934	891	0	247436
267	934	891	871	0	248327
268	891	871	884	0	249198
269	871	884	871	0	250082
270	884	871	880	0	250953
271	871	880	918	0	251833
272	880	918	914	0	252751
273	918	914	934	0	253665
274	914	934	934	0	254599
275	934	934	942	0	255533
276	934	942	934	0	256475
277	942	934	902	0	257409
278	934	902	849	0	258311
279	902	849	848	0	259160
280	849	848	832	0	260008
281	848	832	829	0	260840
282	832	829	922	0	261669
283	829	922	868	0	262591
284	922	868	887	0	263459
285	868	887	903	0	264346
286	887	903	899	0	265249
287	903	899	887	0	266148
288	899	887	891	0	267035
289	887	891	650	0	267926
290	891	650	1152	1	268576
291	650	1152	902	0	269728
292	1152	902	888	0	270630
293	902	888	879	0	271518
294	888	879	887	0	272397
295	879	887	903	0	273284
296	887	903	899	0	274187
297	903	899	906	0	275086
298	899	906	876	0	275992
299	906	876	875	0	276868
300	876	875	596	0	277743
301	875	596	1116	1	278339
302	596	1116	856	0	279455
303	1116	856	852	0	280311
304	856	852	856	0	281163
305	852	856	837	0	282019
306	856	837	860	0	282856
307	837	860	825	0	283716
308	860	825	844	0	284541
309	825	844	845	0	285385
310	844	845	863	0	286230
311	845	863	853	0	287093
312	863	853	836	0	287946
313	853	836	833	0	288782
314	836	833	832	0	289615
315	833	832	857	0	290447
316	832	857	832	0	291304
317	857	832	841	0	292136
318	832	841	840	0	292977
319	841	840	837	0	293817
320	840	837	828	0	294654
321	837	828	829	0	295482
322	828	829	845	0	296311
323	829	845	836	0	297156
324	845	836	837	0	297992
325	836	837	832	0	298829
326	837	832	853	0	299661
327	832	853	860	0	300514
328	853	860	867	0	301374
329	860	867	864	0	302241
330	867	864	914	0	303105
331	864	914	930	0	304019
332	914	930	950	0	304949
333	930	950	945	0	305899
334	950	945	720	0	306844
335	945	720	1164	1	307564
336	720	1164	922	0	308728
337	1164	922	918	0	309650
338	922	918	899	0	310568
339	918	899	887	0	311467
340	899	887	879	0	312354
341	887	879	860	0	313233
342	879	860	856	0	314093
343	860	856	860	0	314949
344	856	860	864	0	315809
345	860	864	872	0	316673
346	864	872	867	0	317545
347	872	867	864	0	318412
348	867	864	887	0	319276
349	864	887	907	0	320163
350	887	907	911	0	321070
351	907	911	906	0	321981
352	911	906	907	0	322887
353	906	907	922	0	323794
354	907	922	926	0	324716
355	922	926	930	0	325642
356	926	930	918	0	326572
357	930	918	934	0	327490
358	918	934	946	0	328424
359	934	946	945	0	329370
360	946	945	953	0	330315
361	945	953	962	0	331268
362	953	962	953	0	332230
363	962	953	945	0	333183
364	953	945	969	0	334128
365	945	969	985	0	335097
366	969	985	988	0	336082
367	985	988	938	0	337070
368	988	938	945	0	338008
369	938	945	950	0	338953
370	945	950	949	0	339903
371	950	949	950	0	340852
372	949	950	945	0	341802
373	950	945	942	0	342747
374	945	942	930	0	343689
375	942	930	918	0	344619
376	930	918	899	0	345537
377	918	899	918	0	346436
378	899	918	938	0	347354
379	918	938	938	0	348292
380	938	938	965	0	349230
381	938	965	937	0	350195
382	965	937	946	0	351132
383	937	946	938	0	352078
384	946	938	926	0	353016
385	938	926	918	0	353942
386	926	918	907	0	354860
387	918	907	906	0	355767
388	907	906	887	0	356673
389	906	887	887	0	357560
390	887	887	903	0	358447
391	887	903	915	0	359350
392	903	915	914	0	360265
393	915	914	910	0	361179
394	914	910	907	0	362089
395	910	907	926	0	362996
396	907	926	930	0	363922
397	926	930	938	0	364852
398	930	938	949	0	365790
