Correlation for file  I01_ann
-,"i.2","i.1","i.0","i.1.1","i.2.1"
"i.2",1,-0.405571462883734,-0.00438621652039753,0.0937269397000252,0.185920975341093
"i.1",-0.405571462883734,1,-0.406755913037073,-0.0045711574875412,0.0935802235933124
"i.0",-0.00438621652039753,-0.406755913037073,1,-0.40615863295446,-0.00443875797811632
"i.1.1",0.0937269397000252,-0.0045711574875412,-0.40615863295446,1,-0.40614428221684
"i.2.1",0.185920975341093,0.0935802235933124,-0.00443875797811632,-0.40614428221684,1
Correlation for file  I02_ann
-,"i.2","i.1","i.0","i.1.1","i.2.1"
"i.2",1,0.372248379188952,0.0952860623068442,0.0623887719120635,0.179211636018652
"i.1",0.372248379188952,1,0.372535799487695,0.0959971622990675,0.0631208223590852
"i.0",0.0952860623068442,0.372535799487695,1,0.373266228157405,0.0967428175922569
"i.1.1",0.0623887719120635,0.0959971622990675,0.373266228157405,1,0.372708860113789
"i.2.1",0.179211636018652,0.0631208223590852,0.0967428175922569,0.372708860113789,1
Correlation for file  I03_ann
-,"i.2","i.1","i.0","i.1.1","i.2.1"
"i.2",1,-0.182266078368527,0.311718865600407,0.145638994363734,0.256326989777034
"i.1",-0.182266078368527,1,-0.181981982845989,0.310733205682813,0.144629166503047
"i.0",0.311718865600407,-0.181981982845989,1,-0.182169959473527,0.310616397035537
"i.1.1",0.145638994363734,0.310733205682813,-0.182169959473527,1,-0.182199655213802
"i.2.1",0.256326989777034,0.144629166503047,0.310616397035537,-0.182199655213802,1
Correlation for file  I04_ann
-,"i.2","i.1","i.0","i.1.1","i.2.1"
"i.2",1,0.875285801337589,0.922697554020047,0.882898990776415,0.925057076984659
"i.1",0.875285801337589,1,0.87533000497235,0.922785593197801,0.883007314597868
"i.0",0.922697554020047,0.87533000497235,1,0.875332496640116,0.92279676871156
"i.1.1",0.882898990776415,0.922785593197801,0.875332496640116,1,0.875323493545179
"i.2.1",0.925057076984659,0.883007314597868,0.92279676871156,0.875323493545179,1
Correlation for file  I05_ann
-,"i.2","i.1","i.0","i.1.1","i.2.1"
"i.2",1,0.413640674475989,0.49864097031835,0.492338306252297,0.412881290488301
"i.1",0.413640674475989,1,0.415179344348227,0.500574550606808,0.494057198612073
"i.0",0.49864097031835,0.415179344348227,1,0.415046610653266,0.500448626698244
"i.1.1",0.492338306252297,0.500574550606808,0.415046610653266,1,0.415080214277692
"i.2.1",0.412881290488301,0.494057198612073,0.500448626698244,0.415080214277692,1
Correlation for file  I06_ann
-,"i.2","i.1","i.0","i.1.1","i.2.1"
"i.2",1,0.0233559818896776,0.292034469986128,0.187078953995389,0.325246671260935
