index	i-2	i-1	i+0	i+1	i+2	Filter	Time
2	626	942	973	961	907	0	2541
3	942	973	961	907	941	0	3502
4	973	961	907	941	934	0	4409
5	961	907	941	934	903	0	5350
6	907	941	934	903	938	0	6284
7	941	934	903	938	968	0	7187
8	934	903	938	968	930	0	8125
9	903	938	968	930	950	0	9093
10	938	968	930	950	945	0	10023
11	968	930	950	945	930	0	10973
12	930	950	945	930	942	0	11918
13	950	945	930	942	961	0	12848
14	945	930	942	961	949	0	13790
15	930	942	961	949	923	0	14751
16	942	961	949	923	984	0	15700
17	961	949	923	984	1008	0	16623
18	949	923	984	1008	1004	0	17607
19	923	984	1008	1004	1004	0	18615
20	984	1008	1004	1004	1054	0	19619
21	1008	1004	1004	1054	965	0	20623
22	1004	1004	1054	965	973	0	21677
23	1004	1054	965	973	930	0	22642
24	1054	965	973	930	883	0	23615
25	965	973	930	883	899	0	24545
26	973	930	883	899	945	0	25428
27	930	883	899	945	989	0	26327
28	883	899	945	989	1004	0	27272
29	899	945	989	1004	957	0	28261
30	945	989	1004	957	969	0	29265
31	989	1004	957	969	953	0	30222
32	1004	957	969	953	914	0	31191
33	957	969	953	914	903	0	32144
34	969	953	914	903	903	0	33058
35	953	914	903	903	887	0	33961
36	914	903	903	887	903	0	34864
37	903	903	887	903	934	0	35751
38	903	887	903	934	894	0	36654
39	887	903	934	894	907	0	37588
40	903	934	894	907	934	0	38482
41	934	894	907	934	922	0	39389
42	894	907	934	922	930	0	40323
43	907	934	922	930	957	0	41245
44	934	922	930	957	938	0	42175
45	922	930	957	938	907	0	43132
46	930	957	938	907	937	0	44070
47	957	938	907	937	930	0	44977
48	938	907	937	930	911	0	45914
49	907	937	930	911	934	0	46844
50	937	930	911	934	953	0	47755
51	930	911	934	953	930	0	48689
52	911	934	953	930	949	0	49642
53	934	953	930	949	911	0	50572
54	953	930	949	911	891	0	51521
55	930	949	911	891	883	0	52432
56	949	911	891	883	880	0	53323
57	911	891	883	880	863	0	54206
58	891	883	880	863	915	0	55086
59	883	880	863	915	934	0	55949
60	880	863	915	934	887	0	56864
61	863	915	934	887	918	0	57798
62	915	934	887	918	922	0	58685
63	934	887	918	922	911	0	59603
64	887	918	922	911	918	0	60525
65	918	922	911	918	911	0	61436
66	922	911	918	911	895	0	62354
67	911	918	911	895	918	0	63265
68	918	911	895	918	945	0	64160
69	911	895	918	945	942	0	65078
70	895	918	945	942	938	0	66023
71	918	945	942	938	976	0	66965
72	945	942	938	976	973	0	67903
73	942	938	976	973	957	0	68879
74	938	976	973	957	989	0	69852
75	976	973	957	989	980	0	70809
76	973	957	989	980	954	0	71798
77	957	989	980	954	964	0	72778
78	989	980	954	964	954	0	73732
79	980	954	964	954	926	0	74696
80	954	964	954	926	922	0	75650
81	964	954	926	922	957	0	76576
82	954	926	922	957	934	0	77498
83	926	922	957	934	922	0	78455
84	922	957	934	922	961	0	79389
85	957	934	922	961	934	0	80311
86	934	922	961	934	907	0	81272
87	922	961	934	907	918	0	82206
88	961	934	907	918	918	0	83113
89	934	907	918	918	891	0	84031
90	907	918	918	891	892	0	84949
91	918	918	891	892	918	0	85840
92	918	891	892	918	906	0	86732
93	891	892	918	906	888	0	87650
94	892	918	906	888	918	0	88556
95	918	906	888	918	926	0	89444
96	906	888	918	926	887	0	90362
97	888	918	926	887	907	0	91288
98	918	926	887	907	914	0	92175
99	926	887	907	914	891	0	93082
100	887	907	914	891	891	0	93996
101	907	914	891	891	938	0	94887
102	914	891	891	938	934	0	95778
103	891	891	938	934	910	0	96716
104	891	938	934	910	942	0	97650
105	938	934	910	942	942	0	98560
106	934	910	942	942	883	0	99502
107	910	942	942	883	875	0	100444
108	942	942	883	875	864	0	101327
109	942	883	875	864	860	0	102202
110	883	875	864	860	876	0	103066
111	875	864	860	876	891	0	103926
112	864	860	876	891	879	0	104802
113	860	876	891	879	895	0	105693
114	876	891	879	895	907	0	106572
115	891	879	895	907	894	0	107467
116	879	895	907	894	915	0	108374
117	895	907	894	915	934	0	109268
118	907	894	915	934	902	0	110183
119	894	915	934	902	973	0	111117
120	915	934	902	973	957	0	112019
121	934	902	973	957	942	0	112992
122	902	973	957	942	946	0	113949
123	973	957	942	946	961	0	114891
124	957	942	946	961	961	0	115837
125	942	946	961	961	941	0	116798
126	946	961	961	941	985	0	117759
127	961	961	941	985	988	0	118700
128	961	941	985	988	965	0	119685
129	941	985	988	965	973	0	120673
130	985	988	965	973	977	0	121638
131	988	965	973	977	980	0	122611
132	965	973	977	980	953	0	123588
133	973	977	980	953	993	0	124568
134	977	980	953	993	1027	0	125521
135	980	953	993	1027	996	0	126514
136	953	993	1027	996	1008	0	127541
137	993	1027	996	1008	1027	0	128537
138	1027	996	1008	1027	981	0	129545
139	996	1008	1027	981	949	0	130572
140	1008	1027	981	949	965	0	131553
141	1027	981	949	965	942	0	132502
142	981	949	965	942	895	0	133467
143	949	965	942	895	894	0	134409
144	965	942	895	894	899	0	135304
145	942	895	894	899	891	0	136198
146	895	894	899	891	880	0	137097
147	894	899	891	880	922	0	137988
148	899	891	880	922	942	0	138868
149	891	880	922	942	898	0	139790
150	880	922	942	898	930	0	140732
151	922	942	898	930	950	0	141630
152	942	898	930	950	922	0	142560
153	898	930	950	922	918	0	143510
154	930	950	922	918	969	0	144432
155	950	922	918	969	957	0	145350
156	922	918	969	957	922	0	146319
