index	i-2	i-1	i+0	i+1	i+2	Filter	Time
2	685	801	848	868	876	0	2377
3	801	848	868	876	906	0	3245
4	848	868	876	906	922	0	4121
5	868	876	906	922	872	0	5027
6	876	906	922	872	872	0	5949
7	906	922	872	872	902	0	6821
8	922	872	872	902	887	0	7693
9	872	872	902	887	853	0	8595
10	872	902	887	853	856	0	9482
11	902	887	853	856	879	0	10335
12	887	853	856	879	876	0	11191
13	853	856	879	876	848	0	12070
14	856	879	876	848	856	0	12946
15	879	876	848	856	871	0	13794
16	876	848	856	871	849	0	14650
17	848	856	871	849	860	0	15521
18	856	871	849	860	883	0	16370
19	871	849	860	883	899	0	17230
20	849	860	883	899	867	0	18113
21	860	883	899	867	856	0	19012
22	883	899	867	856	833	0	19879
23	899	867	856	833	825	0	20735
24	867	856	833	825	829	0	21568
25	856	833	825	829	844	0	22393
26	833	825	829	844	876	0	23222
27	825	829	844	876	992	0	24066
28	829	844	876	992	1082	0	24942
29	844	876	992	1082	1093	0	25934
30	876	992	1082	1093	1070	0	27016
31	992	1082	1093	1070	1012	0	28109
32	1082	1093	1070	1012	1015	0	29179
33	1093	1070	1012	1015	1020	0	30191
34	1070	1012	1015	1020	972	0	31206
35	1012	1015	1020	972	969	0	32226
36	1015	1020	972	969	977	0	33198
37	1020	972	969	977	965	0	34167
38	972	969	977	965	965	0	35144
39	969	977	965	965	996	0	36109
40	977	965	965	996	996	0	37074
41	965	965	996	996	930	0	38070
42	965	996	996	930	918	0	39066
43	996	996	930	918	915	0	39996
44	996	930	918	915	891	0	40914
45	930	918	915	891	906	0	41829
46	918	915	891	906	934	0	42720
47	915	891	906	934	950	0	43626
48	891	906	934	950	918	0	44560
49	906	934	950	918	949	0	45510
50	934	950	918	949	1004	0	46428
51	950	918	949	1004	930	0	47377
52	918	949	1004	930	895	0	48381
53	949	1004	930	895	883	0	49311
54	1004	930	895	883	829	0	50206
55	930	895	883	829	852	0	51089
56	895	883	829	852	829	0	51918
57	883	829	852	829	813	0	52770
58	829	852	829	813	818	0	53599
59	852	829	813	818	856	0	54412
60	829	813	818	856	887	0	55230
61	813	818	856	887	887	0	56086
62	818	856	887	887	938	0	56973
63	856	887	887	938	1004	0	57860
64	887	887	938	1004	988	0	58798
65	887	938	1004	988	957	0	59802
66	938	1004	988	957	938	0	60790
67	1004	988	957	938	930	0	61747
68	988	957	938	930	895	0	62685
69	957	938	930	895	918	0	63615
70	938	930	895	918	942	0	64510
71	930	895	918	942	902	0	65428
72	895	918	942	902	880	0	66370
73	918	942	902	880	895	0	67272
74	942	902	880	895	1015	0	68152
75	902	880	895	1015	1125	0	69047
76	880	895	1015	1125	1085	0	70062
77	895	1015	1125	1085	1067	0	71187
78	1015	1125	1085	1067	1035	0	72272
79	1125	1085	1067	1035	1000	0	73339
80	1085	1067	1035	1000	1003	0	74374
81	1067	1035	1000	1003	993	0	75374
82	1035	1000	1003	993	965	0	76377
83	1000	1003	993	965	941	0	77370
84	1003	993	965	941	981	0	78335
85	993	965	941	981	976	0	79276
86	965	941	981	976	954	0	80257
87	941	981	976	954	988	0	81233
88	981	976	954	988	973	0	82187
89	976	954	988	973	992	0	83175
90	954	988	973	992	973	0	84148
91	988	973	992	973	957	0	85140
92	973	992	973	957	953	0	86113
93	992	973	957	953	895	0	87070
94	973	957	953	895	922	0	88023
95	957	953	895	922	977	0	88918
96	953	895	922	977	965	0	89840
97	895	922	977	965	969	0	90817
98	922	977	965	969	988	0	91782
99	977	965	969	988	1000	0	92751
100	965	969	988	1000	957	0	93739
101	969	988	1000	957	969	0	94739
102	988	1000	957	969	985	0	95696
103	1000	957	969	985	949	0	96665
104	957	969	985	949	907	0	97650
105	969	985	949	907	934	0	98599
106	985	949	907	934	914	0	99506
107	949	907	934	914	876	0	100440
108	907	934	914	876	856	0	101354
109	934	914	876	856	898	0	102230
110	914	876	856	898	927	0	103086
111	876	856	898	927	937	0	103984
112	856	898	927	937	919	0	104911
113	898	927	937	919	1144	0	105848
114	927	937	919	1144	1093	0	106767
115	937	919	1144	1093	1093	0	107911
116	919	1144	1093	1093	1117	0	109004
117	1144	1093	1093	1117	1121	0	110097
118	1093	1093	1117	1121	1132	0	111214
119	1093	1117	1121	1132	1124	0	112335
120	1117	1121	1132	1124	1074	0	113467
121	1121	1132	1124	1074	1024	0	114591
122	1132	1124	1074	1024	1058	0	115665
123	1124	1074	1024	1058	1043	0	116689
124	1074	1024	1058	1043	1008	0	117747
125	1024	1058	1043	1008	1027	0	118790
126	1058	1043	1008	1027	1023	0	119798
127	1043	1008	1027	1023	1004	0	120825
128	1008	1027	1023	1004	1039	0	121848
129	1027	1023	1004	1039	1035	0	122852
130	1023	1004	1039	1035	1035	0	123891
131	1004	1039	1035	1035	1055	0	124926
132	1039	1035	1035	1055	1101	0	125961
133	1035	1035	1055	1101	1105	0	127016
134	1035	1055	1101	1105	1101	0	128117
135	1055	1101	1105	1101	1109	0	129222
136	1101	1105	1101	1109	1117	0	130323
137	1105	1101	1109	1117	1112	0	131432
138	1101	1109	1117	1112	1109	0	132549
139	1109	1117	1112	1109	1074	0	133661
140	1117	1112	1109	1074	1117	0	134770
141	1112	1109	1074	1117	1171	0	135844
142	1109	1074	1117	1171	1203	0	136961
143	1074	1117	1171	1203	1229	0	138132
144	1117	1171	1203	1229	1273	0	139335
145	1171	1203	1229	1273	1272	0	140564
146	1203	1229	1273	1272	1342	0	141837
147	1229	1273	1272	1342	1362	0	143109
148	1273	1272	1342	1362	1378	0	144451
149	1272	1342	1362	1378	1385	0	145813
150	1342	1362	1378	1385	1373	0	147191
151	1362	1378	1385	1373	1390	0	148576
152	1378	1385	1373	1390	1396	0	149949
153	1385	1373	1390	1396	1362	0	151339
154	1373	1390	1396	1362	1401	0	152735
155	1390	1396	1362	1401	1350	0	154097
156	1396	1362	1401	1350	1300	0	155498
157	1362	1401	1350	1300	1237	0	156848
158	1401	1350	1300	1237	1222	0	158148
159	1350	1300	1237	1222	1265	0	159385
160	1300	1237	1222	1265	1264	0	160607
161	1237	1222	1265	1264	1311	0	161872
162	1222	1265	1264	1311	1327	0	163136
163	1265	1264	1311	1327	1249	0	164447
164	1264	1311	1327	1249	1284	0	165774
165	1311	1327	1249	1284	1292	0	167023
166	1327	1249	1284	1292	1358	0	168307
167	1249	1284	1292	1358	1335	0	169599
168	1284	1292	1358	1335	1311	0	170957
169	1292	1358	1335	1311	1335	0	172292
170	1358	1335	1311	1335	1327	0	173603
171	1335	1311	1335	1327	1338	0	174938
172	1311	1335	1327	1338	1346	0	176265
173	1335	1327	1338	1346	1335	0	177603
174	1327	1338	1346	1335	1335	0	178949
175	1338	1346	1335	1335	1346	0	180284
176	1346	1335	1335	1346	805	0	181619
177	1335	1335	1346	805	1475	0	182965
178	1335	1346	805	1475	1257	1	183770
179	1346	805	1475	1257	1268	0	185245
180	805	1475	1257	1268	1284	0	186502
181	1475	1257	1268	1284	1347	0	187770
182	1257	1268	1284	1347	1338	0	189054
183	1268	1284	1347	1338	1347	0	190401
184	1284	1347	1338	1347	1346	0	191739
185	1347	1338	1347	1346	1377	0	193086
186	1338	1347	1346	1377	1382	0	194432
187	1347	1346	1377	1382	1377	0	195809
188	1346	1377	1382	1377	1385	0	197191
189	1377	1382	1377	1385	1358	0	198568
190	1382	1377	1385	1358	1413	0	199953
191	1377	1385	1358	1413	1377	0	201311
192	1385	1358	1413	1377	693	0	202724
193	1358	1413	1377	693	1969	0	204101
194	1413	1377	693	1969	1369	1	204794
195	1377	693	1969	1369	1413	0	206763
196	693	1969	1369	1413	1373	0	208132
197	1969	1369	1413	1373	1452	0	209545
198	1369	1413	1373	1452	1525	0	210918
199	1413	1373	1452	1525	1467	0	212370
200	1373	1452	1525	1467	1572	0	213895
201	1452	1525	1467	1572	1564	0	215362
202	1525	1467	1572	1564	1537	0	216934
203	1467	1572	1564	1537	1549	0	218498
204	1572	1564	1537	1549	887	0	220035
205	1564	1537	1549	887	1677	0	221584
206	1537	1549	887	1677	1533	1	222471
207	1549	887	1677	1533	1560	0	224148
208	887	1677	1533	1560	1541	0	225681
209	1677	1533	1560	1541	1708	0	227241
210	1533	1560	1541	1708	1588	0	228782
211	1560	1541	1708	1588	1564	0	230490
212	1541	1708	1588	1564	1486	0	232078
213	1708	1588	1564	1486	1452	0	233642
214	1588	1564	1486	1452	1447	0	235128
215	1564	1486	1452	1447	1483	0	236580
216	1486	1452	1447	1483	852	0	238027
217	1452	1447	1483	852	1700	0	239510
218	1447	1483	852	1700	1526	1	240362
219	1483	852	1700	1526	1653	0	242062
220	852	1700	1526	1653	1584	0	243588
221	1700	1526	1653	1584	1549	0	245241
222	1526	1653	1584	1549	1544	0	246825
223	1653	1584	1549	1544	887	0	248374
224	1584	1549	1544	887	1697	0	249918
225	1549	1544	887	1697	1514	1	250805
226	1544	887	1697	1514	1474	0	252502
227	887	1697	1514	1474	1409	0	254016
228	1697	1514	1474	1409	1440	0	255490
229	1514	1474	1409	1440	1443	0	256899
230	1474	1409	1440	1443	1467	0	258339
231	1409	1440	1443	1467	1447	0	259782
232	1440	1443	1467	1447	1401	0	261249
233	1443	1467	1447	1401	1405	0	262696
234	1467	1447	1401	1405	1412	0	264097
235	1447	1401	1405	1412	1413	0	265502
236	1401	1405	1412	1413	1432	0	266914
237	1405	1412	1413	1432	1455	0	268327
238	1412	1413	1432	1455	1405	0	269759
239	1413	1432	1455	1405	1416	0	271214
240	1432	1455	1405	1416	1362	0	272619
241	1455	1405	1416	1362	1405	0	274035
242	1405	1416	1362	1405	1494	0	275397
243	1416	1362	1405	1494	1568	0	276802
244	1362	1405	1494	1568	1568	0	278296
245	1405	1494	1568	1568	1630	0	279864
246	1494	1568	1568	1630	1584	0	281432
247	1568	1568	1630	1584	1599	0	283062
248	1568	1630	1584	1599	1537	0	284646
249	1630	1584	1599	1537	1541	0	286245
250	1584	1599	1537	1541	1545	0	287782
251	1599	1537	1541	1545	1541	0	289323
252	1537	1541	1545	1541	1544	0	290868
253	1541	1545	1541	1544	1576	0	292409
254	1545	1541	1544	1576	1627	0	293953
255	1541	1544	1576	1627	867	0	295529
256	1544	1576	1627	867	1693	0	297156
257	1576	1627	867	1693	1541	1	298023
258	1627	867	1693	1541	1459	0	299716
259	867	1693	1541	1459	1533	0	301257
260	1693	1541	1459	1533	1634	0	302716
261	1541	1459	1533	1634	1564	0	304249
262	1459	1533	1634	1564	1619	0	305883
263	1533	1634	1564	1619	1432	0	307447
264	1634	1564	1619	1432	1490	0	309066
265	1564	1619	1432	1490	1444	0	310498
266	1619	1432	1490	1444	1479	0	311988
267	1432	1490	1444	1479	1544	0	313432
268	1490	1444	1479	1544	1522	0	314911
269	1444	1479	1544	1522	1486	0	316455
270	1479	1544	1522	1486	1428	0	317977
271	1544	1522	1486	1428	1451	0	319463
272	1522	1486	1428	1451	1475	0	320891
273	1486	1428	1451	1475	1444	0	322342
274	1428	1451	1475	1444	1463	0	323817
275	1451	1475	1444	1463	1459	0	325261
276	1475	1444	1463	1459	1502	0	326724
277	1444	1463	1459	1502	1443	0	328183
