index	i-2	i-1	i+0	i+1	i+2	Filter	Time
2	444	634	642	646	397	0	1720
3	634	642	646	397	898	0	2366
4	642	646	397	898	643	1	2763
5	646	397	898	643	634	0	3661
6	397	898	643	634	646	0	4304
7	898	643	634	646	626	0	4938
8	643	634	646	626	623	0	5584
9	634	646	626	623	614	0	6210
10	646	626	623	614	631	0	6833
11	626	623	614	631	626	0	7447
12	623	614	631	626	607	0	8078
13	614	631	626	607	638	0	8704
14	631	626	607	638	386	0	9311
15	626	607	638	386	891	0	9949
16	607	638	386	891	611	1	10335
17	638	386	891	611	626	0	11226
18	386	891	611	626	623	0	11837
19	891	611	626	623	614	0	12463
20	611	626	623	614	623	0	13086
21	626	623	614	623	615	0	13700
22	623	614	623	615	618	0	14323
23	614	623	615	618	619	0	14938
24	623	615	618	619	630	0	15556
25	615	618	619	630	642	0	16175
26	618	619	630	642	650	0	16805
27	619	630	642	650	654	0	17447
28	630	642	650	654	650	0	18097
29	642	650	654	650	661	0	18751
30	650	654	650	661	417	0	19401
31	654	650	661	417	930	0	20062
32	650	661	417	930	657	1	20479
33	661	417	930	657	654	0	21409
34	417	930	657	654	665	0	22066
35	930	657	654	665	638	0	22720
36	657	654	665	638	646	0	23385
37	654	665	638	646	642	0	24023
38	665	638	646	642	638	0	24669
39	638	646	642	638	646	0	25311
40	646	642	638	646	631	0	25949
41	642	638	646	631	630	0	26595
42	638	646	631	630	626	0	27226
43	646	631	630	626	631	0	27856
44	631	630	626	631	634	0	28482
45	630	626	631	634	630	0	29113
46	626	631	634	630	623	0	29747
47	631	634	630	623	611	0	30377
48	634	630	623	611	615	0	31000
49	630	623	611	615	626	0	31611
50	623	611	615	626	381	0	32226
51	611	615	626	381	880	0	32852
52	615	626	381	880	615	1	33233
53	626	381	880	615	607	0	34113
54	381	880	615	607	626	0	34728
55	880	615	607	626	588	0	35335
56	615	607	626	588	614	0	35961
57	607	626	588	614	600	0	36549
58	626	588	614	600	607	0	37163
59	588	614	600	607	603	0	37763
60	614	600	607	603	607	0	38370
61	600	607	603	607	607	0	38973
62	607	603	607	607	603	0	39580
63	603	607	607	603	607	0	40187
64	607	607	603	607	615	0	40790
65	607	603	607	615	381	0	41397
66	603	607	615	381	864	0	42012
67	607	615	381	864	611	1	42393
68	615	381	864	611	622	0	43257
69	381	864	611	622	607	0	43868
70	864	611	622	607	603	0	44490
71	611	622	607	603	596	0	45097
72	622	607	603	596	599	0	45700
73	607	603	596	599	603	0	46296
74	603	596	599	603	603	0	46895
75	596	599	603	603	607	0	47498
76	599	603	603	607	599	0	48101
77	603	603	607	599	607	0	48708
78	603	607	599	607	607	0	49307
79	607	599	607	607	611	0	49914
80	599	607	607	611	607	0	50521
81	607	607	611	607	603	0	51132
82	607	611	607	603	619	0	51739
83	611	607	603	619	595	0	52342
84	607	603	619	595	611	0	52961
85	603	619	595	611	611	0	53556
86	619	595	611	611	599	0	54167
87	595	611	611	599	604	0	54778
88	611	611	599	604	610	0	55377
89	611	599	604	610	611	0	55981
90	599	604	610	611	615	0	56591
91	604	610	611	615	611	0	57202
92	610	611	615	611	607	0	57817
93	611	615	611	607	607	0	58428
94	615	611	607	607	615	0	59035
95	611	607	607	615	618	0	59642
96	607	607	615	618	592	0	60257
97	607	615	618	592	615	0	60875
98	615	618	592	615	381	0	61467
99	618	592	615	381	848	0	62082
100	592	615	381	848	603	1	62463
101	615	381	848	603	619	0	63311
102	381	848	603	619	615	0	63914
103	848	603	619	615	607	0	64533
104	603	619	615	607	615	0	65148
105	619	615	607	615	626	0	65755
106	615	607	615	626	428	0	66370
107	607	615	626	428	833	0	66996
108	615	626	428	833	630	1	67424
109	626	428	833	630	627	0	68257
110	428	833	630	627	626	0	68887
111	833	630	627	626	405	0	69514
112	630	627	626	405	856	0	70140
113	627	626	405	856	622	1	70545
114	626	405	856	622	627	0	71401
115	405	856	622	627	618	0	72023
116	856	622	627	618	405	0	72650
117	622	627	618	405	860	0	73268
118	627	618	405	860	615	1	73673
119	618	405	860	615	626	0	74533
120	405	860	615	626	607	0	75148
121	860	615	626	607	615	0	75774
122	615	626	607	615	599	0	76381
123	626	607	615	599	611	0	76996
124	607	615	599	611	603	0	77595
125	615	599	611	603	603	0	78206
126	599	611	603	603	623	0	78809
127	611	603	603	623	603	0	79412
128	603	603	623	603	615	0	80035
129	603	623	603	615	619	0	80638
130	623	603	615	619	618	0	81253
131	603	615	619	618	627	0	81872
132	615	619	618	627	626	0	82490
133	619	618	627	626	627	0	83117
134	618	627	626	627	630	0	83743
135	627	626	627	630	634	0	84370
136	626	627	630	634	634	0	85000
137	627	630	634	634	405	0	85634
138	630	634	634	405	883	0	86268
139	634	634	405	883	658	1	86673
140	634	405	883	658	646	0	87556
141	405	883	658	646	650	0	88214
142	883	658	646	650	389	0	88860
143	658	646	650	389	922	0	89510
144	646	650	389	922	459	1	89899
145	650	389	922	459	837	0	90821
146	389	922	459	837	646	1	91280
147	922	459	837	646	642	0	92117
148	459	837	646	642	397	0	92763
149	837	646	642	397	894	0	93405
150	646	642	397	894	662	1	93802
151	642	397	894	662	658	0	94696
152	397	894	662	658	389	0	95358
153	894	662	658	389	953	0	96016
154	662	658	389	953	447	1	96405
155	658	389	953	447	903	0	97358
156	389	953	447	903	681	1	97805
157	953	447	903	681	669	0	98708
158	447	903	681	669	666	0	99389
159	903	681	669	666	673	0	100058
160	681	669	666	673	416	0	100724
161	669	666	673	416	930	0	101397
162	666	673	416	930	669	1	101813
163	673	416	930	669	650	0	102743
164	416	930	669	650	658	0	103412
165	930	669	650	658	385	0	104062
166	669	650	658	385	938	0	104720
167	650	658	385	938	661	1	105105
168	658	385	938	661	662	0	106043
169	385	938	661	662	673	0	106704
170	938	661	662	673	385	0	107366
171	661	662	673	385	973	0	108039
172	662	673	385	973	685	1	108424
173	673	385	973	685	673	0	109397
174	385	973	685	673	677	0	110082
175	973	685	673	677	385	0	110755
176	685	673	677	385	992	0	111432
177	673	677	385	992	456	1	111817
178	677	385	992	456	937	0	112809
179	385	992	456	937	693	1	113265
180	992	456	937	693	681	0	114202
181	456	937	693	681	389	0	114895
182	937	693	681	389	977	0	115576
183	693	681	389	977	684	1	115965
184	681	389	977	684	666	0	116942
185	389	977	684	666	669	0	117626
186	977	684	666	669	665	0	118292
187	684	666	669	665	662	0	118961
188	666	669	665	662	661	0	119626
189	669	665	662	661	662	0	120288
190	665	662	661	662	669	0	120949
191	662	661	662	669	669	0	121611
192	661	662	669	669	409	0	122280
193	662	669	669	409	961	0	122949
194	669	669	409	961	677	1	123358
195	669	409	961	677	677	0	124319
196	409	961	677	677	677	0	124996
197	961	677	677	677	669	0	125673
198	677	677	677	669	471	0	126350
199	677	677	669	471	891	0	127019
200	677	669	471	891	670	1	127490
201	669	471	891	670	661	0	128381
202	471	891	670	661	413	0	129051
203	891	670	661	413	937	0	129712
204	670	661	413	937	673	1	130125
205	661	413	937	673	658	0	131062
206	413	937	673	658	665	0	131735
