index	i-2	i-1	i+0	i+1	i+2	Filter	Time
2	1513	919	871	829	837	0	3451
3	919	871	829	837	564	0	4280
4	871	829	837	564	568	0	5117
5	829	837	564	568	891	1	5681
6	837	564	568	891	798	1	6249
7	564	568	891	798	864	0	7140
8	568	891	798	864	1564	0	7938
9	891	798	864	1564	980	0	8802
10	798	864	1564	980	895	0	10366
11	864	1564	980	895	919	0	11346
12	1564	980	895	919	922	0	12241
13	980	895	919	922	902	0	13160
14	895	919	922	902	895	0	14082
15	919	922	902	895	872	0	14984
16	922	902	895	872	1510	0	15879
17	902	895	872	1510	922	0	16751
18	895	872	1510	922	860	0	18261
19	872	1510	922	860	832	0	19183
20	1510	922	860	832	810	0	20043
21	922	860	832	810	1471	0	20875
22	860	832	810	1471	887	0	21685
23	832	810	1471	887	560	0	23156
24	810	1471	887	560	915	0	24043
25	1471	887	560	915	871	0	24603
26	887	560	915	871	790	0	25518
27	560	915	871	790	794	0	26389
28	915	871	790	794	797	0	27179
29	871	790	794	797	584	0	27973
30	790	794	797	584	992	0	28770
31	794	797	584	992	821	1	29354
32	797	584	992	821	1522	0	30346
33	584	992	821	1522	856	0	31167
34	992	821	1522	856	560	0	32689
35	821	1522	856	560	930	0	33545
36	1522	856	560	930	626	0	34105
37	856	560	930	626	888	0	35035
38	560	930	626	888	891	1	35661
39	930	626	888	891	856	0	36549
40	626	888	891	856	809	0	37440
41	888	891	856	809	821	0	38296
42	891	856	809	821	809	0	39105
43	856	809	821	809	541	0	39926
44	809	821	809	541	584	0	40735
45	821	809	541	584	992	1	41276
46	809	541	584	992	950	1	41860
47	541	584	992	950	879	0	42852
48	584	992	950	879	840	0	43802
49	992	950	879	840	841	0	44681
50	950	879	840	841	829	0	45521
51	879	840	841	829	805	0	46362
52	840	841	829	805	841	0	47191
53	841	829	805	841	828	0	47996
54	829	805	841	828	829	0	48837
55	805	841	828	829	1525	0	49665
56	841	828	829	1525	880	0	50494
57	828	829	1525	880	560	0	52019
58	829	1525	880	560	911	0	52899
59	1525	880	560	911	848	1	53459
60	880	560	911	848	611	0	54370
61	560	911	848	611	949	0	55218
62	911	848	611	949	786	1	55829
63	848	611	949	786	798	0	56778
64	611	949	786	798	782	0	57564
65	949	786	798	782	798	0	58362
66	786	798	782	798	813	0	59144
67	798	782	798	813	829	0	59942
68	782	798	813	829	825	0	60755
69	798	813	829	825	836	0	61584
70	813	829	825	836	837	0	62409
71	829	825	836	837	836	0	63245
72	825	836	837	836	849	0	64082
73	836	837	836	849	844	0	64918
74	837	836	849	844	844	0	65767
75	836	849	844	844	1623	0	66611
76	849	844	844	1623	883	0	67455
77	844	844	1623	883	848	0	69078
78	844	1623	883	848	825	0	69961
79	1623	883	848	825	829	0	70809
80	883	848	825	829	794	0	71634
81	848	825	829	794	813	0	72463
82	825	829	794	813	813	0	73257
83	829	794	813	813	813	0	74070
84	794	813	813	813	802	0	74883
85	813	813	813	802	798	0	75696
86	813	813	802	798	790	0	76498
87	813	802	798	790	789	0	77296
88	802	798	790	789	775	0	78086
89	798	790	789	775	774	0	78875
90	790	789	775	774	553	0	79650
91	789	775	774	553	552	0	80424
92	775	774	553	552	821	1	80977
93	774	553	552	821	794	1	81529
94	553	552	821	794	782	0	82350
95	552	821	794	782	790	0	83144
96	821	794	782	790	564	0	83926
97	794	782	790	564	603	0	84716
98	782	790	564	603	584	1	85280
99	790	564	603	584	837	1	85883
100	564	603	584	837	579	1	86467
