index	i-2	i-1	i+0	i+1	i+2	Filter	Time
2	327	1078	455	1058	456	1	1860
3	1078	455	1058	456	1027	0	2918
4	455	1058	456	1027	459	1	3374
5	1058	456	1027	459	1000	0	4401
6	456	1027	459	1000	447	1	4860
7	1027	459	1000	447	985	0	5860
8	459	1000	447	985	451	1	6307
9	1000	447	985	451	973	0	7292
10	447	985	451	973	455	1	7743
11	985	451	973	455	954	0	8716
12	451	973	455	954	451	1	9171
13	973	455	954	451	957	0	10125
14	455	954	451	957	455	1	10576
15	954	451	957	455	985	0	11533
16	451	957	455	985	459	1	11988
17	957	455	985	459	1015	0	12973
18	455	985	459	1015	456	1	13432
19	985	459	1015	456	1031	0	14447
20	459	1015	456	1031	459	1	14903
21	1015	456	1031	459	1031	0	15934
22	456	1031	459	1031	451	1	16393
23	1031	459	1031	451	1028	0	17424
24	459	1031	451	1028	451	1	17875
25	1031	451	1028	451	1062	0	18903
26	451	1028	451	1062	452	1	19354
27	1028	451	1062	452	1031	0	20416
28	451	1062	452	1031	447	1	20868
29	1062	452	1031	447	1028	0	21899
30	452	1031	447	1028	447	1	22346
31	1031	447	1028	447	1027	0	23374
32	447	1028	447	1027	456	1	23821
33	1028	447	1027	456	1027	0	24848
34	447	1027	456	1027	463	1	25304
35	1027	456	1027	463	1000	0	26331
36	456	1027	463	1000	478	1	26794
37	1027	463	1000	478	993	0	27794
38	463	1000	478	993	459	1	28272
39	1000	478	993	459	1015	0	29265
40	478	993	459	1015	448	1	29724
41	993	459	1015	448	1027	0	30739
42	459	1015	448	1027	455	1	31187
43	1015	448	1027	455	1012	0	32214
44	448	1027	455	1012	455	1	32669
45	1027	455	1012	455	1074	0	33681
46	455	1012	455	1074	459	1	34136
47	1012	455	1074	459	1086	0	35210
48	455	1074	459	1086	463	1	35669
49	1074	459	1086	463	1082	0	36755
50	459	1086	463	1082	447	1	37218
51	1086	463	1082	447	1082	0	38300
52	463	1082	447	1082	455	1	38747
53	1082	447	1082	455	1078	0	39829
54	447	1082	455	1078	459	1	40284
55	1082	455	1078	459	1051	0	41362
56	455	1078	459	1051	455	1	41821
57	1078	459	1051	455	1000	0	42872
58	459	1051	455	1000	455	1	43327
59	1051	455	1000	455	1043	0	44327
60	455	1000	455	1043	455	1	44782
61	1000	455	1043	455	1012	0	45825
62	455	1043	455	1012	463	1	46280
63	1043	455	1012	463	988	0	47292
64	455	1012	463	988	455	1	47755
65	1012	463	988	455	969	0	48743
66	463	988	455	969	456	1	49198
67	988	455	969	456	965	0	50167
68	455	969	456	965	451	1	50623
69	969	456	965	451	969	0	51588
70	456	965	451	969	447	1	52039
71	965	451	969	447	992	0	53008
72	451	969	447	992	448	1	53455
73	969	447	992	448	1000	0	54447
74	447	992	448	1000	447	1	54895
75	992	448	1000	447	1059	0	55895
76	448	1000	447	1059	443	1	56342
77	1000	447	1059	443	1067	0	57401
78	447	1059	443	1067	447	1	57844
79	1059	443	1067	447	1086	0	58911
80	443	1067	447	1086	459	1	59358
81	1067	447	1086	459	1081	0	60444
82	447	1086	459	1081	460	1	60903
83	1086	459	1081	460	1074	0	61984
84	459	1081	460	1074	447	1	62444
85	1081	460	1074	447	1035	0	63518
86	460	1074	447	1035	459	1	63965
87	1074	447	1035	459	1016	0	65000
88	447	1035	459	1016	455	1	65459
89	1035	459	1016	455	1012	0	66475
90	459	1016	455	1012	459	1	66930
91	1016	455	1012	459	1019	0	67942
92	455	1012	459	1019	448	1	68401
93	1012	459	1019	448	1011	0	69420
94	459	1019	448	1011	452	1	69868
95	1019	448	1011	452	1011	0	70879
96	448	1011	452	1011	448	1	71331
97	1011	452	1011	448	1019	0	72342
98	452	1011	448	1019	452	1	72790
99	1011	448	1019	452	1023	0	73809
100	448	1019	452	1023	455	1	74261
101	1019	452	1023	455	1024	0	75284
102	452	1023	455	1024	447	1	75739
103	1023	455	1024	447	1031	0	76763
104	455	1024	447	1031	459	1	77210
105	1024	447	1031	459	996	0	78241
106	447	1031	459	996	456	1	78700
107	1031	459	996	456	1008	0	79696
108	459	996	456	1008	459	1	80152
109	996	456	1008	459	988	0	81160
110	456	1008	459	988	459	1	81619
111	1008	459	988	459	981	0	82607
112	459	988	459	981	443	1	83066
113	988	459	981	443	969	0	84047
114	459	981	443	969	448	1	84490
115	981	443	969	448	945	0	85459
116	443	969	448	945	452	1	85907
117	969	448	945	452	941	0	86852
118	448	945	452	941	451	1	87304
119	945	452	941	451	962	0	88245
120	452	941	451	962	443	1	88696
121	941	451	962	443	926	0	89658
122	451	962	443	926	448	1	90101
123	962	443	926	448	949	0	91027
124	443	926	448	949	444	1	91475
125	926	448	949	444	969	0	92424
126	448	949	444	969	451	1	92868
127	949	444	969	451	980	0	93837
128	444	969	451	980	456	1	94288
129	969	451	980	456	984	0	95268
130	451	980	456	984	459	1	95724
131	980	456	984	459	977	0	96708
132	456	984	459	977	463	1	97167
133	984	459	977	463	981	0	98144
134	459	977	463	981	463	1	98607
135	977	463	981	463	953	0	99588
136	463	981	463	953	704	1	100051
137	981	463	953	704	440	0	101004
138	463	953	704	440	926	0	101708
139	953	704	440	926	451	1	102148
140	704	440	926	451	907	0	103074
141	440	926	451	907	451	1	103525
142	926	451	907	451	911	0	104432
143	451	907	451	911	451	1	104883
144	907	451	911	451	918	0	105794
145	451	911	451	918	452	1	106245
146	911	451	918	452	949	0	107163
147	451	918	452	949	459	1	107615
148	918	452	949	459	1004	0	108564
149	452	949	459	1004	459	1	109023
150	949	459	1004	459	1032	0	110027
151	459	1004	459	1032	451	1	110486
152	1004	459	1032	451	1070	0	111518
153	459	1032	451	1070	455	1	111969
154	1032	451	1070	455	1082	0	113039
155	451	1070	455	1082	817	1	113494
156	1070	455	1082	817	444	0	114576
157	455	1082	817	444	1147	0	115393
158	1082	817	444	1147	456	1	115837
159	817	444	1147	456	1167	0	116984
160	444	1147	456	1167	459	1	117440
161	1147	456	1167	459	1140	0	118607
162	456	1167	459	1140	459	1	119066
163	1167	459	1140	459	1094	0	120206
164	459	1140	459	1094	459	1	120665
165	1140	459	1094	459	1078	0	121759
166	459	1094	459	1078	451	1	122218
167	1094	459	1078	451	1027	0	123296
168	459	1078	451	1027	452	1	123747
169	1078	451	1027	452	1015	0	124774
170	451	1027	452	1015	452	1	125226
171	1027	452	1015	452	1011	0	126241
172	452	1015	452	1011	456	1	126693
173	1015	452	1011	456	1000	0	127704
174	452	1011	456	1000	451	1	128160
175	1011	456	1000	451	996	0	129160
176	456	1000	451	996	463	1	129611
177	1000	451	996	463	1008	0	130607
178	451	996	463	1008	459	1	131070
179	996	463	1008	459	1004	0	132078
180	463	1008	459	1004	463	1	132537
181	1008	459	1004	463	996	0	133541
182	459	1004	463	996	459	1	134004
183	1004	463	996	459	996	0	135000
184	463	996	459	996	459	1	135459
185	996	459	996	459	1004	0	136455
186	459	996	459	1004	463	1	136914
187	996	459	1004	463	996	0	137918
188	459	1004	463	996	456	1	138381
189	1004	463	996	456	1004	0	139377
190	463	996	456	1004	467	1	139833
191	996	456	1004	467	1019	0	140837
192	456	1004	467	1019	459	1	141304
193	1004	467	1019	459	1058	0	142323
194	467	1019	459	1058	460	1	142782
195	1019	459	1058	460	1070	0	143840
196	459	1058	460	1070	459	1	144300
197	1058	460	1070	459	1070	0	145370
198	460	1070	459	1070	459	1	145829
199	1070	459	1070	459	1058	0	146899
200	459	1070	459	1058	459	1	147358
201	1070	459	1058	459	1063	0	148416
202	459	1058	459	1063	459	1	148875
203	1058	459	1063	459	1062	0	149938
204	459	1063	459	1062	455	1	150397
205	1063	459	1062	455	1078	0	151459
206	459	1062	455	1078	459	1	151914
207	1062	455	1078	459	1094	0	152992
208	455	1078	459	1094	447	1	153451
209	1078	459	1094	447	1101	0	154545
210	459	1094	447	1101	456	1	154992
211	1094	447	1101	456	1112	0	156093
212	447	1101	456	1112	464	1	156549
213	1101	456	1112	464	1159	0	157661
214	456	1112	464	1159	432	1	158125
215	1112	464	1159	432	1121	0	159284
216	464	1159	432	1121	459	1	159716
217	1159	432	1121	459	1081	0	160837
218	432	1121	459	1081	463	1	161296
219	1121	459	1081	463	1074	0	162377
220	459	1081	463	1074	460	1	162840
221	1081	463	1074	460	1031	0	163914
222	463	1074	460	1031	451	1	164374
223	1074	460	1031	451	957	0	165405
224	460	1031	451	957	459	1	165856
225	1031	451	957	459	1000	0	166813
226	451	957	459	1000	463	1	167272
227	957	459	1000	463	1032	0	168272
228	459	1000	463	1032	774	1	168735
229	1000	463	1032	774	440	0	169767
230	463	1032	774	440	1151	0	170541
231	1032	774	440	1151	833	1	170981
232	774	440	1151	833	451	0	172132
233	440	1151	833	451	1242	0	172965
234	1151	833	451	1242	459	1	173416
235	833	451	1242	459	1257	0	174658
236	451	1242	459	1257	463	1	175117
237	1242	459	1257	463	1241	0	176374
238	459	1257	463	1241	475	1	176837
239	1257	463	1241	475	1190	0	178078
240	463	1241	475	1190	463	1	178553
241	1241	475	1190	463	1148	0	179743
242	475	1190	463	1148	455	1	180206
243	1190	463	1148	455	1117	0	181354
244	463	1148	455	1117	459	1	181809
245	1148	455	1117	459	1090	0	182926
246	455	1117	459	1090	455	1	183385
247	1117	459	1090	455	1054	0	184475
248	459	1090	455	1054	452	1	184930
249	1090	455	1054	452	1023	0	185984
250	455	1054	452	1023	452	1	186436
251	1054	452	1023	452	1003	0	187459
252	452	1023	452	1003	444	1	187911
253	1023	452	1003	444	1012	0	188914
254	452	1003	444	1012	451	1	189358
255	1003	444	1012	451	1016	0	190370
256	444	1012	451	1016	443	1	190821
257	1012	451	1016	443	1024	0	191837
258	451	1016	443	1024	451	1	192280
259	1016	443	1024	451	1066	0	193304
260	443	1024	451	1066	459	1	193755
261	1024	451	1066	459	1101	0	194821
262	451	1066	459	1101	459	1	195280
263	1066	459	1101	459	1106	0	196381
264	459	1101	459	1106	459	1	196840
265	1101	459	1106	459	1093	0	197946
266	459	1106	459	1093	471	1	198405
267	1106	459	1093	471	1093	0	199498
268	459	1093	471	1093	463	1	199969
269	1093	471	1093	463	1078	0	201062
270	471	1093	463	1078	463	1	201525
271	1093	463	1078	463	1059	0	202603
272	463	1078	463	1059	466	1	203066
273	1078	463	1059	466	1063	0	204125
274	463	1059	466	1063	459	1	204591
275	1059	466	1063	459	1062	0	205654
276	466	1063	459	1062	463	1	206113
277	1063	459	1062	463	1055	0	207175
278	459	1062	463	1055	474	1	207638
279	1062	463	1055	474	1101	0	208693
280	463	1055	474	1101	467	1	209167
281	1055	474	1101	467	1148	0	210268
282	474	1101	467	1148	475	1	210735
283	1101	467	1148	475	1160	0	211883
284	467	1148	475	1160	844	1	212358
285	1148	475	1160	844	436	0	213518
286	475	1160	844	436	1221	0	214362
287	1160	844	436	1221	845	1	214798
288	844	436	1221	845	443	0	216019
289	436	1221	845	443	1226	0	216864
290	1221	845	443	1226	459	1	217307
291	845	443	1226	459	1206	0	218533
292	443	1226	459	1206	460	1	218992
293	1226	459	1206	460	1182	0	220198
294	459	1206	460	1182	475	1	220658
295	1206	460	1182	475	1195	0	221840
296	460	1182	475	1195	467	1	222315
297	1182	475	1195	467	1171	0	223510
298	475	1195	467	1171	451	1	223977
299	1195	467	1171	451	1140	0	225148
300	467	1171	451	1140	467	1	225599
301	1171	451	1140	467	1125	0	226739
302	451	1140	467	1125	459	1	227206
303	1140	467	1125	459	1113	0	228331
304	467	1125	459	1113	451	1	228790
305	1125	459	1113	451	1117	0	229903
306	459	1113	451	1117	463	1	230354
307	1113	451	1117	463	1140	0	231471
308	451	1117	463	1140	463	1	231934
309	1117	463	1140	463	1152	0	233074
310	463	1140	463	1152	459	1	233537
311	1140	463	1152	459	1179	0	234689
312	463	1152	459	1179	478	1	235148
313	1152	459	1179	478	1172	0	236327
314	459	1179	478	1172	463	1	236805
315	1179	478	1172	463	1140	0	237977
316	478	1172	463	1140	467	1	238440
317	1172	463	1140	467	1140	0	239580
318	463	1140	467	1140	471	1	240047
319	1140	467	1140	471	1120	0	241187
320	467	1140	471	1120	798	1	241658
321	1140	471	1120	798	447	0	242778
322	471	1120	798	447	1094	0	243576
323	1120	798	447	1094	459	1	244023
324	798	447	1094	459	1093	0	245117
325	447	1094	459	1093	448	1	245576
326	1094	459	1093	448	1070	0	246669
327	459	1093	448	1070	463	1	247117
328	1093	448	1070	463	1089	0	248187
329	448	1070	463	1089	456	1	248650
330	1070	463	1089	456	1093	0	249739
331	463	1089	456	1093	463	1	250195
332	1089	456	1093	463	1078	0	251288
333	456	1093	463	1078	463	1	251751
334	1093	463	1078	463	1074	0	252829
335	463	1078	463	1074	459	1	253292
336	1078	463	1074	459	1105	0	254366
337	463	1074	459	1105	463	1	254825
338	1074	459	1105	463	1113	0	255930
339	459	1105	463	1113	459	1	256393
340	1105	463	1113	459	1089	0	257506
341	463	1113	459	1089	483	1	257965
342	1113	459	1089	483	1062	0	259054
343	459	1089	483	1062	455	1	259537
344	1089	483	1062	455	1059	0	260599
345	483	1062	455	1059	467	1	261054
346	1062	455	1059	467	1058	0	262113
347	455	1059	467	1058	463	1	262580
348	1059	467	1058	463	1078	0	263638
