index	i-2	i-1	i+0	i+1	i+2	Filter	Time
2	910	1004	1074	1008	1074	0	3035
3	1004	1074	1008	1074	525	0	4043
4	1074	1008	1074	525	1339	0	5117
5	1008	1074	525	1339	505	1	5642
6	1074	525	1339	505	1253	0	6981
7	525	1339	505	1253	876	1	7486
8	1339	505	1253	876	926	0	8739
9	505	1253	876	926	988	0	9615
10	1253	876	926	988	1109	0	10541
11	876	926	988	1109	498	0	11529
12	926	988	1109	498	420	0	12638
13	988	1109	498	420	1047	1	13136
14	1109	498	420	1047	1199	1	13556
15	498	420	1047	1199	1237	0	14603
16	420	1047	1199	1237	1144	0	15802
17	1047	1199	1237	1144	1156	0	17039
18	1199	1237	1144	1156	505	0	18183
19	1237	1144	1156	505	1386	0	19339
20	1144	1156	505	1386	1035	1	19844
21	1156	505	1386	1035	1101	0	21230
22	505	1386	1035	1101	490	0	22265
23	1386	1035	1101	490	1428	0	23366
24	1035	1101	490	1428	1058	1	23856
25	1101	490	1428	1058	1082	0	25284
26	490	1428	1058	1082	506	0	26342
27	1428	1058	1082	506	1459	0	27424
28	1058	1082	506	1459	1167	1	27930
29	1082	506	1459	1167	502	0	29389
30	506	1459	1167	502	1405	0	30556
31	1459	1167	502	1405	1117	1	31058
32	1167	502	1405	1117	1031	0	32463
33	502	1405	1117	1031	1004	0	33580
34	1405	1117	1031	1004	525	0	34611
35	1117	1031	1004	525	1378	0	35615
36	1031	1004	525	1378	949	1	36140
37	1004	525	1378	949	514	0	37518
38	525	1378	949	514	1358	0	38467
39	1378	949	514	1358	906	1	38981
40	949	514	1358	906	1031	0	40339
41	514	1358	906	1031	522	0	41245
42	1358	906	1031	522	1428	0	42276
43	906	1031	522	1428	1101	1	42798
44	1031	522	1428	1101	498	0	44226
45	522	1428	1101	498	1381	0	45327
46	1428	1101	498	1381	1012	1	45825
47	1101	498	1381	1012	934	0	47206
48	498	1381	1012	934	509	0	48218
49	1381	1012	934	509	1351	0	49152
50	1012	934	509	1351	906	1	49661
51	934	509	1351	906	1156	0	51012
52	509	1351	906	1156	510	0	51918
53	1351	906	1156	510	420	0	53074
54	906	1156	510	420	977	1	53584
55	1156	510	420	977	941	1	54004
56	510	420	977	941	490	0	54981
57	420	977	941	490	1351	0	55922
58	977	941	490	1351	1050	1	56412
59	941	490	1351	1050	522	0	57763
60	490	1351	1050	522	1354	0	58813
61	1351	1050	522	1354	1101	1	59335
62	1050	522	1354	1101	486	0	60689
63	522	1354	1101	486	1308	0	61790
64	1354	1101	486	1308	844	1	62276
65	1101	486	1308	844	942	0	63584
66	486	1308	844	942	509	0	64428
67	1308	844	942	509	1389	0	65370
68	844	942	509	1389	997	1	65879
69	942	509	1389	997	498	0	67268
70	509	1389	997	498	1404	0	68265
71	1389	997	498	1404	1148	1	68763
72	997	498	1404	1148	502	0	70167
73	498	1404	1148	502	1370	0	71315
74	1404	1148	502	1370	844	1	71817
75	1148	502	1370	844	891	0	73187
76	502	1370	844	891	541	0	74031
77	1370	844	891	541	1342	0	74922
78	844	891	541	1342	864	1	75463
79	891	541	1342	864	860	0	76805
80	541	1342	864	860	510	0	77669
81	1342	864	860	510	1292	0	78529
82	864	860	510	1292	875	1	79039
83	860	510	1292	875	1199	0	80331
84	510	1292	875	1199	509	0	81206
85	1292	875	1199	509	1393	0	82405
86	875	1199	509	1393	1028	1	82914
87	1199	509	1393	1028	505	0	84307
88	509	1393	1028	505	1378	0	85335
89	1393	1028	505	1378	961	1	85840
90	1028	505	1378	961	988	0	87218
91	505	1378	961	988	506	0	88179
92	1378	961	988	506	1370	0	89167
93	961	988	506	1370	1039	1	89673
94	988	506	1370	1039	502	0	91043
95	506	1370	1039	502	1362	0	92082
96	1370	1039	502	1362	1105	1	92584
97	1039	502	1362	1105	494	0	93946
98	502	1362	1105	494	1377	0	95051
99	1362	1105	494	1377	1101	1	95545
100	1105	494	1377	1101	495	0	96922
101	494	1377	1101	495	1396	0	98023
102	1377	1101	495	1396	1094	1	98518
103	1101	495	1396	1094	482	0	99914
104	495	1396	1094	482	1374	0	101008
105	1396	1094	482	1374	1050	1	101490
106	1094	482	1374	1050	483	0	102864
107	482	1374	1050	483	1370	0	103914
108	1374	1050	483	1370	552	1	104397
109	1050	483	1370	552	1315	0	105767
110	483	1370	552	1315	899	1	106319
111	1370	552	1315	899	506	0	107634
112	552	1315	899	506	1366	0	108533
113	1315	899	506	1366	1023	1	109039
114	899	506	1366	1023	521	0	110405
115	506	1366	1023	521	1409	0	111428
116	1366	1023	521	1409	961	1	111949
117	1023	521	1409	961	521	0	113358
118	521	1409	961	521	1374	0	114319
119	1409	961	521	1374	946	1	114840
120	961	521	1374	946	509	0	116214
121	521	1374	946	509	1401	0	117160
122	1374	946	509	1401	1105	1	117669
123	946	509	1401	1105	502	0	119070
124	509	1401	1105	502	1397	0	120175
