index	i-2	i-1	i+0	i+1	i+2	Filter	Time
2	257	513	790	514	661	0	1560
3	513	790	514	661	390	1	2074
4	790	514	661	390	770	0	2735
5	514	661	390	770	580	1	3125
6	661	390	770	580	572	0	3895
7	390	770	580	572	579	0	4475
8	770	580	572	579	421	0	5047
9	580	572	579	421	731	0	5626
10	572	579	421	731	572	1	6047
11	579	421	731	572	568	0	6778
12	421	731	572	568	568	0	7350
13	731	572	568	568	580	0	7918
14	572	568	568	580	580	0	8486
15	568	568	580	580	591	0	9066
16	568	580	580	591	603	0	9646
17	580	580	591	603	604	0	10237
18	580	591	603	604	599	0	10840
19	591	603	604	599	443	0	11444
20	603	604	599	443	747	0	12043
21	604	599	443	747	596	1	12486
22	599	443	747	596	599	0	13233
23	443	747	596	599	405	0	13829
24	747	596	599	405	801	0	14428
25	596	599	405	801	607	1	14833
26	599	405	801	607	607	0	15634
27	405	801	607	607	623	0	16241
28	801	607	607	623	618	0	16848
29	607	607	623	618	627	0	17471
30	607	623	618	627	630	0	18089
31	623	618	627	630	638	0	18716
32	618	627	630	638	530	0	19346
33	627	630	638	530	809	0	19984
34	630	638	530	809	642	1	20514
35	638	530	809	642	642	0	21323
36	530	809	642	642	634	0	21965
37	809	642	642	634	631	0	22607
38	642	642	634	631	634	0	23241
39	642	634	631	634	638	0	23872
40	634	631	634	638	623	0	24506
41	631	634	638	623	626	0	25144
42	634	638	623	626	619	0	25767
43	638	623	626	619	397	0	26393
44	623	626	619	397	867	0	27012
45	626	619	397	867	623	1	27409
46	619	397	867	623	494	0	28276
47	397	867	623	494	747	0	28899
48	867	623	494	747	510	1	29393
49	623	494	747	510	739	0	30140
50	494	747	510	739	619	1	30650
51	747	510	739	619	634	0	31389
52	510	739	619	634	634	0	32008
53	739	619	634	634	646	0	32642
54	619	634	634	646	642	0	33276
55	634	634	646	642	646	0	33922
56	634	646	642	646	646	0	34564
57	646	642	646	646	405	0	35210
58	642	646	646	405	918	0	35856
59	646	646	405	918	654	1	36261
60	646	405	918	654	657	0	37179
61	405	918	654	657	658	0	37833
62	918	654	657	658	654	0	38490
63	654	657	658	654	521	0	39148
64	657	658	654	521	432	0	39802
65	658	654	521	432	996	1	40323
66	654	521	432	996	482	1	40755
67	521	432	996	482	802	0	41751
68	432	996	482	802	630	1	42233
69	996	482	802	630	631	0	43035
70	482	802	630	631	400	0	43665
71	802	630	631	400	892	0	44296
72	630	631	400	892	525	1	44696
73	631	400	892	525	762	0	45588
74	400	892	525	762	506	1	46113
75	892	525	762	506	775	0	46875
76	525	762	506	775	634	1	47381
