index	i-2	i-1	i+0	i+1	i+2	Filter	Time
2	677	463	1097	759	743	0	2284
3	463	1097	759	743	739	0	3043
4	1097	759	743	739	743	0	3786
5	759	743	739	743	740	0	4525
6	743	739	743	740	510	0	5268
7	739	743	740	510	972	0	6008
8	743	740	510	972	732	1	6518
9	740	510	972	732	739	0	7490
10	510	972	732	739	592	0	8222
11	972	732	739	592	879	0	8961
12	732	739	592	879	607	1	9553
13	739	592	879	607	872	0	10432
14	592	879	607	872	428	1	11039
15	879	607	872	428	1042	0	11911
16	607	872	428	1042	728	1	12339
17	872	428	1042	728	728	0	13381
18	428	1042	728	728	723	0	14109
19	1042	728	728	723	736	0	14837
20	728	728	723	736	471	0	15560
21	728	723	736	471	1031	0	16296
22	723	736	471	1031	751	1	16767
23	736	471	1031	751	758	0	17798
24	471	1031	751	758	767	0	18549
25	1031	751	758	767	770	0	19307
26	751	758	767	770	790	0	20074
27	758	767	770	790	794	0	20844
28	767	770	790	794	798	0	21634
29	770	790	794	798	498	0	22428
30	790	794	798	498	1109	0	23226
31	794	798	498	1109	778	1	23724
32	798	498	1109	778	786	0	24833
33	498	1109	778	786	782	0	25611
34	1109	778	786	782	794	0	26397
35	778	786	782	794	463	0	27179
36	786	782	794	463	1148	0	27973
37	782	794	463	1148	801	1	28436
38	794	463	1148	801	802	0	29584
39	463	1148	801	802	794	0	30385
40	1148	801	802	794	801	0	31187
41	801	802	794	801	798	0	31981
42	802	794	801	798	790	0	32782
43	794	801	798	790	478	0	33580
44	801	798	790	478	1113	0	34370
45	798	790	478	1113	782	1	34848
46	790	478	1113	782	778	0	35961
47	478	1113	782	778	786	0	36743
48	1113	782	778	786	798	0	37521
49	782	778	786	798	521	0	38307
50	778	786	798	521	1086	0	39105
51	786	798	521	1086	778	1	39626
52	798	521	1086	778	782	0	40712
53	521	1086	778	782	779	0	41490
54	1086	778	782	779	770	0	42272
55	778	782	779	770	494	0	43051
56	782	779	770	494	1066	0	43821
57	779	770	494	1066	779	1	44315
58	770	494	1066	779	789	0	45381
59	494	1066	779	789	798	0	46160
60	1066	779	789	798	809	0	46949
61	779	789	798	809	475	0	47747
62	789	798	809	475	1164	0	48556
63	798	809	475	1164	797	1	49031
64	809	475	1164	797	802	0	50195
65	475	1164	797	802	805	0	50992
66	1164	797	802	805	794	0	51794
67	797	802	805	794	798	0	52599
68	802	805	794	798	801	0	53393
69	805	794	798	801	436	0	54191
70	794	798	801	436	1167	0	54992
71	798	801	436	1167	786	1	55428
72	801	436	1167	786	790	0	56595
73	436	1167	786	790	778	0	57381
74	1167	786	790	778	783	0	58171
75	786	790	778	783	789	0	58949
76	790	778	783	789	646	0	59732
77	778	783	789	646	926	0	60521
78	783	789	646	926	779	1	61167
79	789	646	926	779	778	0	62093
80	646	926	779	778	560	0	62872
81	926	779	778	560	969	0	63650
82	779	778	560	969	763	1	64210
83	778	560	969	763	766	0	65179
84	560	969	763	766	763	0	65942
85	969	763	766	763	762	0	66708
86	763	766	763	762	491	0	67471
87	766	763	762	491	1046	0	68233
88	763	762	491	1046	751	1	68724
89	762	491	1046	751	755	0	69770
90	491	1046	751	755	755	0	70521
91	1046	751	755	755	763	0	71276
92	751	755	755	763	467	0	72031
93	755	755	763	467	1074	0	72794
94	755	763	467	1074	770	1	73261
95	763	467	1074	770	778	0	74335
96	467	1074	770	778	786	0	75105
97	1074	770	778	786	798	0	75883
98	770	778	786	798	444	0	76669
99	778	786	798	444	1151	0	77467
100	786	798	444	1151	786	1	77911
101	798	444	1151	786	794	0	79062
102	444	1151	786	794	794	0	79848
103	1151	786	794	794	778	0	80642
104	786	794	794	778	786	0	81436
105	794	794	778	786	436	0	82214
106	794	778	786	436	1140	0	83000
107	778	786	436	1140	766	1	83436
108	786	436	1140	766	771	0	84576
109	436	1140	766	771	770	0	85342
110	1140	766	771	770	778	0	86113
111	766	771	770	778	783	0	86883
112	771	770	778	783	786	0	87661
113	770	778	783	786	801	0	88444
114	778	783	786	801	798	0	89230
115	783	786	801	798	439	0	90031
116	786	801	798	439	1164	0	90829
117	801	798	439	1164	778	1	91268
118	798	439	1164	778	763	0	92432
119	439	1164	778	763	755	0	93210
120	1164	778	763	755	758	0	93973
121	778	763	755	758	755	0	94728
122	763	755	758	755	494	0	95486
123	755	758	755	494	1028	0	96241
124	758	755	494	1028	751	1	96735
125	755	494	1028	751	758	0	97763
126	494	1028	751	758	759	0	98514
127	1028	751	758	759	782	0	99272
128	751	758	759	782	459	0	100031
129	758	759	782	459	1148	0	100813
130	759	782	459	1148	798	1	101272
131	782	459	1148	798	798	0	102420
132	459	1148	798	798	797	0	103218
133	1148	798	798	797	821	0	104016
134	798	798	797	821	825	0	104813
135	798	797	821	825	833	0	105634
136	797	821	825	833	836	0	106459
137	821	825	833	836	837	0	107292
138	825	833	836	837	837	0	108128
139	833	836	837	837	836	0	108965
140	836	837	837	836	440	0	109802
141	837	837	836	440	1190	0	110638
142	837	836	440	1190	802	1	111078
143	836	440	1190	802	786	0	112268
144	440	1190	802	786	778	0	113070
145	1190	802	786	778	790	0	113856
146	802	786	778	790	790	0	114634
147	786	778	790	790	444	0	115424
148	778	790	790	444	1132	0	116214
149	790	790	444	1132	786	1	116658
150	790	444	1132	786	782	0	117790
151	444	1132	786	782	790	0	118576
152	1132	786	782	790	801	0	119358
153	786	782	790	801	506	0	120148
154	782	790	801	506	1105	0	120949
155	790	801	506	1105	790	1	121455
156	801	506	1105	790	806	0	122560
157	506	1105	790	806	797	0	123350
158	1105	790	806	797	806	0	124156
159	790	806	797	806	467	0	124953
160	806	797	806	467	1183	0	125759
161	797	806	467	1183	805	1	126226
162	806	467	1183	805	809	0	127409
163	467	1183	805	809	810	0	128214
164	1183	805	809	810	790	0	129023
165	805	809	810	790	766	0	129833
166	809	810	790	766	529	0	130623
167	810	790	766	529	981	0	131389
168	790	766	529	981	759	1	131918
169	766	529	981	759	754	0	132899
170	529	981	759	754	755	0	133658
171	981	759	754	755	763	0	134412
172	759	754	755	763	506	0	135167
173	754	755	763	506	1011	0	135930
174	755	763	506	1011	744	1	136436
175	763	506	1011	744	739	0	137447
176	506	1011	744	739	739	0	138191
177	1011	744	739	739	740	0	138930
178	744	739	739	740	478	0	139669
179	739	739	740	478	977	0	140409
180	739	740	478	977	724	1	140887
181	740	478	977	724	727	0	141864
182	478	977	724	727	720	0	142588
183	977	724	727	720	732	0	143315
184	724	727	720	732	505	0	144035
185	727	720	732	505	981	0	144767
186	720	732	505	981	416	1	145272
187	732	505	981	416	1059	0	146253
188	505	981	416	1059	735	1	146669
189	981	416	1059	735	735	0	147728
190	416	1059	735	735	740	0	148463
191	1059	735	735	740	743	0	149198
192	735	735	740	743	751	0	149938
193	735	740	743	751	747	0	150681
194	740	743	751	747	459	0	151432
195	743	751	747	459	1051	0	152179
196	751	747	459	1051	751	1	152638
197	747	459	1051	751	751	0	153689
198	459	1051	751	751	755	0	154440
199	1051	751	751	755	758	0	155191
200	751	751	755	758	432	0	155946
201	751	755	758	432	1109	0	156704
202	755	758	432	1109	755	1	157136
203	758	432	1109	755	759	0	158245
