index	i-2	i-1	i+0	i+1	i+2	Filter	Time
2	556	514	1370	486	1323	0	2440
3	514	1370	486	1323	510	1	2926
4	1370	486	1323	510	1245	0	4249
5	486	1323	510	1245	560	1	4759
6	1323	510	1245	560	1226	0	6004
7	510	1245	560	1226	541	1	6564
8	1245	560	1226	541	1268	0	7790
9	560	1226	541	1268	529	1	8331
10	1226	541	1268	529	1335	0	9599
11	541	1268	529	1335	498	1	10128
12	1268	529	1335	498	1304	0	11463
13	529	1335	498	1304	521	1	11961
14	1335	498	1304	521	1171	0	13265
15	498	1304	521	1171	852	1	13786
16	1304	521	1171	852	467	0	14957
17	521	1171	852	467	1327	0	15809
18	1171	852	467	1327	506	1	16276
19	852	467	1327	506	1284	0	17603
20	467	1327	506	1284	549	1	18109
21	1327	506	1284	549	1404	0	19393
22	506	1284	549	1404	471	1	19942
23	1284	549	1404	471	1346	0	21346
24	549	1404	471	1346	502	1	21817
25	1404	471	1346	502	1210	0	23163
26	471	1346	502	1210	868	1	23665
27	1346	502	1210	868	459	0	24875
28	502	1210	868	459	1280	0	25743
29	1210	868	459	1280	569	1	26202
30	868	459	1280	569	1167	0	27482
31	459	1280	569	1167	899	1	28051
32	1280	569	1167	899	459	0	29218
33	569	1167	899	459	642	0	30117
34	1167	899	459	642	759	1	30576
35	899	459	642	759	926	0	31218
36	459	642	759	926	467	0	31977
37	642	759	926	467	1272	0	32903
38	759	926	467	1272	521	1	33370
39	926	467	1272	521	693	0	34642
40	467	1272	521	693	1265	1	35163
41	1272	521	693	1265	447	0	35856
42	521	693	1265	447	665	0	37121
43	693	1265	447	665	1121	1	37568
44	1265	447	665	1121	459	0	38233
45	447	665	1121	459	708	0	39354
46	665	1121	459	708	1172	1	39813
47	1121	459	708	1172	439	0	40521
48	459	708	1172	439	1557	0	41693
49	708	1172	439	1557	443	1	42132
50	1172	439	1557	443	1428	0	43689
51	439	1557	443	1428	475	1	44132
52	1557	443	1428	475	1261	0	45560
53	443	1428	475	1261	638	1	46035
54	1428	475	1261	638	1089	0	47296
55	475	1261	638	1089	899	1	47934
