index	i-2	i-1	i+0	i+1	i+2	Filter	Time
2	1042	845	887	1016	1182	0	2821
3	845	887	1016	1182	1265	0	3837
4	887	1016	1182	1265	1230	0	5019
5	1016	1182	1265	1230	1245	0	6284
6	1182	1265	1230	1245	1179	0	7514
7	1265	1230	1245	1179	1070	0	8759
8	1230	1245	1179	1070	622	0	9938
9	1245	1179	1070	622	1265	0	11008
10	1179	1070	622	1265	1000	1	11630
11	1070	622	1265	1000	549	0	12895
12	622	1265	1000	549	1202	0	13895
13	1265	1000	549	1202	1019	1	14444
14	1000	549	1202	1019	557	0	15646
15	549	1202	1019	557	1276	0	16665
16	1202	1019	557	1276	685	1	17222
17	1019	557	1276	685	1490	0	18498
18	557	1276	685	1490	576	1	19183
19	1276	685	1490	576	1377	0	20673
20	685	1490	576	1377	580	1	21249
21	1490	576	1377	580	1370	0	22626
22	576	1377	580	1370	607	1	23206
23	1377	580	1370	607	1370	0	24576
24	580	1370	607	1370	677	1	25183
25	1370	607	1370	677	1618	0	26553
26	607	1370	677	1618	1670	1	27230
27	1370	677	1618	1670	1525	0	28848
28	677	1618	1670	1525	1338	0	30518
29	1618	1670	1525	1338	1210	0	32043
30	1670	1525	1338	1210	549	0	33381
31	1525	1338	1210	549	1245	0	34591
32	1338	1210	549	1245	1008	1	35140
33	1210	549	1245	1008	568	0	36385
34	549	1245	1008	568	1164	0	37393
35	1245	1008	568	1164	957	1	37961
36	1008	568	1164	957	544	0	39125
37	568	1164	957	544	1187	0	40082
38	1164	957	544	1187	1035	1	40626
39	957	544	1187	1035	557	0	41813
40	544	1187	1035	557	1284	0	42848
41	1187	1035	557	1284	653	1	43405
42	1035	557	1284	653	1370	0	44689
43	557	1284	653	1370	630	1	45342
44	1284	653	1370	630	1374	0	46712
45	653	1370	630	1374	658	1	47342
46	1370	630	1374	658	1463	0	48716
47	630	1374	658	1463	568	1	49374
48	1374	658	1463	568	1338	0	50837
49	658	1463	568	1338	638	1	51405
50	1463	568	1338	638	1417	0	52743
51	568	1338	638	1417	587	1	53381
52	1338	638	1417	587	1347	0	54798
53	638	1417	587	1347	1295	1	55385
