index	i-2	i-1	i+0	i+1	i+2	Filter	Time
2	455	638	421	867	635	1	1514
3	638	421	867	635	416	0	2381
4	421	867	635	416	879	0	3016
5	867	635	416	879	452	1	3432
6	635	416	879	452	863	0	4311
7	416	879	452	863	487	1	4763
8	879	452	863	487	817	0	5626
9	452	863	487	817	455	1	6113
10	863	487	817	455	930	0	6930
11	487	817	455	930	424	1	7385
12	817	455	930	424	930	0	8315
13	455	930	424	930	654	1	8739
14	930	424	930	654	420	0	9669
15	424	930	654	420	930	0	10323
16	930	654	420	930	654	1	10743
17	654	420	930	654	424	0	11673
18	420	930	654	424	965	0	12327
19	930	654	424	965	665	1	12751
20	654	424	965	665	424	0	13716
21	424	965	665	424	1012	0	14381
22	965	665	424	1012	689	1	14805
23	665	424	1012	689	416	0	15817
24	424	1012	689	416	1055	0	16506
25	1012	689	416	1055	700	1	16922
26	689	416	1055	700	420	0	17977
27	416	1055	700	420	996	0	18677
28	1055	700	420	996	677	1	19097
29	700	420	996	677	417	0	20093
30	420	996	677	417	976	0	20770
31	996	677	417	976	681	1	21187
32	677	417	976	681	417	0	22163
33	417	976	681	417	984	0	22844
34	976	681	417	984	673	1	23261
35	681	417	984	673	424	0	24245
36	417	984	673	424	997	0	24918
37	984	673	424	997	669	1	25342
38	673	424	997	669	420	0	26339
39	424	997	669	420	977	0	27008
40	997	669	420	977	673	1	27428
41	669	420	977	673	420	0	28405
42	420	977	673	420	973	0	29078
43	977	673	420	973	681	1	29498
44	673	420	973	681	416	0	30471
45	420	973	681	416	1000	0	31152
46	973	681	416	1000	662	1	31568
47	681	416	1000	662	416	0	32568
48	416	1000	662	416	926	0	33230
49	1000	662	416	926	646	1	33646
50	662	416	926	646	424	0	34572
51	416	926	646	424	852	0	35218
52	926	646	424	852	638	1	35642
53	646	424	852	638	424	0	36494
54	424	852	638	424	798	0	37132
55	852	638	424	798	611	1	37556
56	638	424	798	611	591	0	38354
57	424	798	611	591	417	0	38965
58	798	611	591	417	805	0	39556
59	611	591	417	805	611	1	39973
60	591	417	805	611	615	0	40778
61	417	805	611	615	412	0	41389
62	805	611	615	412	965	0	42004
63	611	615	412	965	670	1	42416
64	615	412	965	670	424	0	43381
65	412	965	670	424	988	0	44051
66	965	670	424	988	673	1	44475
67	670	424	988	673	417	0	45463
68	424	988	673	417	957	0	46136
69	988	673	417	957	650	1	46553
70	673	417	957	650	424	0	47510
71	417	957	650	424	930	0	48160
72	957	650	424	930	657	1	48584
73	650	424	930	657	413	0	49514
74	424	930	657	413	895	0	50171
75	930	657	413	895	646	1	50584
76	657	413	895	646	420	0	51479
77	413	895	646	420	895	0	52125
78	895	646	420	895	649	1	52545
79	646	420	895	649	425	0	53440
80	420	895	649	425	930	0	54089
81	895	649	425	930	669	1	54514
82	649	425	930	669	412	0	55444
83	425	930	669	412	895	0	56113
84	930	669	412	895	650	1	56525
85	669	412	895	650	416	0	57420
86	412	895	650	416	899	0	58070
87	895	650	416	899	654	1	58486
88	650	416	899	654	412	0	59385
89	416	899	654	412	876	0	60039
90	899	654	412	876	638	1	60451
91	654	412	876	638	642	0	61327
92	412	876	638	642	397	0	61965
93	876	638	642	397	938	0	62607
94	638	642	397	938	646	1	63004
95	642	397	938	646	649	0	63942
96	397	938	646	649	681	0	64588
97	938	646	649	681	405	0	65237
98	646	649	681	405	1016	0	65918
99	649	681	405	1016	680	1	66323
100	681	405	1016	680	413	0	67339
101	405	1016	680	413	953	0	68019
102	1016	680	413	953	642	1	68432
103	680	413	953	642	440	0	69385
104	413	953	642	440	895	0	70027
105	953	642	440	895	646	1	70467
106	642	440	895	646	439	0	71362
107	440	895	646	439	892	0	72008
108	895	646	439	892	649	1	72447
109	646	439	892	649	421	0	73339
110	439	892	649	421	937	0	73988
111	892	649	421	937	658	1	74409
112	649	421	937	658	420	0	75346
113	421	937	658	420	930	0	76004
114	937	658	420	930	634	1	76424
115	658	420	930	634	658	0	77354
116	420	930	634	658	405	0	77988
117	930	634	658	405	980	0	78646
118	634	658	405	980	642	1	79051
119	658	405	980	642	681	0	80031
120	405	980	642	681	697	0	80673
121	980	642	681	697	408	0	81354
122	642	681	697	408	1020	0	82051
123	681	697	408	1020	681	1	82459
124	697	408	1020	681	408	0	83479
125	408	1020	681	408	946	0	84160
126	1020	681	408	946	646	1	84568
127	681	408	946	646	424	0	85514
128	408	946	646	424	934	0	86160
129	946	646	424	934	649	1	86584
130	646	424	934	649	417	0	87518
131	424	934	649	417	871	0	88167
132	934	649	417	871	650	1	88584
133	649	417	871	650	413	0	89455
134	417	871	650	413	883	0	90105
135	871	650	413	883	642	1	90518
136	650	413	883	642	416	0	91401
137	413	883	642	416	883	0	92043
138	883	642	416	883	635	1	92459
139	642	416	883	635	428	0	93342
140	416	883	635	428	875	0	93977
141	883	635	428	875	662	1	94405
142	635	428	875	662	412	0	95280
143	428	875	662	412	953	0	95942
144	875	662	412	953	670	1	96354
145	662	412	953	670	412	0	97307
146	412	953	670	412	942	0	97977
147	953	670	412	942	650	1	98389
148	670	412	942	650	424	0	99331
149	412	942	650	424	930	0	99981
150	942	650	424	930	657	1	100405
151	650	424	930	657	420	0	101335
152	424	930	657	420	911	0	101992
153	930	657	420	911	654	1	102412
154	657	420	911	654	416	0	103323
155	420	911	654	416	907	0	103977
156	911	654	416	907	653	1	104393
157	654	416	907	653	424	0	105300
158	416	907	653	424	903	0	105953
159	907	653	424	903	650	1	106377
160	653	424	903	650	436	0	107280
161	424	903	650	436	941	0	107930
162	903	650	436	941	689	1	108366
163	650	436	941	689	409	0	109307
164	436	941	689	409	945	0	109996
165	941	689	409	945	669	1	110405
166	689	409	945	669	417	0	111350
167	409	945	669	417	918	0	112019
168	945	669	417	918	662	1	112436
169	669	417	918	662	420	0	113354
170	417	918	662	420	918	0	114016
171	918	662	420	918	665	1	114436
172	662	420	918	665	421	0	115354
173	420	918	665	421	902	0	116019
174	918	665	421	902	666	1	116440
175	665	421	902	666	412	0	117342
176	421	902	666	412	899	0	118008
177	902	666	412	899	654	1	118420
178	666	412	899	654	432	0	119319
179	412	899	654	432	895	0	119973
180	899	654	432	895	649	1	120405
181	654	432	895	649	432	0	121300
182	432	895	649	432	950	0	121949
183	895	649	432	950	681	1	122381
184	649	432	950	681	412	0	123331
185	432	950	681	412	969	0	124012
186	950	681	412	969	677	1	124424
187	681	412	969	677	412	0	125393
188	412	969	677	412	927	0	126070
189	969	677	412	927	642	1	126482
190	677	412	927	642	669	0	127409
191	412	927	642	669	405	0	128051
192	927	642	669	405	949	0	128720
193	642	669	405	949	642	1	129125
194	669	405	949	642	681	0	130074
195	405	949	642	681	405	0	130716
196	949	642	681	405	1031	0	131397
197	642	681	405	1031	681	1	131802
198	681	405	1031	681	428	0	132833
199	405	1031	681	428	1000	0	133514
200	1031	681	428	1000	673	1	133942
201	681	428	1000	673	416	0	134942
202	428	1000	673	416	969	0	135615
203	1000	673	416	969	685	1	136031
204	673	416	969	685	412	0	137000
205	416	969	685	412	942	0	137685
206	969	685	412	942	673	1	138097
207	685	412	942	673	420	0	139039
208	412	942	673	420	934	0	139712
209	942	673	420	934	642	1	140132
210	673	420	934	642	428	0	141066
211	420	934	642	428	915	0	141708
212	934	642	428	915	661	1	142136
213	642	428	915	661	409	0	143051
214	428	915	661	409	891	0	143712
215	915	661	409	891	642	1	144121
216	661	409	891	642	416	0	145012
217	409	891	642	416	911	0	145654
218	891	642	416	911	657	1	146070
219	642	416	911	657	416	0	146981
220	416	911	657	416	923	0	147638
221	911	657	416	923	649	1	148054
222	657	416	923	649	421	0	148977
223	416	923	649	421	930	0	149626
224	923	649	421	930	638	1	150047
225	649	421	930	638	650	0	150977
226	421	930	638	650	408	0	151615
227	930	638	650	408	965	0	152265
228	638	650	408	965	638	1	152673
229	650	408	965	638	654	0	153638
230	408	965	638	654	405	0	154276
231	965	638	654	405	941	0	154930
232	638	654	405	941	635	1	155335
233	654	405	941	635	634	0	156276
234	405	941	635	634	626	0	156911
235	941	635	634	626	420	0	157545
236	635	634	626	420	845	0	158171
237	634	626	420	845	611	1	158591
238	626	420	845	611	614	0	159436
239	420	845	611	614	607	0	160047
240	845	611	614	607	627	0	160661
241	611	614	607	627	405	0	161268
242	614	607	627	405	836	0	161895
243	607	627	405	836	631	1	162300
244	627	405	836	631	607	0	163136
245	405	836	631	607	408	0	163767
246	836	631	607	408	817	0	164374
247	631	607	408	817	417	1	164782
248	607	408	817	417	793	0	165599
249	408	817	417	793	592	1	166016
250	817	417	793	592	576	0	166809
251	417	793	592	576	432	0	167401
252	793	592	576	432	743	0	167977
253	592	576	432	743	412	1	168409
254	576	432	743	412	724	0	169152
255	432	743	412	724	412	1	169564
256	743	412	724	412	759	0	170288
257	412	724	412	759	603	1	170700
258	724	412	759	603	615	0	171459
259	412	759	603	615	409	0	172062
260	759	603	615	409	914	0	172677
261	603	615	409	914	650	1	173086
262	615	409	914	650	424	0	174000
263	409	914	650	424	872	0	174650
264	914	650	424	872	638	1	175074
265	650	424	872	638	634	0	175946
266	424	872	638	634	408	0	176584
267	872	638	634	408	923	0	177218
268	638	634	408	923	622	1	177626
269	634	408	923	622	646	0	178549
270	408	923	622	646	405	0	179171
271	923	622	646	405	903	0	179817
272	622	646	405	903	653	1	180222
273	646	405	903	653	634	0	181125
274	405	903	653	634	413	0	181778
275	903	653	634	413	942	0	182412
276	653	634	413	942	665	1	182825
277	634	413	942	665	424	0	183767
278	413	942	665	424	984	0	184432
279	942	665	424	984	678	1	184856
280	665	424	984	678	416	0	185840
281	424	984	678	416	945	0	186518
282	984	678	416	945	642	1	186934
283	678	416	945	642	436	0	187879
284	416	945	642	436	876	0	188521
285	945	642	436	876	618	1	188957
286	642	436	876	618	631	0	189833
287	436	876	618	631	412	0	190451
288	876	618	631	412	813	0	191082
289	618	631	412	813	421	1	191494
290	631	412	813	421	809	0	192307
291	412	813	421	809	428	1	192728
292	813	421	809	428	782	0	193537
293	421	809	428	782	416	1	193965
294	809	428	782	416	767	0	194747
295	428	782	416	767	416	1	195163
296	782	416	767	416	759	0	195930
297	416	767	416	759	413	1	196346
298	767	416	759	413	766	0	197105
299	416	759	413	766	416	1	197518
300	759	413	766	416	759	0	198284
301	413	766	416	759	595	1	198700
302	766	416	759	595	611	0	199459
303	416	759	595	611	417	0	200054
304	759	595	611	417	914	0	200665
305	595	611	417	914	662	1	201082
306	611	417	914	662	677	0	201996
307	417	914	662	677	400	0	202658
308	914	662	677	400	993	0	203335
309	662	677	400	993	665	1	203735
310	677	400	993	665	420	0	204728
311	400	993	665	420	996	0	205393
312	993	665	420	996	658	1	205813
313	665	420	996	658	416	0	206809
314	420	996	658	416	954	0	207467
315	996	658	416	954	681	1	207883
316	658	416	954	681	408	0	208837
317	416	954	681	408	981	0	209518
318	954	681	408	981	688	1	209926
319	681	408	981	688	413	0	210907
320	408	981	688	413	1046	0	211595
321	981	688	413	1046	674	1	212008
322	688	413	1046	674	408	0	213054
323	413	1046	674	408	1012	0	213728
324	1046	674	408	1012	696	1	214136
325	674	408	1012	696	413	0	215148
326	408	1012	696	413	1039	0	215844
327	1012	696	413	1039	704	1	216257
328	696	413	1039	704	409	0	217296
329	413	1039	704	409	1035	0	218000
330	1039	704	409	1035	673	1	218409
331	704	409	1035	673	408	0	219444
332	409	1035	673	408	1012	0	220117
333	1035	673	408	1012	681	1	220525
334	673	408	1012	681	408	0	221537
335	408	1012	681	408	989	0	222218
336	1012	681	408	989	685	1	222626
337	681	408	989	685	408	0	223615
338	408	989	685	408	992	0	224300
339	989	685	408	992	642	1	224708
340	685	408	992	642	413	0	225700
341	408	992	642	413	910	0	226342
342	992	642	413	910	650	1	226755
343	642	413	910	650	413	0	227665
344	413	910	650	413	914	0	228315
345	910	650	413	914	662	1	228728
346	650	413	914	662	404	0	229642
347	413	914	662	404	1027	0	230304
348	914	662	404	1027	674	1	230708
349	662	404	1027	674	408	0	231735
350	404	1027	674	408	969	0	232409
351	1027	674	408	969	642	1	232817
352	674	408	969	642	409	0	233786
