index	i-2	i-1	i+0	i+1	i+2	Filter	Time
2	782	440	883	456	755	0	2163
3	440	883	456	755	564	1	2619
4	883	456	755	564	595	0	3374
5	456	755	564	595	576	1	3938
6	755	564	595	576	615	0	4533
7	564	595	576	615	653	0	5109
8	595	576	615	653	759	0	5724
9	576	615	653	759	837	0	6377
10	615	653	759	837	552	0	7136
11	653	759	837	552	1101	0	7973
12	759	837	552	1101	386	1	8525
13	837	552	1101	386	1039	0	9626
14	552	1101	386	1039	404	1	10012
15	1101	386	1039	404	899	0	11051
16	386	1039	404	899	440	1	11455
17	1039	404	899	440	786	0	12354
18	404	899	440	786	509	1	12794
19	899	440	786	509	662	0	13580
20	440	786	509	662	568	1	14089
21	786	509	662	568	611	0	14751
22	509	662	568	611	704	0	15319
23	662	568	611	704	475	0	15930
24	568	611	704	475	1148	0	16634
25	611	704	475	1148	393	1	17109
26	704	475	1148	393	1113	0	18257
27	475	1148	393	1113	393	1	18650
28	1148	393	1113	393	984	0	19763
29	393	1113	393	984	409	1	20156
30	1113	393	984	409	867	0	21140
31	393	984	409	867	456	1	21549
32	984	409	867	456	754	0	22416
33	409	867	456	754	530	1	22872
34	867	456	754	530	669	0	23626
35	456	754	530	669	599	1	24156
36	754	530	669	599	506	0	24825
37	530	669	599	506	938	0	25424
38	669	599	506	938	463	1	25930
39	599	506	938	463	930	0	26868
40	506	938	463	930	435	1	27331
41	938	463	930	435	927	0	28261
42	463	930	435	927	435	1	28696
43	930	435	927	435	845	0	29623
44	435	927	435	845	486	1	30058
45	927	435	845	486	755	0	30903
46	435	845	486	755	537	1	31389
47	845	486	755	537	665	0	32144
48	486	755	537	665	603	1	32681
49	755	537	665	603	693	0	33346
50	537	665	603	693	685	0	33949
51	665	603	693	685	731	0	34642
52	603	693	685	731	755	0	35327
53	693	685	731	755	782	0	36058
54	685	731	755	782	701	0	36813
55	731	755	782	701	727	0	37595
56	755	782	701	727	724	0	38296
57	782	701	727	724	708	0	39023
58	701	727	724	708	432	0	39747
59	727	724	708	432	907	0	40455
60	724	708	432	907	443	1	40887
61	708	432	907	443	790	0	41794
62	432	907	443	790	561	1	42237
63	907	443	790	561	572	0	43027
64	443	790	561	572	540	1	43588
65	790	561	572	540	561	0	44160
66	561	572	540	561	404	0	44700
67	572	540	561	404	845	0	45261
68	540	561	404	845	548	1	45665
69	561	404	845	548	685	0	46510
70	404	845	548	685	638	1	47058
71	845	548	685	638	475	0	47743
72	548	685	638	475	946	0	48381
73	685	638	475	946	443	1	48856
74	638	475	946	443	829	0	49802
75	475	946	443	829	506	1	50245
76	946	443	829	506	724	0	51074
77	443	829	506	724	579	1	51580
78	829	506	724	579	459	0	52304
79	506	724	579	459	790	0	52883
80	724	579	459	790	564	1	53342
81	579	459	790	564	444	0	54132
82	459	790	564	444	728	0	54696
83	790	564	444	728	560	1	55140
84	564	444	728	560	521	0	55868
85	444	728	560	521	596	0	56428
86	728	560	521	596	576	1	56949
87	560	521	596	576	630	0	57545
88	521	596	576	630	638	0	58121
89	596	576	630	638	708	0	58751
90	576	630	638	708	401	0	59389
91	630	638	708	401	1012	0	60097
92	638	708	401	1012	412	1	60498
93	708	401	1012	412	852	0	61510
94	401	1012	412	852	479	1	61922
95	1012	412	852	479	708	0	62774
96	412	852	479	708	564	1	63253
97	852	479	708	564	440	0	63961
98	479	708	564	440	720	0	64525
99	708	564	440	720	564	1	64965
100	564	440	720	564	409	0	65685
101	440	720	564	409	758	0	66249
102	720	564	409	758	565	1	66658
103	564	409	758	565	560	0	67416
104	409	758	565	560	580	0	67981
105	758	565	560	580	607	0	68541
106	565	560	580	607	443	0	69121
107	560	580	607	443	728	0	69728
108	580	607	443	728	548	1	70171
109	607	443	728	548	417	0	70899
110	443	728	548	417	696	0	71447
111	728	548	417	696	584	1	71864
112	548	417	696	584	486	0	72560
113	417	696	584	486	728	0	73144
114	696	584	486	728	576	1	73630
115	584	486	728	576	463	0	74358
116	486	728	576	463	759	0	74934
117	728	576	463	759	576	1	75397
118	576	463	759	576	443	0	76156
119	463	759	576	443	794	0	76732
120	759	576	443	794	521	1	77175
121	576	443	794	521	662	0	77969
122	443	794	521	662	568	1	78490
123	794	521	662	568	455	0	79152
124	521	662	568	455	837	0	79720
125	662	568	455	837	470	1	80175
126	568	455	837	470	767	0	81012
127	455	837	470	767	510	1	81482
128	837	470	767	510	735	0	82249
129	470	767	510	735	541	1	82759
130	767	510	735	541	603	0	83494
