index	i-2	i-1	i+0	i+1	i+2	Filter	Time
2	214	751	872	863	818	0	1837
3	751	872	863	818	774	0	2700
4	872	863	818	774	774	0	3518
5	863	818	774	774	774	0	4292
6	818	774	774	774	779	0	5066
7	774	774	774	779	762	0	5840
8	774	774	779	762	759	0	6619
9	774	779	762	759	720	0	7381
10	779	762	759	720	712	0	8140
11	762	759	720	712	700	0	8860
12	759	720	712	700	767	0	9572
13	720	712	700	767	728	0	10272
14	712	700	767	728	739	0	11039
15	700	767	728	739	755	0	11767
16	767	728	739	755	743	0	12506
17	728	739	755	743	743	0	13261
18	739	755	743	743	743	0	14004
19	755	743	743	743	736	0	14747
20	743	743	743	736	739	0	15490
21	743	743	736	739	728	0	16226
22	743	736	739	728	731	0	16965
23	736	739	728	731	739	0	17693
24	739	728	731	739	740	0	18424
25	728	731	739	740	739	0	19163
26	731	739	740	739	735	0	19903
27	739	740	739	735	736	0	20642
28	740	739	735	736	747	0	21377
29	739	735	736	747	743	0	22113
30	735	736	747	743	751	0	22860
31	736	747	743	751	739	0	23603
32	747	743	751	739	747	0	24354
33	743	751	739	747	755	0	25093
34	751	739	747	755	759	0	25840
35	739	747	755	759	755	0	26595
36	747	755	759	755	755	0	27354
37	755	759	755	755	759	0	28109
38	759	755	755	759	751	0	28864
39	755	755	759	751	751	0	29623
40	755	759	751	751	747	0	30374
41	759	751	751	747	747	0	31125
42	751	751	747	747	755	0	31872
43	751	747	747	755	751	0	32619
44	747	747	755	751	747	0	33374
45	747	755	751	747	743	0	34125
46	755	751	747	743	743	0	34872
47	751	747	743	743	747	0	35615
48	747	743	743	747	743	0	36358
49	743	743	747	743	740	0	37105
50	743	747	743	740	684	0	37848
51	747	743	740	684	724	0	38588
52	743	740	684	724	887	0	39272
53	740	684	724	887	872	0	39996
54	684	724	887	872	883	0	40883
55	724	887	872	883	763	0	41755
56	887	872	883	763	731	0	42638
57	872	883	763	731	720	0	43401
58	883	763	731	720	704	0	44132
59	763	731	720	704	1063	0	44852
60	731	720	704	1063	895	0	45556
61	720	704	1063	895	766	0	46619
62	704	1063	895	766	732	0	47514
63	1063	895	766	732	696	0	48280
64	895	766	732	696	1090	0	49012
65	766	732	696	1090	895	0	49708
66	732	696	1090	895	774	0	50798
67	696	1090	895	774	731	0	51693
68	1090	895	774	731	709	0	52467
69	895	774	731	709	700	0	53198
70	774	731	709	700	712	0	53907
71	731	709	700	712	1066	0	54607
72	709	700	712	1066	899	0	55319
73	700	712	1066	899	805	0	56385
74	712	1066	899	805	755	0	57284
75	1066	899	805	755	751	0	58089
76	899	805	755	751	747	0	58844
77	805	755	751	747	1090	0	59595
78	755	751	747	1090	1728	0	60342
79	751	747	1090	1728	1501	0	61432
80	747	1090	1728	1501	1421	0	63160
81	1090	1728	1501	1421	1124	0	64661
82	1728	1501	1421	1124	1650	0	66082
83	1501	1421	1124	1650	1479	0	67206
84	1421	1124	1650	1479	1704	0	68856
85	1124	1650	1479	1704	1591	0	70335
86	1650	1479	1704	1591	1545	1	72039
87	1479	1704	1591	1545	1541	0	73630
88	1704	1591	1545	1541	1560	0	75175
89	1591	1545	1541	1560	1568	0	76716
90	1545	1541	1560	1568	1475	0	78276
91	1541	1560	1568	1475	1420	0	79844
92	1560	1568	1475	1420	790	0	81319
93	1568	1475	1420	790	1409	0	82739
94	1475	1420	790	1409	1463	0	83529
95	1420	790	1409	1463	1327	0	84938
96	790	1409	1463	1327	692	0	86401
97	1409	1463	1327	692	1304	0	87728
98	1463	1327	692	1304	1210	0	88420
99	1327	692	1304	1210	1191	0	89724
100	692	1304	1210	1191	704	0	90934
101	1304	1210	1191	704	1268	0	92125
102	1210	1191	704	1268	1160	0	92829
103	1191	704	1268	1160	731	0	94097
104	704	1268	1160	731	1242	0	95257
105	1268	1160	731	1242	1175	0	95988
106	1160	731	1242	1175	1136	0	97230
107	731	1242	1175	1136	1136	0	98405
108	1242	1175	1136	1136	1125	0	99541
109	1175	1136	1136	1125	1175	0	100677
110	1136	1136	1125	1175	622	0	101802
111	1136	1125	1175	622	1253	0	102977
112	1125	1175	622	1253	1370	0	103599
113	1175	622	1253	1370	1498	0	104852
114	622	1253	1370	1498	1482	0	106222
115	1253	1370	1498	1482	1257	0	107720
116	1370	1498	1482	1257	1502	0	109202
117	1498	1482	1257	1502	821	0	110459
118	1482	1257	1502	821	1522	0	111961
119	1257	1502	821	1522	1097	0	112782
120	1502	821	1522	1097	770	0	114304
121	821	1522	1097	770	747	0	115401
122	1522	1097	770	747	720	0	116171
123	1097	770	747	720	1047	0	116918
124	770	747	720	1047	953	0	117638
125	747	720	1047	953	817	0	118685
126	720	1047	953	817	798	0	119638
127	1047	953	817	798	1591	0	120455
128	953	817	798	1591	1152	0	121253
129	817	798	1591	1152	1451	1	122844
130	798	1591	1152	1451	1425	0	123996
131	1591	1152	1451	1425	1120	0	125447
132	1152	1451	1425	1120	969	0	126872
133	1451	1425	1120	969	1529	0	127992
134	1425	1120	969	1529	1456	0	128961
135	1120	969	1529	1456	1136	1	130490
136	969	1529	1456	1136	941	0	131946
137	1529	1456	1136	941	1432	0	133082
138	1456	1136	941	1432	1401	0	134023
139	1136	941	1432	1401	759	0	135455
140	941	1432	1401	759	953	0	136856
141	1432	1401	759	953	946	0	137615
142	1401	759	953	946	863	0	138568
143	759	953	946	863	814	0	139514
144	953	946	863	814	1482	0	140377
145	946	863	814	1482	930	0	141191
146	863	814	1482	930	1475	1	142673
147	814	1482	930	1475	801	0	143603
148	1482	930	1475	801	759	1	145078
149	930	1475	801	759	1506	0	145879
150	1475	801	759	1506	1156	0	146638
151	801	759	1506	1156	797	1	148144
152	759	1506	1156	797	782	0	149300
153	1506	1156	797	782	747	0	150097
154	1156	797	782	747	1070	0	150879
155	797	782	747	1070	969	0	151626
156	782	747	1070	969	833	0	152696
157	747	1070	969	833	802	0	153665
158	1070	969	833	802	778	0	154498
159	969	833	802	778	766	0	155300
160	833	802	778	766	755	0	156078
161	802	778	766	755	716	0	156844
162	778	766	755	716	1055	0	157599
163	766	755	716	1055	949	0	158315
164	755	716	1055	949	860	0	159370
165	716	1055	949	860	837	0	160319
166	1055	949	860	837	813	0	161179
167	949	860	837	813	786	0	162016
168	860	837	813	786	786	0	162829
169	837	813	786	786	782	0	163615
170	813	786	786	782	770	0	164401
171	786	786	782	770	872	0	165183
172	786	782	770	872	778	0	165953
173	782	770	872	778	1374	0	166825
174	770	872	778	1374	533	0	167603
175	872	778	1374	533	1509	1	168977
176	778	1374	533	1509	786	1	169510
177	1374	533	1509	786	1343	0	171019
178	533	1509	786	1343	1082	0	171805
179	1509	786	1343	1082	797	0	173148
180	786	1343	1082	797	829	0	174230
181	1343	1082	797	829	759	0	175027
182	1082	797	829	759	735	0	175856
183	797	829	759	735	697	0	176615
184	829	759	735	697	696	0	177350
185	759	735	697	696	989	0	178047
186	735	697	696	989	875	0	178743
187	697	696	989	875	778	0	179732
188	696	989	875	778	736	0	180607
189	989	875	778	736	1035	0	181385
190	875	778	736	1035	918	0	182121
191	778	736	1035	918	1471	0	183156
192	736	1035	918	1471	1393	0	184074
193	1035	918	1471	1393	1315	0	185545
194	918	1471	1393	1315	1222	0	186938
195	1471	1393	1315	1222	1451	0	188253
196	1393	1315	1222	1451	1467	0	189475
197	1315	1222	1451	1467	1490	0	190926
198	1222	1451	1467	1490	1537	0	192393
199	1451	1467	1490	1537	1129	0	193883
200	1467	1490	1537	1129	949	0	195420
201	1490	1537	1129	949	1475	0	196549
202	1537	1129	949	1475	1451	0	197498
203	1129	949	1475	1451	1522	0	198973
204	949	1475	1451	1522	1358	0	200424
205	1475	1451	1522	1358	653	0	201946
206	1451	1522	1358	653	1284	0	203304
207	1522	1358	653	1284	1401	0	203957
208	1358	653	1284	1401	1078	0	205241
209	653	1284	1401	1078	1424	0	206642
210	1284	1401	1078	1424	1350	0	207720
211	1401	1078	1424	1350	1300	0	209144
212	1078	1424	1350	1300	1241	0	210494
213	1424	1350	1300	1241	673	0	211794
214	1350	1300	1241	673	751	0	213035
215	1300	1241	673	751	755	0	213708
216	1241	673	751	755	860	0	214459
217	673	751	755	860	852	0	215214
218	751	755	860	852	883	0	216074
219	755	860	852	883	864	0	216926
220	860	852	883	864	833	0	217809
221	852	883	864	833	1373	0	218673
222	883	864	833	1373	1366	0	219506
223	864	833	1373	1366	1432	0	220879
224	833	1373	1366	1432	1537	0	222245
225	1373	1366	1432	1537	1506	0	223677
226	1366	1432	1537	1506	1506	0	225214
227	1432	1537	1506	1506	1264	0	226720
228	1537	1506	1506	1264	1607	0	228226
229	1506	1506	1264	1607	1557	0	229490
230	1506	1264	1607	1557	1334	0	231097
231	1264	1607	1557	1334	1635	0	232654
232	1607	1557	1334	1635	1490	0	233988
233	1557	1334	1635	1490	1124	0	235623
234	1334	1635	1490	1124	938	0	237113
235	1635	1490	1124	938	1416	0	238237
236	1490	1124	938	1416	1393	0	239175
237	1124	938	1416	1393	1456	0	240591
238	938	1416	1393	1456	1042	0	241984
239	1416	1393	1456	1042	833	0	243440
240	1393	1456	1042	833	786	0	244482
241	1456	1042	833	786	1187	0	245315
242	1042	833	786	1187	1019	0	246101
243	833	786	1187	1019	1553	0	247288
244	786	1187	1019	1553	1591	0	248307
245	1187	1019	1553	1591	1012	0	249860
246	1019	1553	1591	1012	891	0	251451
247	1553	1591	1012	891	872	0	252463
248	1591	1012	891	872	817	0	253354
249	1012	891	872	817	871	0	254226
250	891	872	817	871	782	0	255043
251	872	817	871	782	771	0	255914
252	817	871	782	771	1319	0	256696
253	871	782	771	1319	1510	0	257467
254	782	771	1319	1510	1116	0	258786
255	771	1319	1510	1116	751	1	260296
256	1319	1510	1116	751	1343	0	261412
257	1510	1116	751	1343	1513	0	262163
258	1116	751	1343	1513	1545	0	263506
259	751	1343	1513	1545	1533	1	265019
260	1343	1513	1545	1533	1522	0	266564
261	1513	1545	1533	1522	1171	1	268097
262	1545	1533	1522	1171	965	0	269619
263	1533	1522	1171	965	829	0	270790
264	1522	1171	965	829	782	0	271755
265	1171	965	829	782	755	0	272584
266	965	829	782	755	801	0	273366
267	829	782	755	801	1113	0	274121
268	782	755	801	1113	887	0	274922
269	755	801	1113	887	798	0	276035
270	801	1113	887	798	770	0	276922
271	1113	887	798	770	759	0	277720
272	887	798	770	759	778	0	278490
273	798	770	759	778	1066	0	279249
274	770	759	778	1066	533	0	280027
275	759	778	1066	533	1195	0	281093
276	778	1066	533	1195	778	1	281626
277	1066	533	1195	778	755	0	282821
278	533	1195	778	755	716	0	283599
279	1195	778	755	716	1019	0	284354
280	778	755	716	1019	907	0	285070
281	755	716	1019	907	782	0	286089
282	716	1019	907	782	732	0	286996
283	1019	907	782	732	1039	0	287778
284	907	782	732	1039	906	0	288510
285	782	732	1039	906	817	0	289549
286	732	1039	906	817	763	0	290455
287	1039	906	817	763	724	0	291272
288	906	817	763	724	1058	0	292035
289	817	763	724	1058	934	0	292759
290	763	724	1058	934	798	0	293817
291	724	1058	934	798	762	0	294751
292	1058	934	798	762	728	0	295549
293	934	798	762	728	1109	0	296311
294	798	762	728	1109	910	0	297039
295	762	728	1109	910	814	0	298148
296	728	1109	910	814	770	0	299058
297	1109	910	814	770	759	0	299872
298	910	814	770	759	743	0	300642
299	814	770	759	743	1070	0	301401
300	770	759	743	1070	946	0	302144
301	759	743	1070	946	797	0	303214
302	743	1070	946	797	755	0	304160
303	1070	946	797	755	743	0	304957
304	946	797	755	743	732	0	305712
305	797	755	743	732	704	0	306455
306	755	743	732	704	1074	0	307187
307	743	732	704	1074	930	0	307891
308	732	704	1074	930	809	0	308965
309	704	1074	930	809	759	0	309895
310	1074	930	809	759	732	0	310704
311	930	809	759	732	723	0	311463
312	809	759	732	723	728	0	312195
313	759	732	723	728	720	0	312918
314	732	723	728	720	1085	0	313646
315	723	728	720	1085	895	0	314366
316	728	720	1085	895	802	0	315451
317	720	1085	895	802	770	0	316346
318	1085	895	802	770	751	0	317148
319	895	802	770	751	1113	0	317918
320	802	770	751	1113	938	0	318669
321	770	751	1113	938	825	0	319782
322	751	1113	938	825	782	0	320720
323	1113	938	825	782	747	0	321545
324	938	825	782	747	1078	0	322327
325	825	782	747	1078	899	0	323074
326	782	747	1078	899	848	0	324152
327	747	1078	899	848	759	0	325051
328	1078	899	848	759	723	0	325899
329	899	848	759	723	708	0	326658
330	848	759	723	708	697	0	327381
331	759	723	708	697	1105	0	328089
332	723	708	697	1105	922	0	328786
333	708	697	1105	922	821	0	329891
334	697	1105	922	821	755	0	330813
335	1105	922	821	755	739	0	331634
336	922	821	755	739	732	0	332389
337	821	755	739	732	728	0	333128
338	755	739	732	728	1105	0	333860
339	739	732	728	1105	914	0	334588
340	732	728	1105	914	798	0	335693
341	728	1105	914	798	770	0	336607
342	1105	914	798	770	739	0	337405
343	914	798	770	739	1094	0	338175
344	798	770	739	1094	922	0	338914
345	770	739	1094	922	821	0	340008
346	739	1094	922	821	770	0	340930
347	1094	922	821	770	736	0	341751
348	922	821	770	736	1089	0	342521
349	821	770	736	1089	915	0	343257
350	770	736	1089	915	805	0	344346
351	736	1089	915	805	767	0	345261
352	1089	915	805	767	731	0	346066
353	915	805	767	731	1094	0	346833
354	805	767	731	1094	906	0	347564
355	767	731	1094	906	798	0	348658
356	731	1094	906	798	766	0	349564
357	1094	906	798	766	724	0	350362
358	906	798	766	724	1097	0	351128
359	798	766	724	1097	923	0	351852
360	766	724	1097	923	817	0	352949
361	724	1097	923	817	766	0	353872
362	1097	923	817	766	736	0	354689
363	923	817	766	736	712	0	355455
364	817	766	736	712	727	0	356191
365	766	736	712	727	724	0	356903
366	736	712	727	724	922	0	357630
367	712	727	724	922	1024	0	358354
368	727	724	922	1024	852	0	359276
369	724	922	1024	852	829	0	360300
370	922	1024	852	829	863	0	361152
371	1024	852	829	863	860	0	361981
372	852	829	863	860	856	0	362844
373	829	863	860	856	841	0	363704
374	863	860	856	841	836	0	364560
375	860	856	841	836	833	0	365401
376	856	841	836	833	907	0	366237
377	841	836	833	907	825	0	367070
378	836	833	907	825	789	0	367977
379	833	907	825	789	775	0	368802
380	907	825	789	775	755	0	369591
381	825	789	775	755	914	0	370366
382	789	775	755	914	1008	0	371121
383	775	755	914	1008	945	0	372035
384	755	914	1008	945	849	0	373043
385	914	1008	945	849	801	0	373988
386	1008	945	849	801	771	0	374837
387	945	849	801	771	739	0	375638
388	849	801	771	739	1136	0	376409
389	801	771	739	1136	957	0	377148
390	771	739	1136	957	841	0	378284
391	739	1136	957	841	782	0	379241
392	1136	957	841	782	762	0	380082
393	957	841	782	762	759	0	380864
394	841	782	762	759	755	0	381626
395	782	762	759	755	1156	0	382385
396	762	759	755	1156	953	0	383140
397	759	755	1156	953	829	0	384296
398	755	1156	953	829	786	0	385249
399	1156	953	829	786	552	0	386078
400	953	829	786	552	934	0	386864
401	829	786	552	934	720	1	387416
402	786	552	934	720	1105	0	388350
403	552	934	720	1105	953	0	389070
404	934	720	1105	953	818	0	390175
405	720	1105	953	818	782	0	391128
406	1105	953	818	782	770	0	391946
407	953	818	782	770	763	0	392728
408	818	782	770	763	1148	0	393498
409	782	770	763	1148	972	0	394261
410	770	763	1148	972	829	0	395409
411	763	1148	972	829	790	0	396381
412	1148	972	829	790	763	0	397210
413	972	829	790	763	751	0	398000
414	829	790	763	751	716	0	398763
415	790	763	751	716	1140	0	399514
416	763	751	716	1140	941	0	400230
417	751	716	1140	941	825	0	401370
418	716	1140	941	825	778	0	402311
419	1140	941	825	778	759	0	403136
420	941	825	778	759	739	0	403914
421	825	778	759	739	1129	0	404673
422	778	759	739	1129	965	0	405412
423	759	739	1129	965	805	0	406541
424	739	1129	965	805	771	0	407506
425	1129	965	805	771	751	0	408311
426	965	805	771	751	739	0	409082
427	805	771	751	739	743	0	409833
428	771	751	739	743	806	0	410572
429	751	739	743	806	1093	0	411315
430	739	743	806	1093	957	0	412121
431	743	806	1093	957	848	0	413214
432	806	1093	957	848	818	0	414171
433	1093	957	848	818	786	0	415019
434	957	848	818	786	766	0	415837
435	848	818	786	766	743	0	416623
436	818	786	766	743	732	0	417389
437	786	766	743	732	708	0	418132
438	766	743	732	708	1089	0	418864
439	743	732	708	1089	911	0	419572
440	732	708	1089	911	805	0	420661
441	708	1089	911	805	740	0	421572
442	1089	911	805	740	723	0	422377
443	911	805	740	723	724	0	423117
444	805	740	723	724	736	0	423840
445	740	723	724	736	1066	0	424564
446	723	724	736	1066	918	0	425300
447	724	736	1066	918	821	0	426366
448	736	1066	918	821	782	0	427284
449	1066	918	821	782	778	0	428105
450	918	821	782	778	767	0	428887
451	821	782	778	767	1089	0	429665
452	782	778	767	1089	985	0	430432
453	778	767	1089	985	829	0	431521
454	767	1089	985	829	801	0	432506
455	1089	985	829	801	786	0	433335
456	985	829	801	786	771	0	434136
457	829	801	786	771	1105	0	434922
458	801	786	771	1105	953	0	435693
459	786	771	1105	953	817	0	436798
460	771	1105	953	817	755	0	437751
