index	i-2	i-1	i+0	i+1	i+2	Filter	Time
2	253	934	513	1284	930	1	1700
3	934	513	1284	930	506	0	2984
4	513	1284	930	506	1308	0	3914
5	1284	930	506	1308	930	1	4420
6	930	506	1308	930	509	0	5728
7	506	1308	930	509	1331	0	6658
8	1308	930	509	1331	918	1	7167
9	930	509	1331	918	506	0	8498
10	509	1331	918	506	1315	0	9416
11	1331	918	506	1315	930	1	9922
12	918	506	1315	930	510	0	11237
13	506	1315	930	510	1261	0	12167
14	1315	930	510	1261	902	1	12677
15	930	510	1261	902	510	0	13938
16	510	1261	902	510	1234	0	14840
17	1261	902	510	1234	887	1	15350
18	902	510	1234	887	529	0	16584
19	510	1234	887	529	1226	0	17471
20	1234	887	529	1226	875	1	18000
21	887	529	1226	875	522	0	19226
22	529	1226	875	522	1214	0	20101
23	1226	875	522	1214	879	1	20623
24	875	522	1214	879	541	0	21837
25	522	1214	879	541	1241	0	22716
26	1214	879	541	1241	879	1	23257
27	879	541	1241	879	522	0	24498
28	541	1241	879	522	1292	0	25377
29	1241	879	522	1292	926	1	25899
30	879	522	1292	926	517	0	27191
31	522	1292	926	517	1308	0	28117
32	1292	926	517	1308	961	1	28634
33	926	517	1308	961	509	0	29942
34	517	1308	961	509	1339	0	30903
35	1308	961	509	1339	949	1	31412
36	961	509	1339	949	506	0	32751
37	509	1339	949	506	1331	0	33700
38	1339	949	506	1331	938	1	34206
39	949	506	1331	938	513	0	35537
40	506	1331	938	513	1312	0	36475
41	1331	938	513	1312	902	1	36988
42	938	513	1312	902	514	0	38300
43	513	1312	902	514	1315	0	39202
44	1312	902	514	1315	938	1	39716
45	902	514	1315	938	506	0	41031
46	514	1315	938	506	1288	0	41969
47	1315	938	506	1288	930	1	42475
48	938	506	1288	930	513	0	43763
49	506	1288	930	513	1292	0	44693
50	1288	930	513	1292	914	1	45206
51	930	513	1292	914	499	0	46498
52	513	1292	914	499	1276	0	47412
53	1292	914	499	1276	902	1	47911
54	914	499	1276	902	514	0	49187
55	499	1276	902	514	1187	0	50089
56	1276	902	514	1187	801	1	50603
57	902	514	1187	801	545	0	51790
58	514	1187	801	545	1066	0	52591
59	1187	801	545	1066	806	1	53136
60	801	545	1066	806	844	0	54202
61	545	1066	806	844	903	0	55008
62	1066	806	844	903	945	0	55852
63	806	844	903	945	888	0	56755
64	844	903	945	888	568	0	57700
65	903	945	888	568	1288	0	58588
66	945	888	568	1288	933	1	59156
67	888	568	1288	933	522	0	60444
68	568	1288	933	522	1346	0	61377
69	1288	933	522	1346	977	1	61899
70	933	522	1346	977	506	0	63245
71	522	1346	977	506	1377	0	64222
72	1346	977	506	1377	973	1	64728
73	977	506	1377	973	502	0	66105
74	506	1377	973	502	1373	0	67078
75	1377	973	502	1373	954	1	67580
76	973	502	1373	954	498	0	68953
77	502	1373	954	498	1385	0	69907
78	1373	954	498	1385	938	1	70405
79	954	498	1385	938	498	0	71790
80	498	1385	938	498	1369	0	72728
81	1385	938	498	1369	926	1	73226
82	938	498	1369	926	502	0	74595
83	498	1369	926	502	1304	0	75521
84	1369	926	502	1304	910	1	76023
85	926	502	1304	910	510	0	77327
86	502	1304	910	510	1253	0	78237
87	1304	910	510	1253	895	1	78747
88	910	510	1253	895	510	0	80000
89	510	1253	895	510	1276	0	80895
90	1253	895	510	1276	910	1	81405
91	895	510	1276	910	510	0	82681
92	510	1276	910	510	1308	0	83591
93	1276	910	510	1308	933	1	84101
94	910	510	1308	933	506	0	85409
95	510	1308	933	506	1304	0	86342
96	1308	933	506	1304	875	1	86848
97	933	506	1304	875	518	0	88152
98	506	1304	875	518	1179	0	89027
99	1304	875	518	1179	836	1	89545
100	875	518	1179	836	541	0	90724
101	518	1179	836	541	1276	0	91560
102	1179	836	541	1276	880	1	92101
103	836	541	1276	880	537	0	93377
104	541	1276	880	537	1257	0	94257
105	1276	880	537	1257	887	1	94794
106	880	537	1257	887	517	0	96051
107	537	1257	887	517	1273	0	96938
108	1257	887	517	1273	910	1	97455
109	887	517	1273	910	529	0	98728
110	517	1273	910	529	1284	0	99638
111	1273	910	529	1284	930	1	100167
112	910	529	1284	930	506	0	101451
113	529	1284	930	506	1346	0	102381
114	1284	930	506	1346	950	1	102887
115	930	506	1346	950	502	0	104233
116	506	1346	950	502	1354	0	105183
117	1346	950	502	1354	953	1	105685
118	950	502	1354	953	502	0	107039
119	502	1354	953	502	1339	0	107992
120	1354	953	502	1339	941	1	108494
121	953	502	1339	941	502	0	109833
122	502	1339	941	502	1288	0	110774
123	1339	941	502	1288	907	1	111276
124	941	502	1288	907	517	0	112564
125	502	1288	907	517	1273	0	113471
126	1288	907	517	1273	910	1	113988
127	907	517	1273	910	502	0	115261
128	517	1273	910	502	1284	0	116171
129	1273	910	502	1284	876	1	116673
130	910	502	1284	876	521	0	117957
131	502	1284	876	521	1237	0	118833
132	1284	876	521	1237	903	1	119354
133	876	521	1237	903	518	0	120591
134	521	1237	903	518	1264	0	121494
135	1237	903	518	1264	915	1	122012
136	903	518	1264	915	521	0	123276
137	518	1264	915	521	1300	0	124191
138	1264	915	521	1300	910	1	124712
139	915	521	1300	910	514	0	126012
140	521	1300	910	514	1315	0	126922
141	1300	910	514	1315	926	1	127436
142	910	514	1315	926	498	0	128751
143	514	1315	926	498	1335	0	129677
144	1315	926	498	1335	949	1	130175
145	926	498	1335	949	506	0	131510
146	498	1335	949	506	1346	0	132459
