index	i-2	i-1	i+0	i+1	i+2	Filter	Time
2	385	385	385	382	381	0	1206
3	385	385	382	381	377	0	1588
4	385	382	381	377	386	0	1969
5	382	381	377	386	377	0	2346
6	381	377	386	377	385	0	2732
7	377	386	377	385	378	0	3109
8	386	377	385	378	381	0	3494
9	377	385	378	381	377	0	3872
10	385	378	381	377	382	0	4253
11	378	381	377	382	373	0	4630
12	381	377	382	373	382	0	5012
13	377	382	373	382	377	0	5385
14	382	373	382	377	374	0	5767
15	373	382	377	374	381	0	6144
16	382	377	374	381	369	0	6518
17	377	374	381	369	378	0	6899
18	374	381	369	378	377	0	7268
19	381	369	378	377	374	0	7646
20	369	378	377	374	373	0	8023
21	378	377	374	373	378	0	8397
22	377	374	373	378	373	0	8770
23	374	373	378	373	374	0	9148
24	373	378	373	374	385	0	9521
25	378	373	374	385	381	0	9895
26	373	374	385	381	382	0	10280
27	374	385	381	382	377	0	10661
28	385	381	382	377	385	0	11043
29	381	382	377	385	382	0	11420
30	382	377	385	382	381	0	11805
31	377	385	382	381	381	0	12187
32	385	382	381	381	386	0	12568
33	382	381	381	386	381	0	12949
34	381	381	386	381	389	0	13335
35	381	386	381	389	385	0	13716
36	386	381	389	385	389	0	14105
37	381	389	385	389	393	0	14490
38	389	385	389	393	386	0	14879
39	385	389	393	386	396	0	15272
40	389	393	386	396	393	0	15658
41	393	386	396	393	393	0	16054
42	386	396	393	393	397	0	16447
43	396	393	393	397	393	0	16840
44	393	393	397	393	397	0	17237
45	393	397	393	397	389	0	17630
46	397	393	397	389	397	0	18027
47	393	397	389	397	393	0	18416
48	397	389	397	393	393	0	18813
49	389	397	393	393	393	0	19206
50	397	393	393	393	393	0	19599
51	393	393	393	393	397	0	19992
52	393	393	393	397	389	0	20385
53	393	393	397	389	389	0	20782
54	393	397	389	389	401	0	21171
55	397	389	389	401	385	0	21560
56	389	389	401	385	393	0	21961
57	389	401	385	393	389	0	22346
58	401	385	393	389	382	0	22739
59	385	393	389	382	401	0	23128
60	393	389	382	401	393	1	23510
61	389	382	401	393	392	0	23911
62	382	401	393	392	393	0	24304
63	401	393	392	393	405	0	24696
64	393	392	393	405	381	0	25089
65	392	393	405	381	393	0	25494
66	393	405	381	393	397	0	25875
67	405	381	393	397	393	0	26268
68	381	393	397	393	393	0	26665
69	393	397	393	393	389	1	27058
70	397	393	393	389	393	0	27451
71	393	393	389	393	393	0	27840
72	393	389	393	393	393	0	28233
73	389	393	393	393	390	0	28626
74	393	393	393	390	385	0	29019
75	393	393	390	385	385	0	29409
76	393	390	385	385	389	0	29794
77	390	385	385	389	381	0	30179
78	385	385	389	381	382	0	30568
79	385	389	381	382	385	0	30949
80	389	381	382	385	385	0	31331
81	381	382	385	385	378	0	31716
82	382	385	385	378	385	0	32101
83	385	385	378	385	385	0	32479
84	385	378	385	385	377	0	32864
85	378	385	385	377	390	0	33249
86	385	385	377	390	377	0	33626
87	385	377	390	377	389	0	34016
88	377	390	377	389	385	0	34393
89	390	377	389	385	401	0	34782
90	377	389	385	401	350	0	35167
91	389	385	401	350	428	0	35568
92	385	401	350	428	389	1	35918
93	401	350	428	389	390	0	36346
94	350	428	389	390	393	0	36735
95	428	389	390	393	393	0	37125
96	389	390	393	393	385	0	37518
97	390	393	393	385	385	0	37911
98	393	393	385	385	393	0	38296
99	393	385	385	393	381	0	38681
100	385	385	393	381	389	0	39074
101	385	393	381	389	386	0	39455
102	393	381	389	386	385	0	39844
103	381	389	386	385	385	0	40230
104	389	386	385	385	381	0	40615
105	386	385	385	381	378	0	41000
106	385	385	381	378	393	0	41381
107	385	381	378	393	389	1	41759
108	381	378	393	389	385	0	42152
109	378	393	389	385	381	0	42541
110	393	389	385	381	389	0	42926
111	389	385	381	389	382	0	43307
112	385	381	389	382	389	0	43696
113	381	389	382	389	377	0	44078
114	389	382	389	377	386	0	44467
115	382	389	377	386	381	0	44844
116	389	377	386	381	377	0	45230
117	377	386	381	377	382	0	45611
118	386	381	377	382	385	0	45988
119	381	377	382	385	373	0	46370
120	377	382	385	373	374	0	46755
121	382	385	373	374	385	0	47128
122	385	373	374	385	362	0	47502
123	373	374	385	362	374	0	47887
124	374	385	362	374	369	0	48249
125	385	362	374	369	374	0	48623
126	362	374	369	374	373	0	48992
127	374	369	374	373	374	0	49366
128	369	374	373	374	369	0	49739
129	374	373	374	369	362	0	50113
130	373	374	369	362	366	0	50482
131	374	369	362	366	366	0	50844
132	369	362	366	366	370	0	51210
133	362	366	366	370	361	0	51576
134	366	366	370	361	374	0	51946
135	366	370	361	374	350	0	52307
136	370	361	374	350	362	0	52681
137	361	374	350	362	362	0	53031
138	374	350	362	362	350	0	53393
139	350	362	362	350	370	0	53755
140	362	362	350	370	354	1	54105
141	362	350	370	354	362	0	54475
142	350	370	354	362	354	0	54829
143	370	354	362	354	354	0	55191
144	354	362	354	354	358	0	55545
145	362	354	354	358	354	0	55899
146	354	354	358	354	354	0	56257
147	354	358	354	354	358	0	56611
148	358	354	354	358	350	0	56965
149	354	354	358	350	354	0	57323
150	354	358	350	354	350	0	57673
151	358	350	354	350	351	0	58027
152	350	354	350	351	354	0	58377
153	354	350	351	354	346	0	58728
154	350	351	354	346	346	0	59082
155	351	354	346	346	347	0	59428
156	354	346	346	347	354	0	59774
157	346	346	347	354	346	0	60121
158	346	347	354	346	342	0	60475
159	347	354	346	342	335	0	60821
160	354	346	342	335	362	0	61163
161	346	342	335	362	342	0	61498
162	342	335	362	342	347	0	61860
163	335	362	342	347	350	0	62202
164	362	342	347	350	342	0	62549
165	342	347	350	342	343	0	62899
166	347	350	342	343	342	0	63241
167	350	342	343	342	346	0	63584
168	342	343	342	346	327	0	63926
169	343	342	346	327	354	0	64272
170	342	346	327	354	343	0	64599
171	346	327	354	343	342	0	64953
172	327	354	343	342	346	0	65296
173	354	343	342	346	339	0	65638
174	343	342	346	339	338	0	65984
175	342	346	339	338	343	0	66323
176	346	339	338	343	342	0	66661
177	339	338	343	342	343	0	67004
178	338	343	342	343	338	0	67346
179	343	342	343	338	343	0	67689
180	342	343	338	343	334	0	68027
181	343	338	343	334	343	0	68370
182	338	343	334	343	342	0	68704
183	343	334	343	342	339	0	69047
184	334	343	342	339	338	0	69389
185	343	342	339	338	346	0	69728
186	342	339	338	346	343	0	70066
187	339	338	346	343	342	0	70412
188	338	346	343	342	343	0	70755
189	346	343	342	343	342	0	71097
190	343	342	343	342	339	0	71440
191	342	343	342	339	346	0	71782
192	343	342	339	346	342	0	72121
193	342	339	346	342	343	0	72467
194	339	346	342	343	346	0	72809
195	346	342	343	346	342	0	73152
196	342	343	346	342	327	0	73498
197	343	346	342	327	362	0	73840
198	346	342	327	362	346	0	74167
199	342	327	362	346	351	0	74529
200	327	362	346	351	338	0	74875
201	362	346	351	338	350	0	75226
202	346	351	338	350	335	0	75564
203	351	338	350	335	358	0	75914
204	338	350	335	358	339	0	76249
205	350	335	358	339	350	0	76607
206	335	358	339	350	346	0	76946
207	358	339	350	346	346	0	77296
208	339	350	346	346	351	0	77642
209	350	346	346	351	342	0	77988
210	346	346	351	342	350	0	78339
211	346	351	342	350	323	0	78681
212	351	342	350	323	366	0	79031
213	342	350	323	366	350	0	79354
214	350	323	366	350	346	0	79720
215	323	366	350	346	351	0	80070
216	366	350	346	351	350	0	80416
217	350	346	351	350	350	0	80767
218	346	351	350	350	350	0	81117
219	351	350	350	350	346	0	81467
220	350	350	350	346	355	0	81817
221	350	350	346	355	350	0	82163
222	350	346	355	350	346	0	82518
223	346	355	350	346	358	0	82868
224	355	350	346	358	346	0	83214
225	350	346	358	346	358	0	83572
226	346	358	346	358	350	0	83918
227	358	346	358	350	362	0	84276
228	346	358	350	362	354	0	84626
229	358	350	362	354	362	0	84988
230	350	362	354	362	354	0	85342
231	362	354	362	354	354	0	85704
232	354	362	354	354	362	0	86058
233	362	354	354	362	362	0	86412
234	354	354	362	362	358	0	86774
235	354	362	362	358	362	0	87136
236	362	362	358	362	362	0	87494
237	362	358	362	362	362	0	87856
238	358	362	362	362	362	0	88218
239	362	362	362	362	362	0	88580
240	362	362	362	362	365	0	88942
241	362	362	362	365	362	0	89304
242	362	362	365	362	366	0	89669
243	362	365	362	366	370	0	90031
244	365	362	366	370	361	0	90397
245	362	366	370	361	370	0	90767
246	366	370	361	370	366	0	91128
247	370	361	370	366	373	0	91498
248	361	370	366	373	366	0	91864
249	370	366	373	366	374	0	92237
250	366	373	366	374	369	0	92603
251	373	366	374	369	374	0	92977
252	366	374	369	374	373	0	93346
253	374	369	374	373	374	0	93720
254	369	374	373	374	370	0	94093
255	374	373	374	370	373	0	94467
256	373	374	370	373	374	0	94837
257	374	370	373	374	365	0	95210
258	370	373	374	365	374	0	95584
259	373	374	365	374	373	0	95949
260	374	365	374	373	370	0	96323
261	365	374	373	370	378	0	96696
262	374	373	370	378	377	0	97066
263	373	370	378	377	377	0	97444
264	370	378	377	377	382	0	97821
265	378	377	377	382	354	0	98198
266	377	377	382	354	420	0	98580
267	377	382	354	420	385	1	98934
268	382	354	420	385	378	0	99354
269	354	420	385	378	393	0	99739
270	420	385	378	393	381	0	100117
271	385	378	393	381	389	0	100510
272	378	393	381	389	381	0	100891
273	393	381	389	381	390	0	101280
274	381	389	381	390	381	0	101661
275	389	381	390	381	389	0	102051
276	381	390	381	389	385	0	102432
277	390	381	389	385	389	0	102821
278	381	389	385	389	393	0	103206
279	389	385	389	393	389	0	103595
280	385	389	393	389	393	0	103988
281	389	393	389	393	393	0	104377
