index	i-2	i-1	i+0	i+1	i+2	Filter	Time
2	280	790	794	801	806	0	1864
3	790	794	801	806	813	0	2665
4	794	801	806	813	825	0	3471
5	801	806	813	825	833	0	4284
6	806	813	825	833	840	0	5109
7	813	825	833	840	852	0	5942
8	825	833	840	852	864	0	6782
9	833	840	852	864	856	0	7634
10	840	852	864	856	860	0	8498
11	852	864	856	860	864	0	9354
12	864	856	860	864	844	0	10214
13	856	860	864	844	848	0	11078
14	860	864	844	848	837	0	11922
15	864	844	848	837	829	0	12770
16	844	848	837	829	817	0	13607
17	848	837	829	817	809	0	14436
18	837	829	817	809	798	0	15253
19	829	817	809	798	794	0	16062
20	817	809	798	794	797	0	16860
21	809	798	794	797	786	0	17654
22	798	794	797	786	786	0	18451
23	794	797	786	786	786	0	19237
24	797	786	786	786	786	0	20023
25	786	786	786	786	775	0	20809
26	786	786	786	775	782	0	21595
27	786	786	775	782	774	0	22370
28	786	775	782	774	774	0	23152
29	775	782	774	774	767	0	23926
30	782	774	774	767	766	0	24700
31	774	774	767	766	771	0	25467
32	774	767	766	771	790	0	26233
33	767	766	771	790	770	0	27004
34	766	771	790	770	518	0	27794
35	771	790	770	518	1062	0	28564
36	790	770	518	1062	767	1	29082
37	770	518	1062	767	774	0	30144
38	518	1062	767	774	766	0	30911
39	1062	767	774	766	736	0	31685
40	767	774	766	736	786	0	32451
41	774	766	736	786	762	0	33187
42	766	736	786	762	786	0	33973
43	736	786	762	786	783	0	34735
44	786	762	786	783	789	0	35521
45	762	786	783	789	806	0	36304
46	786	783	789	806	801	0	37093
47	783	789	806	801	818	0	37899
48	789	806	801	818	778	0	38700
49	806	801	818	778	786	0	39518
50	801	818	778	786	793	0	40296
51	818	778	786	793	794	0	41082
52	778	786	793	794	790	0	41875
53	786	793	794	790	806	0	42669
54	793	794	790	806	797	0	43459
55	794	790	806	797	802	0	44265
56	790	806	797	802	801	0	45062
57	806	797	802	801	802	0	45864
58	797	802	801	802	805	0	46665
59	802	801	802	805	810	0	47467
60	801	802	805	810	817	0	48272
61	802	805	810	817	829	0	49082
62	805	810	817	829	817	0	49899
63	810	817	829	817	832	0	50728
64	817	829	817	832	829	0	51545
65	829	817	832	829	825	0	52377
66	817	832	829	825	841	0	53206
67	832	829	825	841	828	0	54031
68	829	825	841	828	829	0	54872
69	825	841	828	829	825	0	55700
70	841	828	829	825	809	0	56529
71	828	829	825	809	821	0	57354
72	829	825	809	821	821	0	58163
73	825	809	821	821	825	0	58984
74	809	821	821	825	821	0	59805
75	821	821	825	821	817	0	60630
76	821	825	821	817	810	0	61451
77	825	821	817	810	840	0	62268
78	821	817	810	840	821	0	63078
79	817	810	840	821	829	0	63918
80	810	840	821	829	825	0	64739
81	840	821	829	825	805	0	65568
82	821	829	825	805	802	0	66393
83	829	825	805	802	802	0	67198
84	825	805	802	802	805	0	68000
85	805	802	802	805	817	0	68802
86	802	802	805	817	817	0	69607
87	802	805	817	817	821	0	70424
88	805	817	817	821	821	0	71241
89	817	817	821	821	817	0	72062
90	817	821	821	817	810	0	72883
91	821	821	817	810	809	0	73700
92	821	817	810	809	809	0	74510
93	817	810	809	809	821	0	75319
94	810	809	809	821	814	0	76128
95	809	809	821	814	809	0	76949
96	809	821	814	809	821	0	77763
97	821	814	809	821	790	0	78572
98	814	809	821	790	801	0	79393
99	809	821	790	801	814	0	80183
100	821	790	801	814	813	0	80984
101	790	801	814	813	829	0	81798
102	801	814	813	829	821	0	82611
103	814	813	829	821	817	0	83440
104	813	829	821	817	825	0	84261
105	829	821	817	825	809	0	85078
106	821	817	825	809	790	0	85903
107	817	825	809	790	778	0	86712
108	825	809	790	778	782	0	87502
109	809	790	778	782	810	0	88280
110	790	778	782	810	786	0	89062
111	778	782	810	786	813	0	89872
112	782	810	786	813	809	0	90658
113	810	786	813	809	809	0	91471
114	786	813	809	809	810	0	92280
115	813	809	809	810	805	0	93089
116	809	809	810	805	786	0	93899
117	809	810	805	786	790	0	94704
118	810	805	786	790	774	0	95490
119	805	786	790	774	779	0	96280
120	786	790	774	779	774	0	97054
121	790	774	779	774	774	0	97833
122	774	779	774	774	767	0	98607
123	779	774	774	767	766	0	99381
124	774	774	767	766	767	0	100148
125	774	767	766	767	782	0	100914
126	767	766	767	782	794	0	101681
127	766	767	782	794	801	0	102463
128	767	782	794	801	806	0	103257
129	782	794	801	806	797	0	104058
130	794	801	806	797	810	0	104864
131	801	806	797	810	805	0	105661
132	806	797	810	805	778	0	106471
133	797	810	805	778	771	0	107276
134	810	805	778	771	763	0	108054
135	805	778	771	763	782	0	108825
136	778	771	763	782	797	0	109588
137	771	763	782	797	782	0	110370
138	763	782	797	782	798	0	111167
139	782	797	782	798	767	0	111949
140	797	782	798	767	766	0	112747
141	782	798	767	766	763	0	113514
142	798	767	766	763	751	0	114280
143	767	766	763	751	778	0	115043
144	766	763	751	778	767	0	115794
145	763	751	778	767	797	0	116572
146	751	778	767	797	825	0	117339
147	778	767	797	825	813	0	118136
148	767	797	825	813	817	0	118961
149	797	825	813	817	810	0	119774
150	825	813	817	810	790	0	120591
151	813	817	810	790	797	0	121401
152	817	810	790	797	779	0	122191
153	810	790	797	779	786	0	122988
154	790	797	779	786	793	0	123767
155	797	779	786	793	782	0	124553
156	779	786	793	782	783	0	125346
157	786	793	782	783	778	0	126128
158	793	782	783	778	766	0	126911
159	782	783	778	766	767	0	127689
160	783	778	766	767	774	0	128455
161	778	766	767	774	771	0	129222
162	766	767	774	771	770	0	129996
163	767	774	771	770	763	0	130767
164	774	771	770	763	758	0	131537
165	771	770	763	758	751	0	132300
166	770	763	758	751	736	0	133058
167	763	758	751	736	731	0	133809
168	758	751	736	731	720	0	134545
169	751	736	731	720	716	0	135276
170	736	731	720	716	724	0	135996
171	731	720	716	724	735	0	136712
172	720	716	724	735	751	0	137436
173	716	724	735	751	771	0	138171
174	724	735	751	771	782	0	138922
175	735	751	771	782	793	0	139693
176	751	771	782	793	790	0	140475
177	771	782	793	790	771	0	141268
178	782	793	790	771	759	0	142058
179	793	790	771	759	778	0	142829
180	790	771	759	778	790	0	143588
181	771	759	778	790	778	0	144366
182	759	778	790	778	778	0	145156
183	778	790	778	778	778	0	145934
184	790	778	778	778	794	0	146712
185	778	778	778	794	778	0	147490
186	778	778	794	778	786	0	148284
187	778	794	778	786	763	0	149062
188	794	778	786	763	763	0	149848
189	778	786	763	763	743	0	150611
190	786	763	763	743	755	0	151374
191	763	763	743	755	743	0	152117
192	763	743	755	743	735	0	152872
193	743	755	743	735	739	0	153615
194	755	743	735	739	748	0	154350
195	743	735	739	748	743	0	155089
196	735	739	748	743	747	0	155837
197	739	748	743	747	739	0	156580
198	748	743	747	739	759	0	157327
199	743	747	739	759	755	0	158066
200	747	739	759	755	774	0	158825
201	739	759	755	774	790	0	159580
202	759	755	774	790	778	0	160354
203	755	774	790	778	771	0	161144
204	774	790	778	771	786	0	161922
205	790	778	771	786	789	0	162693
206	778	771	786	789	786	0	163479
207	771	786	789	786	783	0	164268
208	786	789	786	783	774	0	165054
209	789	786	783	774	778	0	165837
210	786	783	774	778	782	0	166611
211	783	774	778	782	806	0	167389
212	774	778	782	806	521	0	168171
213	778	782	806	521	1132	0	168977
214	782	806	521	1132	821	1	169498
215	806	521	1132	821	790	0	170630
216	521	1132	821	790	806	0	171451
217	1132	821	790	806	793	0	172241
218	821	790	806	793	786	0	173047
219	790	806	793	786	798	0	173840
220	806	793	786	798	774	0	174626
221	793	786	798	774	779	0	175424
222	786	798	774	779	774	0	176198
223	798	774	779	774	763	0	176977
224	774	779	774	763	762	0	177751
225	779	774	763	762	759	0	178514
226	774	763	762	759	739	0	179276
227	763	762	759	739	736	0	180035
228	762	759	739	736	743	0	180774
229	759	739	736	743	724	0	181510
230	739	736	743	724	719	0	182253
231	736	743	724	719	724	0	182977
232	743	724	719	724	732	0	183696
233	724	719	724	732	731	0	184420
234	719	724	732	731	736	0	185152
235	724	732	731	736	751	0	185883
236	732	731	736	751	770	0	186619
237	731	736	751	770	767	0	187370
238	736	751	770	767	786	0	188140
239	751	770	767	786	813	0	188907
240	770	767	786	813	798	0	189693
241	767	786	813	798	797	0	190506
242	786	813	798	797	813	0	191304
243	813	798	797	813	794	0	192101
244	798	797	813	794	794	0	192914
245	797	813	794	794	774	0	193708
246	813	794	794	774	775	0	194502
247	794	794	774	775	786	0	195276
248	794	774	775	786	782	0	196051
249	774	775	786	782	790	0	196837
250	775	786	782	790	801	0	197619
251	786	782	790	801	802	0	198409
252	782	790	801	802	786	0	199210
253	790	801	802	786	786	0	200012
254	801	802	786	786	778	0	200798
255	802	786	786	778	782	0	201584
256	786	786	778	782	798	0	202362
257	786	778	782	798	809	0	203144
258	778	782	798	809	817	0	203942
259	782	798	809	817	825	0	204751
260	798	809	817	825	848	0	205568
261	809	817	825	848	852	0	206393
262	817	825	848	852	829	0	207241
263	825	848	852	829	845	0	208093
264	848	852	829	845	844	0	208922
265	852	829	845	844	817	0	209767
266	829	845	844	817	825	0	210611
267	845	844	817	825	798	0	211428
268	844	817	825	798	782	0	212253
269	817	825	798	782	778	0	213051
270	825	798	782	778	782	0	213833
271	798	782	778	782	798	0	214611
272	782	778	782	798	813	0	215393
273	778	782	798	813	848	0	216191
274	782	798	813	848	833	0	217004
275	798	813	848	833	852	0	217852
276	813	848	833	852	868	0	218685
277	848	833	852	868	836	0	219537
278	833	852	868	836	868	0	220405
279	852	868	836	868	864	0	221241
280	868	836	868	864	829	0	222109
281	836	868	864	829	840	0	222973
282	868	864	829	840	825	0	223802
283	864	829	840	825	829	0	224642
284	829	840	825	829	821	0	225467
285	840	825	829	821	809	0	226296
286	825	829	821	809	833	0	227117
287	829	821	809	833	797	0	227926
288	821	809	833	797	779	0	228759
289	809	833	797	779	774	0	229556
290	833	797	779	774	778	0	230335
291	797	779	774	778	774	0	231109
292	779	774	778	774	771	0	231887
293	774	778	774	771	774	0	232661
294	778	774	771	774	771	0	233432
295	774	771	774	771	758	0	234206
296	771	774	771	758	759	0	234977
297	774	771	758	759	743	0	235735
298	771	758	759	743	744	0	236494
299	758	759	743	744	747	0	237237
300	759	743	744	747	754	0	237981
301	743	744	747	754	767	0	238728
302	744	747	754	767	790	0	239482
303	747	754	767	790	817	0	240249
304	754	767	790	817	829	0	241039
305	767	790	817	829	836	0	241856
306	790	817	829	836	837	0	242685
307	817	829	836	837	829	0	243521
308	829	836	837	829	832	0	244358
309	836	837	829	832	810	0	245187
310	837	829	832	810	821	0	246019
311	829	832	810	821	821	0	246829
312	832	810	821	821	821	0	247650
313	810	821	821	821	817	0	248471
314	821	821	821	817	821	0	249292
315	821	821	817	821	813	0	250109
316	821	817	821	813	806	0	250930
317	817	821	813	806	821	0	251743
318	821	813	806	821	809	0	252549
319	813	806	821	809	813	0	253370
320	806	821	809	813	802	0	254179
321	821	809	813	802	786	0	254992
322	809	813	802	786	770	0	255794
323	813	802	786	770	763	0	256580
324	802	786	770	763	778	0	257350
325	786	770	763	778	774	0	258113
326	770	763	778	774	786	0	258891
327	763	778	774	786	786	0	259665
328	778	774	786	786	790	0	260451
329	774	786	786	790	786	0	261237
330	786	786	790	786	778	0	262027
331	786	790	786	778	790	0	262813
332	790	786	778	790	767	0	263591
333	786	778	790	767	759	0	264381
334	778	790	767	759	786	0	265148
335	790	767	759	786	758	0	265907
336	767	759	786	758	763	0	266693
337	759	786	758	763	759	0	267451
338	786	758	763	759	751	0	268214
339	758	763	759	751	758	0	268973
340	763	759	751	758	763	0	269724
341	759	751	758	763	755	0	270482
342	751	758	763	755	755	0	271245
343	758	763	755	755	751	0	272000
344	763	755	755	751	759	0	272755
345	755	755	751	759	774	0	273506
346	755	751	759	774	786	0	274265
347	751	759	774	786	805	0	275039
348	759	774	786	805	814	0	275825
349	774	786	805	814	821	0	276630
350	786	805	814	821	828	0	277444
351	805	814	821	828	818	0	278265
352	814	821	828	818	801	0	279093
353	821	828	818	801	821	0	279911
354	828	818	801	821	802	0	280712
355	818	801	821	802	801	0	281533
356	801	821	802	801	798	0	282335
357	821	802	801	798	794	0	283136
358	802	801	798	794	782	0	283934
359	801	798	794	782	782	0	284728
360	798	794	782	782	790	0	285510
361	794	782	782	790	793	0	286292
362	782	782	790	793	775	0	287082
363	782	790	793	775	782	0	287875
364	790	793	775	782	778	0	288650
365	793	775	782	778	782	0	289432
366	775	782	778	782	786	0	290210
367	782	778	782	786	763	0	290992
368	778	782	786	763	770	0	291778
369	782	786	763	770	771	0	292541
370	786	763	770	771	755	0	293311
371	763	770	771	755	747	0	294082
372	770	771	755	747	747	0	294837
373	771	755	747	747	743	0	295584
374	755	747	747	743	731	0	296331
375	747	747	743	731	759	0	297074
376	747	743	731	759	755	0	297805
377	743	731	759	755	770	0	298564
378	731	759	755	770	786	0	299319
379	759	755	770	786	775	0	300089
380	755	770	786	775	782	0	300875
381	770	786	775	782	766	0	301650
382	786	775	782	766	759	0	302432
383	775	782	766	759	782	0	303198
384	782	766	759	782	790	0	303957
385	766	759	782	790	802	0	304739
386	759	782	790	802	797	0	305529
387	782	790	802	797	786	0	306331
388	790	802	797	786	810	0	307128
389	802	797	786	810	809	0	307914
390	797	786	810	809	802	0	308724
391	786	810	809	802	805	0	309533
392	810	809	802	805	813	0	310335
393	809	802	805	813	817	0	311140
394	802	805	813	817	841	0	311953
395	805	813	817	841	833	0	312770
396	813	817	841	833	809	0	313611
397	817	841	833	809	790	0	314444
398	841	833	809	790	782	0	315253
399	833	809	790	782	763	0	316043
400	809	790	782	763	754	0	316825
401	790	782	763	754	747	0	317588
402	782	763	754	747	755	0	318342
403	763	754	747	755	751	0	319089
404	754	747	755	751	763	0	319844
405	747	755	751	763	790	0	320595
406	755	751	763	790	794	0	321358
407	751	763	790	794	782	0	322148
408	763	790	794	782	790	0	322942
409	790	794	782	790	782	0	323724
410	794	782	790	782	774	0	324514
411	782	790	782	774	770	0	325296
412	790	782	774	770	759	0	326070
413	782	774	770	759	763	0	326840
414	774	770	759	763	778	0	327599
415	770	759	763	778	790	0	328362
416	759	763	778	790	798	0	329140
417	763	778	790	798	786	0	329930
418	778	790	798	786	793	0	330728
419	790	798	786	793	798	0	331514
420	798	786	793	798	786	0	332307
421	786	793	798	786	794	0	333105
422	793	798	786	794	782	0	333891
