index	i-2	i-1	i+0	i+1	i+2	Filter	Time
2	724	591	607	596	603	0	1922
3	591	607	596	603	607	0	2518
4	607	596	603	607	618	0	3121
5	596	603	607	618	428	0	3728
6	603	607	618	428	759	0	4346
7	607	618	428	759	494	1	4774
8	618	428	759	494	794	0	5533
9	428	759	494	794	630	1	6027
10	759	494	794	630	619	0	6821
11	494	794	630	619	591	0	7451
12	794	630	619	591	588	0	8070
13	630	619	591	588	576	0	8661
14	619	591	588	576	595	0	9249
15	591	588	576	595	599	0	9825
16	588	576	595	599	604	0	10420
17	576	595	599	604	610	0	11019
18	595	599	604	610	557	0	11623
19	599	604	610	557	677	0	12233
20	604	610	557	677	607	1	12790
21	610	557	677	607	611	0	13467
22	557	677	607	611	603	0	14074
23	677	607	611	603	416	0	14685
24	607	611	603	416	654	0	15288
25	611	603	416	654	700	1	15704
26	603	416	654	700	611	0	16358
27	416	654	700	611	627	0	17058
28	654	700	611	627	622	0	17669
29	700	611	627	622	627	0	18296
30	611	627	622	627	657	0	18918
31	627	622	627	657	662	0	19545
32	622	627	657	662	669	0	20202
33	627	657	662	669	665	0	20864
34	657	662	669	665	674	0	21533
35	662	669	665	674	688	0	22198
36	669	665	674	688	681	0	22872
37	665	674	688	681	693	0	23560
38	674	688	681	693	692	0	24241
39	688	681	693	692	697	0	24934
40	681	693	692	697	696	0	25626
41	693	692	697	696	693	0	26323
42	692	697	696	693	700	0	27019
43	697	696	693	700	685	0	27712
44	696	693	700	685	693	0	28412
45	693	700	685	693	677	0	29097
46	700	685	693	677	677	0	29790
47	685	693	677	677	673	0	30467
48	693	677	677	673	654	0	31144
49	677	677	673	654	657	0	31817
50	677	673	654	657	662	0	32471
51	673	654	657	662	661	0	33128
52	654	657	662	661	658	0	33790
53	657	662	661	658	646	0	34451
54	662	661	658	646	654	0	35109
55	661	658	646	654	680	0	35755
56	658	646	654	680	685	0	36409
57	646	654	680	685	673	0	37089
58	654	680	685	673	689	0	37774
59	680	685	673	689	685	0	38447
60	685	673	689	685	685	0	39136
61	673	689	685	685	685	0	39821
62	689	685	685	685	677	0	40506
63	685	685	685	677	669	0	41191
64	685	685	677	669	661	0	41868
65	685	677	669	661	674	0	42537
66	677	669	661	674	681	0	43198
67	669	661	674	681	677	0	43872
68	661	674	681	677	665	0	44553
69	674	681	677	665	665	0	45230
70	681	677	665	665	654	0	45895
71	677	665	665	654	650	0	46560
72	665	665	654	650	654	0	47214
73	665	654	650	654	638	0	47864
74	654	650	654	638	638	0	48518
75	650	654	638	638	634	0	49156
76	654	638	638	634	623	0	49794
77	638	638	634	623	638	0	50428
78	638	634	623	638	642	0	51051
79	634	623	638	642	650	0	51689
80	623	638	642	650	653	0	52331
81	638	642	650	653	631	0	52981
82	642	650	653	631	638	0	53634
