index	i-2	i-1	i+0	i+1	i+2	Filter	Time
2	704	712	436	385	623	1	1895
3	712	436	385	623	720	0	2280
4	436	385	623	720	731	0	2903
5	385	623	720	731	724	0	3623
6	623	720	731	724	440	0	4354
7	720	731	724	440	377	0	5078
8	731	724	440	377	658	1	5518
9	724	440	377	658	704	0	5895
10	440	377	658	704	720	0	6553
11	377	658	704	720	708	0	7257
12	658	704	720	708	704	0	7977
13	704	720	708	704	428	0	8685
14	720	708	704	428	385	0	9389
15	708	704	428	385	635	1	9817
16	704	428	385	635	692	0	10202
17	428	385	635	692	697	0	10837
18	385	635	692	697	696	0	11529
19	635	692	697	696	677	0	12226
20	692	697	696	677	424	0	12922
21	697	696	677	424	989	0	13599
22	696	677	424	989	688	1	14023
23	677	424	989	688	681	0	15012
24	424	989	688	681	681	0	15700
25	989	688	681	681	677	0	16381
26	688	681	681	677	681	0	17062
27	681	681	677	681	685	0	17739
28	681	677	681	685	685	0	18420
29	677	681	685	685	700	0	19105
30	681	685	685	700	712	0	19790
31	685	685	700	712	720	0	20490
32	685	700	712	720	728	0	21202
33	700	712	720	728	537	0	21922
34	712	720	728	537	930	0	22650
35	720	728	537	930	731	1	23187
36	728	537	930	731	755	0	24117
37	537	930	731	755	747	0	24848
38	930	731	755	747	417	0	25603
39	731	755	747	417	373	0	26350
40	755	747	417	373	708	1	26767
41	747	417	373	708	736	0	27140
42	417	373	708	736	739	0	27848
43	373	708	736	739	739	0	28584
44	708	736	739	739	424	0	29323
45	736	739	739	424	374	0	30062
46	739	739	424	374	677	1	30486
47	739	424	374	677	720	0	30860
48	424	374	677	720	724	0	31537
49	374	677	720	724	708	0	32257
50	677	720	724	708	723	0	32981
51	720	724	708	723	417	0	33689
52	724	708	723	417	381	0	34412
53	708	723	417	381	650	1	34829
54	723	417	381	650	712	0	35210
55	417	381	650	712	704	0	35860
56	381	650	712	704	708	0	36572
57	650	712	704	708	701	0	37276
58	712	704	708	701	420	0	37984
59	704	708	701	420	405	0	38685
60	708	701	420	405	595	1	39105
61	701	420	405	595	693	0	39510
62	420	405	595	693	681	0	40105
63	405	595	693	681	688	0	40798
64	595	693	681	688	681	0	41479
65	693	681	688	681	673	0	42167
66	681	688	681	673	428	0	42848
67	688	681	673	428	954	0	43521
68	681	673	428	954	669	1	43949
69	673	428	954	669	665	0	44903
70	428	954	669	665	658	0	45572
71	954	669	665	658	673	0	46237
72	669	665	658	673	654	0	46895
