index	i-2	i-1	i+0	i+1	i+2	Filter	Time
2	564	732	704	700	553	0	2000
3	732	704	700	553	957	0	2700
4	704	700	553	957	763	1	3253
5	700	553	957	763	766	0	4210
6	553	957	763	766	794	0	4973
7	957	763	766	794	580	0	5739
8	763	766	794	580	1155	0	6533
9	766	794	580	1155	413	1	7113
10	794	580	1155	413	1171	0	8268
11	580	1155	413	1171	471	1	8681
12	1155	413	1171	471	1062	0	9852
13	413	1171	471	1062	545	1	10323
14	1171	471	1062	545	910	0	11385
15	471	1062	545	910	693	1	11930
16	1062	545	910	693	681	0	12840
17	545	910	693	681	580	0	13533
18	910	693	681	580	790	0	14214
19	693	681	580	790	688	1	14794
20	681	580	790	688	705	0	15584
21	580	790	688	705	603	0	16272
22	790	688	705	603	1066	0	16977
23	688	705	603	1066	541	1	17580
24	705	603	1066	541	1155	0	18646
25	603	1066	541	1155	471	1	19187
26	1066	541	1155	471	1109	0	20342
27	541	1155	471	1109	514	1	20813
28	1155	471	1109	514	1011	0	21922
29	471	1109	514	1011	572	1	22436
30	1109	514	1011	572	864	0	23447
31	514	1011	572	864	705	1	24019
32	1011	572	864	705	704	0	24883
33	572	864	705	704	720	0	25588
34	864	705	704	720	459	0	26292
35	705	704	720	459	1047	0	27012
36	704	720	459	1047	747	1	27471
37	720	459	1047	747	751	0	28518
38	459	1047	747	751	747	0	29265
39	1047	747	751	747	751	0	30016
40	747	751	747	751	766	0	30763
41	751	747	751	766	782	0	31514
42	747	751	766	782	526	0	32280
43	751	766	782	526	1035	0	33062
44	766	782	526	1035	494	1	33588
45	782	526	1035	494	1043	0	34623
46	526	1035	494	1043	743	1	35117
47	1035	494	1043	743	716	0	36160
48	494	1043	743	716	708	0	36903
49	1043	743	716	708	731	0	37619
50	743	716	708	731	747	0	38327
51	716	708	731	747	763	0	39058
52	708	731	747	763	759	0	39805
53	731	747	763	759	770	0	40568
54	747	763	759	770	790	0	41327
55	763	759	770	790	794	0	42097
56	759	770	790	794	786	0	42887
57	770	790	794	786	763	0	43681
58	790	794	786	763	766	0	44467
59	794	786	763	766	774	0	45230
60	786	763	766	774	775	0	45996
61	763	766	774	775	762	0	46770
62	766	774	775	762	740	0	47545
63	774	775	762	740	747	0	48307
64	775	762	740	747	755	0	49047
65	762	740	747	755	766	0	49794
66	740	747	755	766	743	0	50549
67	747	755	766	743	736	0	51315
68	755	766	743	736	747	0	52058
69	766	743	736	747	755	0	52794
70	743	736	747	755	755	0	53541
71	736	747	755	755	747	0	54296
72	747	755	755	747	560	0	55051
73	755	755	747	560	946	0	55798
74	755	747	560	946	754	1	56358
75	747	560	946	754	744	0	57304
76	560	946	754	744	716	0	58058
77	946	754	744	716	715	0	58802
78	754	744	716	715	713	0	59518
79	744	716	715	713	719	0	60233
80	716	715	713	719	720	0	60946
81	715	713	719	720	471	0	61665
82	713	719	720	471	996	0	62385
83	719	720	471	996	736	1	62856
84	720	471	996	736	743	0	63852
85	471	996	736	743	735	0	64588
86	996	736	743	735	739	0	65331
87	736	743	735	739	763	0	66066
88	743	735	739	763	790	0	66805
89	735	739	763	790	778	0	67568
90	739	763	790	778	782	0	68358
91	763	790	778	782	810	0	69136
92	790	778	782	810	447	0	69918
93	778	782	810	447	1187	0	70728
94	782	810	447	1187	447	1	71175
95	810	447	1187	447	1078	0	72362
96	447	1187	447	1078	525	1	72809
97	1187	447	1078	525	954	0	73887
98	447	1078	525	954	712	1	74412
99	1078	525	954	712	689	0	75366
100	525	954	712	689	684	0	76078
101	954	712	689	684	424	0	76767
102	712	689	684	424	1028	0	77451
103	689	684	424	1028	708	1	77875
104	684	424	1028	708	720	0	78903
105	424	1028	708	720	743	0	79611
106	1028	708	720	743	770	0	80331
107	708	720	743	770	775	0	81074
108	720	743	770	775	766	0	81844
109	743	770	775	766	782	0	82619
110	770	775	766	782	802	0	83385
111	775	766	782	802	801	0	84167
112	766	782	802	801	502	0	84969
113	782	802	801	502	1063	0	85770
114	802	801	502	1063	498	1	86272
115	801	502	1063	498	1035	0	87335
116	502	1063	498	1035	556	1	87833
117	1063	498	1035	556	895	0	88868
118	498	1035	556	895	712	1	89424
119	1035	556	895	712	708	0	90319
120	556	895	712	708	553	0	91031
121	895	712	708	553	891	0	91739
122	712	708	553	891	704	1	92292
123	708	553	891	704	712	0	93183
124	553	891	704	712	747	0	93887
125	891	704	712	747	767	0	94599
126	704	712	747	767	770	0	95346
127	712	747	767	770	782	0	96113
128	747	767	770	782	798	0	96883
129	767	770	782	798	786	0	97665
130	770	782	798	786	767	0	98463
131	782	798	786	767	505	0	99249
132	798	786	767	505	1024	0	100016
133	786	767	505	1024	735	1	100521
134	767	505	1024	735	712	0	101545
135	505	1024	735	712	701	0	102280
136	1024	735	712	701	502	0	102992
137	735	712	701	502	918	0	103693
138	712	701	502	918	696	1	104195
139	701	502	918	696	689	0	105113
140	502	918	696	689	693	0	105809
141	918	696	689	693	700	0	106498
142	696	689	693	700	700	0	107191
143	689	693	700	700	728	0	107891
144	693	700	700	728	494	0	108591
145	700	700	728	494	1098	0	109319
146	700	728	494	1098	509	1	109813
147	728	494	1098	509	1047	0	110911
148	494	1098	509	1047	529	1	111420
149	1098	509	1047	529	988	0	112467
150	509	1047	529	988	607	1	112996
151	1047	529	988	607	849	0	113984
152	529	988	607	849	700	1	114591
153	988	607	849	700	704	0	115440
154	607	849	700	704	720	0	116140
155	849	700	704	720	483	0	116844
156	700	704	720	483	1074	0	117564
157	704	720	483	1074	735	1	118047
158	720	483	1074	735	739	0	119121
159	483	1074	735	739	755	0	119856
160	1074	735	739	755	771	0	120595
161	735	739	755	771	774	0	121350
162	739	755	771	774	794	0	122121
163	755	771	774	794	506	0	122895
164	771	774	794	506	1128	0	123689
165	774	794	506	1128	451	1	124195
166	794	506	1128	451	1074	0	125323
167	506	1128	451	1074	526	1	125774
168	1128	451	1074	526	968	0	126848
169	451	1074	526	968	716	1	127374
170	1074	526	968	716	693	0	128342
171	526	968	716	693	689	0	129058
172	968	716	693	689	704	0	129751
173	716	693	689	704	735	0	130440
174	693	689	704	735	767	0	131144
175	689	704	735	767	782	0	131879
176	704	735	767	782	798	0	132646
177	735	767	782	798	813	0	133428
178	767	782	798	813	440	0	134226
179	782	798	813	440	1202	0	135039
180	798	813	440	1202	440	1	135479
181	813	440	1202	440	1089	0	136681
182	440	1202	440	1089	518	1	137121
183	1202	440	1089	518	976	0	138210
184	440	1089	518	976	708	1	138728
185	1089	518	976	708	502	0	139704
186	518	976	708	502	907	0	140412
187	976	708	502	907	700	1	140914
188	708	502	907	700	697	0	141821
189	502	907	700	697	704	0	142521
190	907	700	697	704	704	0	143218
191	700	697	704	704	720	0	143922
192	697	704	704	720	759	0	144626
193	704	704	720	759	798	0	145346
194	704	720	759	798	797	0	146105
195	720	759	798	797	798	0	146903
196	759	798	797	798	817	0	147700
197	798	797	798	817	837	0	148498
198	797	798	817	837	809	0	149315
199	798	817	837	809	798	0	150152
200	817	837	809	798	797	0	150961
201	837	809	798	797	790	0	151759
202	809	798	797	790	440	0	152556
203	798	797	790	440	1086	0	153346
204	797	790	440	1086	513	1	153786
205	790	440	1086	513	965	0	154872
206	440	1086	513	965	708	1	155385
207	1086	513	965	708	689	0	156350
208	513	965	708	689	693	0	157058
209	965	708	689	693	420	0	157747
210	708	689	693	420	1012	0	158440
211	689	693	420	1012	712	1	158860
212	693	420	1012	712	533	0	159872
213	420	1012	712	533	883	0	160584
214	1012	712	533	883	712	1	161117
215	712	533	883	712	724	0	162000
216	533	883	712	724	533	0	162712
217	883	712	724	533	922	0	163436
218	712	724	533	922	728	1	163969
219	724	533	922	728	735	0	164891
220	533	922	728	735	525	0	165619
221	922	728	735	525	993	0	166354
222	728	735	525	993	735	1	166879
223	735	525	993	735	739	0	167872
224	525	993	735	739	487	0	168607
225	993	735	739	487	1035	0	169346
226	735	739	487	1035	731	1	169833
227	739	487	1035	731	728	0	170868
228	487	1035	731	728	731	0	171599
229	1035	731	728	731	744	0	172327
230	731	728	731	744	754	0	173058
231	728	731	744	754	759	0	173802
232	731	744	754	759	774	0	174556
233	744	754	759	774	798	0	175315
234	754	759	774	798	817	0	176089
235	759	774	798	817	790	0	176887
236	774	798	817	790	786	0	177704
237	798	817	790	786	786	0	178494
238	817	790	786	786	782	0	179280
239	790	786	786	782	498	0	180066
240	786	786	782	498	1086	0	180848
241	786	782	498	1086	533	1	181346
242	782	498	1086	533	973	0	182432
243	498	1086	533	973	735	1	182965
244	1086	533	973	735	724	0	183938
245	533	973	735	724	478	0	184673
246	973	735	724	478	981	0	185397
247	735	724	478	981	720	1	185875
248	724	478	981	720	716	0	186856
249	478	981	720	716	478	0	187576
250	981	720	716	478	1000	0	188292
251	720	716	478	1000	709	1	188770
252	716	478	1000	709	700	0	189770
253	478	1000	709	700	708	0	190479
254	1000	709	700	708	712	0	191179
255	709	700	708	712	720	0	191887
256	700	708	712	720	751	0	192599
257	708	712	720	751	817	0	193319
258	712	720	751	817	860	0	194070
259	720	751	817	860	833	0	194887
260	751	817	860	833	821	0	195747
261	817	860	833	821	821	0	196580
262	860	833	821	821	821	0	197401
263	833	821	821	821	801	0	198222
264	821	821	821	801	775	0	199043
265	821	821	801	775	766	0	199844
266	821	801	775	766	502	0	200619
267	801	775	766	502	1047	0	201385
268	775	766	502	1047	513	1	201887
269	766	502	1047	513	958	0	202934
270	502	1047	513	958	723	1	203447
271	1047	513	958	723	483	0	204405
272	513	958	723	483	957	0	205128
273	958	723	483	957	712	1	205611
274	723	483	957	712	697	0	206568
275	483	957	712	697	712	0	207280
276	957	712	697	712	731	0	207977
277	712	697	712	731	763	0	208689
278	697	712	731	763	751	0	209420
279	712	731	763	751	762	0	210183
280	731	763	751	762	779	0	210934
281	763	751	762	779	778	0	211696
282	751	762	779	778	490	0	212475
283	762	779	778	490	1059	0	213253
284	779	778	490	1059	513	1	213743
285	778	490	1059	513	969	0	214802
286	490	1059	513	969	716	1	215315
287	1059	513	969	716	689	0	216284
288	513	969	716	689	685	0	217000
289	969	716	689	685	579	0	217689
290	716	689	685	579	829	0	218374
291	689	685	579	829	708	1	218953
292	685	579	829	708	743	0	219782
293	579	829	708	743	763	0	220490
294	829	708	743	763	786	0	221233
295	708	743	763	786	774	0	221996
296	743	763	786	774	790	0	222782
297	763	786	774	790	487	0	223556
298	786	774	790	487	1116	0	224346
299	774	790	487	1116	467	1	224833
300	790	487	1116	467	1070	0	225949
301	487	1116	467	1070	526	1	226416
302	1116	467	1070	526	957	0	227486
303	467	1070	526	957	708	1	228012
304	1070	526	957	708	689	0	228969
305	526	957	708	689	692	0	229677
306	957	708	689	692	428	0	230366
307	708	689	692	428	1028	0	231058
308	689	692	428	1028	712	1	231486
309	692	428	1028	712	708	0	232514
310	428	1028	712	708	447	0	233226
311	1028	712	708	447	1039	0	233934
312	712	708	447	1039	716	1	234381
313	708	447	1039	716	712	0	235420
314	447	1039	716	712	720	0	236136
315	1039	716	712	720	428	0	236848
316	716	712	720	428	1101	0	237568
317	712	720	428	1101	502	1	237996
318	720	428	1101	502	1008	0	239097
319	428	1101	502	1008	739	1	239599
320	1101	502	1008	739	724	0	240607
321	502	1008	739	724	724	0	241346
322	1008	739	724	724	502	0	242070
323	739	724	724	502	1031	0	242794
324	724	724	502	1031	747	1	243296
325	724	502	1031	747	735	0	244327
326	502	1031	747	735	740	0	245074
327	1031	747	735	740	755	0	245809
328	747	735	740	755	774	0	246549
329	735	740	755	774	766	0	247304
330	740	755	774	766	771	0	248078
331	755	774	766	771	782	0	248844
332	774	766	771	782	794	0	249615
333	766	771	782	794	782	0	250397
334	771	782	794	782	762	0	251191
335	782	794	782	762	763	0	251973
336	794	782	762	763	755	0	252735
337	782	762	763	755	759	0	253498
338	762	763	755	759	747	0	254253
339	763	755	759	747	739	0	255012
340	755	759	747	739	747	0	255759
341	759	747	739	747	751	0	256498
342	747	739	747	751	755	0	257245
343	739	747	751	755	743	0	257996
344	747	751	755	743	732	0	258751
345	751	755	743	732	432	0	259494
346	755	743	732	432	1046	0	260226
347	743	732	432	1046	564	1	260658
348	732	432	1046	564	857	0	261704
349	432	1046	564	857	692	1	262268
350	1046	564	857	692	685	0	263125
351	564	857	692	685	677	0	263817
352	857	692	685	677	444	0	264502
353	692	685	677	444	996	0	265179
354	685	677	444	996	731	1	265623
355	677	444	996	731	747	0	266619
356	444	996	731	747	456	0	267350
357	996	731	747	456	1077	0	268097
358	731	747	456	1077	747	1	268553
359	747	456	1077	747	740	0	269630
360	456	1077	747	740	731	0	270377
361	1077	747	740	731	736	0	271117
362	747	740	731	736	747	0	271848
