index	i-2	i-1	i+0	i+1	i+2	Filter	Time
2	1019	841	868	786	778	0	2728
3	841	868	786	778	568	0	3514
4	868	786	778	568	1175	0	4292
5	786	778	568	1175	848	1	4860
6	778	568	1175	848	860	0	6035
7	568	1175	848	860	868	0	6883
8	1175	848	860	868	829	0	7743
9	848	860	868	829	544	0	8611
10	860	868	829	544	1176	0	9440
11	868	829	544	1176	887	1	9984
12	829	544	1176	887	579	0	11160
13	544	1176	887	579	1172	0	12047
14	1176	887	579	1172	828	1	12626
15	887	579	1172	828	853	0	13798
16	579	1172	828	853	867	0	14626
17	1172	828	853	867	837	0	15479
18	828	853	867	837	525	0	16346
19	853	867	837	525	1226	0	17183
20	867	837	525	1226	860	1	17708
21	837	525	1226	860	630	0	18934
22	525	1226	860	630	1051	0	19794
23	1226	860	630	1051	836	1	20424
24	860	630	1051	836	872	0	21475
25	630	1051	836	872	875	0	22311
26	1051	836	872	875	853	0	23183
27	836	872	875	853	509	0	24058
28	872	875	853	509	1288	0	24911
29	875	853	509	1288	926	1	25420
30	853	509	1288	926	549	0	26708
31	509	1288	926	549	1222	0	27634
32	1288	926	549	1222	891	1	28183
33	926	549	1222	891	591	0	29405
34	549	1222	891	591	1152	0	30296
35	1222	891	591	1152	798	1	30887
36	891	591	1152	798	797	0	32039
37	591	1152	798	797	782	0	32837
38	1152	798	797	782	771	0	33634
39	798	797	782	771	595	0	34416
40	797	782	771	595	1066	0	35187
41	782	771	595	1066	810	1	35782
42	771	595	1066	810	809	0	36848
43	595	1066	810	809	770	0	37658
44	1066	810	809	770	771	0	38467
45	810	809	770	771	591	0	39237
46	809	770	771	591	915	0	40008
47	770	771	591	915	758	1	40599
48	771	591	915	758	825	0	41514
49	591	915	758	825	537	0	42272
50	915	758	825	537	1191	0	43097
51	758	825	537	1191	813	1	43634
52	825	537	1191	813	841	0	44825
53	537	1191	813	841	910	0	45638
54	1191	813	841	910	930	0	46479
55	813	841	910	930	907	0	47389
56	841	910	930	907	646	0	48319
57	910	930	907	646	1194	0	49226
58	930	907	646	1194	1008	1	49872
59	907	646	1194	1008	545	0	51066
60	646	1194	1008	545	1307	0	52074
61	1194	1008	545	1307	946	1	52619
62	1008	545	1307	946	540	0	53926
63	545	1307	946	540	1242	0	54872
64	1307	946	540	1242	856	1	55412
65	946	540	1242	856	622	0	56654
66	540	1242	856	622	1129	0	57510
67	1242	856	622	1129	832	1	58132
68	856	622	1129	832	794	0	59261
69	622	1129	832	794	806	0	60093
70	1129	832	794	806	805	0	60887
71	832	794	806	805	588	0	61693
72	794	806	805	588	1066	0	62498
73	806	805	588	1066	778	1	63086
74	805	588	1066	778	794	0	64152
75	588	1066	778	794	809	0	64930
