index	i-2	i-1	i+0	i+1	i+2	Filter	Time
2	937	946	949	938	949	0	2953
3	946	949	938	949	907	0	3891
4	949	938	949	907	911	0	4840
5	938	949	907	911	879	0	5747
6	949	907	911	879	868	0	6658
7	907	911	879	868	836	0	7537
8	911	879	868	836	829	0	8405
9	879	868	836	829	837	0	9241
10	868	836	829	837	883	0	10070
11	836	829	837	883	852	0	10907
12	829	837	883	852	860	0	11790
13	837	883	852	860	860	0	12642
14	883	852	860	860	864	0	13502
15	852	860	860	864	852	0	14362
16	860	860	864	852	852	0	15226
17	860	864	852	852	856	0	16078
18	864	852	852	856	856	0	16930
19	852	852	856	856	852	0	17786
20	852	856	856	852	868	0	18642
21	856	856	852	868	860	0	19494
22	856	852	868	860	867	0	20362
23	852	868	860	867	895	0	21222
24	868	860	867	895	927	0	22089
25	860	867	895	927	782	0	22984
26	867	895	927	782	1101	0	23911
27	895	927	782	1101	934	1	24693
28	927	782	1101	934	933	0	25794
29	782	1101	934	933	942	0	26728
30	1101	934	933	942	934	0	27661
31	934	933	942	934	934	0	28603
32	933	942	934	934	922	0	29537
33	942	934	934	922	907	0	30471
34	934	934	922	907	914	0	31393
35	934	922	907	914	918	0	32300
36	922	907	914	918	930	0	33214
37	907	914	918	930	919	0	34132
38	914	918	930	919	926	0	35062
39	918	930	919	926	957	0	35981
40	930	919	926	957	969	0	36907
41	919	926	957	969	949	0	37864
42	926	957	969	949	938	0	38833
43	957	969	949	938	961	0	39782
44	969	949	938	961	969	0	40720
45	949	938	961	969	973	0	41681
46	938	961	969	973	968	0	42650
47	961	969	973	968	954	0	43623
48	969	973	968	954	937	0	44591
49	973	968	954	937	927	0	45545
50	968	954	937	927	895	0	46482
51	954	937	927	895	922	0	47409
52	937	927	895	922	899	0	48304
53	927	895	922	899	863	0	49226
54	895	922	899	863	887	0	50125
55	922	899	863	887	880	0	50988
56	899	863	887	880	856	0	51875
57	863	887	880	856	852	0	52755
58	887	880	856	852	837	0	53611
59	880	856	852	837	832	0	54463
60	856	852	837	832	825	0	55300
61	852	837	832	825	833	0	56132
62	837	832	825	833	821	0	56957
63	832	825	833	821	848	0	57790
64	825	833	821	848	821	0	58611
65	833	821	848	821	841	0	59459
66	821	848	821	841	856	0	60280
67	848	821	841	856	836	0	61121
68	821	841	856	836	825	0	61977
69	841	856	836	825	841	0	62813
70	856	836	825	841	852	0	63638
71	836	825	841	852	860	0	64479
72	825	841	852	860	883	0	65331
73	841	852	860	883	879	0	66191
74	852	860	883	879	891	0	67074
75	860	883	879	891	888	0	67953
76	883	879	891	888	906	0	68844
77	879	891	888	906	922	0	69732
78	891	888	906	922	930	0	70638
79	888	906	922	930	934	0	71560
80	906	922	930	934	918	0	72490
81	922	930	934	918	919	0	73424
82	930	934	918	919	930	0	74342
83	934	918	919	930	930	0	75261
84	918	919	930	930	941	0	76191
