index	i-2	i-1	i+0	i+1	i+2	Filter	Time
2	634	708	522	1015	674	1	1864
3	708	522	1015	674	638	0	2879
4	522	1015	674	638	529	0	3553
5	1015	674	638	529	825	0	4191
6	674	638	529	825	638	1	4720
7	638	529	825	638	630	0	5545
8	529	825	638	630	541	0	6183
9	825	638	630	541	852	0	6813
10	638	630	541	852	658	1	7354
11	630	541	852	658	681	0	8206
12	541	852	658	681	587	0	8864
13	852	658	681	587	833	0	9545
14	658	681	587	833	677	1	10132
15	681	587	833	677	700	0	10965
16	587	833	677	700	483	0	11642
17	833	677	700	483	918	0	12342
18	677	700	483	918	650	1	12825
19	700	483	918	650	623	0	13743
20	483	918	650	623	614	0	14393
21	918	650	623	614	440	0	15016
22	650	623	614	440	786	0	15630
23	623	614	440	786	603	1	16070
24	614	440	786	603	634	0	16856
25	440	786	603	634	553	0	17459
26	786	603	634	553	759	0	18093
27	603	634	553	759	630	1	18646
28	634	553	759	630	658	0	19405
29	553	759	630	658	525	0	20035
30	759	630	658	525	879	0	20693
31	630	658	525	879	673	1	21218
32	658	525	879	673	681	0	22097
33	525	879	673	681	638	0	22770
34	879	673	681	638	390	0	23451
35	673	681	638	390	926	0	24089
36	681	638	390	926	634	1	24479
37	638	390	926	634	638	0	25405
38	390	926	634	638	506	0	26039
39	926	634	638	506	728	0	26677
40	634	638	506	728	599	1	27183
41	638	506	728	599	622	0	27911
42	506	728	599	622	533	0	28510
43	728	599	622	533	740	0	29132
44	599	622	533	740	591	1	29665
45	622	533	740	591	607	0	30405
46	533	740	591	607	572	0	30996
47	740	591	607	572	646	0	31603
48	591	607	572	646	584	1	32175
49	607	572	646	584	611	0	32821
50	572	646	584	611	661	0	33405
51	646	584	611	661	658	0	34016
52	584	611	661	658	673	0	34677
53	611	661	658	673	653	0	35335
54	661	658	673	653	639	0	36008
55	658	673	653	639	630	0	36661
56	673	653	639	630	611	0	37300
57	653	639	630	611	599	0	37930
58	639	630	611	599	580	0	38541
59	630	611	599	580	584	0	39140
60	611	599	580	584	591	0	39720
61	599	580	584	591	521	0	40304
62	580	584	591	521	736	0	40895
63	584	591	521	736	599	1	41416
64	591	521	736	599	611	0	42152
65	521	736	599	611	494	0	42751
66	736	599	611	494	669	0	43362
67	599	611	494	669	561	1	43856
68	611	494	669	561	556	0	44525
69	494	669	561	556	572	0	45086
70	669	561	556	572	661	0	45642
71	561	556	572	661	705	0	46214
72	556	572	661	705	720	0	46875
73	572	661	705	720	766	0	47580
74	661	705	720	766	518	0	48300
75	705	720	766	518	984	0	49066
76	720	766	518	984	642	1	49584
77	766	518	984	642	646	0	50568
78	518	984	642	646	611	0	51210
79	984	642	646	611	615	0	51856
80	642	646	611	615	595	0	52467
81	646	611	615	595	588	0	53082
82	611	615	595	588	591	0	53677
83	615	595	588	591	494	0	54265
84	595	588	591	494	810	0	54856
85	588	591	494	810	634	1	55350
86	591	494	810	634	615	0	56160
87	494	810	634	615	505	0	56794
88	810	634	615	505	705	0	57409
89	634	615	505	705	591	1	57914
90	615	505	705	591	611	0	58619
91	505	705	591	611	630	0	59210
92	705	591	611	630	498	0	59821
93	591	611	630	498	860	0	60451
94	611	630	498	860	666	1	60949
95	630	498	860	666	716	0	61809
96	498	860	666	716	552	0	62475
97	860	666	716	552	895	0	63191
98	666	716	552	895	638	1	63743
99	716	552	895	638	638	0	64638
100	552	895	638	638	498	0	65276
101	895	638	638	498	783	0	65914
102	638	638	498	783	610	1	66412
103	638	498	783	610	600	0	67195
104	498	783	610	600	867	0	67805
105	783	610	600	867	872	1	68405
106	610	600	867	872	502	0	69272
107	600	867	872	502	1237	0	70144
108	867	872	502	1237	498	1	70646
109	872	502	1237	498	1129	0	71883
110	502	1237	498	1129	572	1	72381
111	1237	498	1129	572	1058	0	73510
112	498	1129	572	1058	584	1	74082
113	1129	572	1058	584	972	0	75140
114	572	1058	584	972	705	1	75724
115	1058	584	972	705	696	0	76696
116	584	972	705	696	662	0	77401
117	972	705	696	662	739	0	78097
118	705	696	662	739	700	1	78759
119	696	662	739	700	635	0	79498
120	662	739	700	635	739	0	80198
121	739	700	635	739	673	1	80833
122	700	635	739	673	658	0	81572
123	635	739	673	658	509	0	82245
124	739	673	658	509	775	0	82903
125	673	658	509	775	618	1	83412
126	658	509	775	618	600	0	84187
127	509	775	618	600	579	0	84805
128	775	618	600	579	518	0	85405
129	618	600	579	518	615	0	85984
130	600	579	518	615	552	1	86502
131	579	518	615	552	549	0	87117
132	518	615	552	549	545	0	87669
133	615	552	549	545	544	0	88218
134	552	549	545	544	417	0	88763
135	549	545	544	417	685	0	89307
136	545	544	417	685	537	1	89724
