index	i-2	i-1	i+0	i+1	i+2	Filter	Time
2	377	864	596	1089	841	1	1837
3	864	596	1089	841	813	0	2926
4	596	1089	841	813	809	0	3767
5	1089	841	813	809	825	0	4580
6	841	813	809	825	868	0	5389
7	813	809	825	868	891	0	6214
8	809	825	868	891	883	0	7082
9	825	868	891	883	895	0	7973
10	868	891	883	895	918	0	8856
11	891	883	895	918	930	0	9751
12	883	895	918	930	926	0	10669
13	895	918	930	926	934	0	11599
14	918	930	926	934	926	0	12525
15	930	926	934	926	907	0	13459
16	926	934	926	907	895	0	14385
17	934	926	907	895	879	0	15292
18	926	907	895	879	876	0	16187
19	907	895	879	876	646	0	17066
20	895	879	876	646	1027	0	17942
21	879	876	646	1027	832	1	18588
22	876	646	1027	832	833	0	19615
23	646	1027	832	833	837	0	20447
24	1027	832	833	837	829	0	21280
25	832	833	837	829	758	0	22117
26	833	837	829	758	716	0	22946
27	837	829	758	716	728	1	23704
28	829	758	716	728	673	1	24420
29	758	716	728	673	1319	1	25148
30	716	728	673	1319	829	1	25821
31	728	673	1319	829	821	0	27140
32	673	1319	829	821	786	0	27969
33	1319	829	821	786	786	0	28790
34	829	821	786	786	770	0	29576
35	821	786	786	770	685	0	30362
36	786	786	770	685	662	0	31132
37	786	770	685	662	825	0	31817
38	770	685	662	825	731	0	32479
39	685	662	825	731	615	0	33304
40	662	825	731	615	813	0	34035
41	825	731	615	813	712	1	34650
42	731	615	813	712	704	0	35463
43	615	813	712	704	697	0	36175
44	813	712	704	697	700	0	36879
45	712	704	697	700	708	0	37576
46	704	697	700	708	701	0	38276
47	697	700	708	701	677	0	38984
48	700	708	701	677	700	0	39685
49	708	701	677	700	693	0	40362
50	701	677	700	693	685	0	41062
51	677	700	693	685	677	0	41755
52	700	693	685	677	688	0	42440
53	693	685	677	688	697	0	43117
54	685	677	688	697	696	0	43805
55	677	688	697	696	697	0	44502
56	688	697	696	697	739	0	45198
57	697	696	697	739	880	0	45895
58	696	697	739	880	793	0	46634
59	697	739	880	793	810	0	47514
60	739	880	793	810	867	0	48307
61	880	793	810	867	845	0	49117
62	793	810	867	845	852	0	49984
63	810	867	845	852	926	0	50829
64	867	845	852	926	961	0	51681
65	845	852	926	961	914	0	52607
66	852	926	961	914	985	0	53568
67	926	961	914	985	1004	0	54482
68	961	914	985	1004	1008	0	55467
69	914	985	1004	1008	945	0	56471
70	985	1004	1008	945	911	0	57479
71	1004	1008	945	911	1011	0	58424
72	1008	945	911	1011	919	1	59335
73	945	911	1011	919	898	0	60346
74	911	1011	919	898	907	0	61265
75	1011	919	898	907	934	0	62163
76	919	898	907	934	945	0	63070
77	898	907	934	945	942	0	64004
78	907	934	945	942	926	0	64949
79	934	945	942	926	950	0	65891
80	945	942	926	950	968	0	66817
81	942	926	950	968	977	0	67767
82	926	950	968	977	942	0	68735
83	950	968	977	942	965	0	69712
