868	0
852	0
845	0
832	0
1269	0
1194	0
1187	0
1109	0
907	0
867	0
864	0
864	0
840	0
849	0
891	0
899	0
863	0
841	0
1074	0
1152	0
1089	0
961	0
903	0
879	0
845	0
1011	0
1136	0
1105	0
1008	0
1020	0
972	0
911	0
879	0
841	0
817	0
856	0
875	0
884	0
860	0
863	0
845	0
821	0
801	0
794	0
790	0
774	0
763	0
770	0
775	0
759	0
782	0
1054	0
1000	0
996	0
922	0
845	0
817	0
798	0
778	0
805	0
810	0
821	0
813	0
809	0
813	0
856	0
860	0
856	0
845	0
817	0
848	0
1004	0
1047	0
1000	0
945	0
891	0
856	0
817	0
794	0
778	0
759	0
771	0
789	0
833	0
829	0
821	0
1144	0
1136	0
1082	0
1004	0
906	0
833	0
829	0
809	0
829	0
883	0
887	0
872	0
852	0
1183	0
1159	0
1168	0
1132	0
1055	0
941	0
852	0
821	0
798	0
786	0
778	0
794	0
829	0
844	0
837	0
852	0
1284	0
1152	0
1132	0
1109	0
1082	0
941	0
852	0
810	0
790	0
813	0
836	0
856	0
849	0
836	0
1222	0
1047	0
1062	0
1027	0
1043	0
1012	0
887	0
891	0
1206	0
1086	0
1085	0
1055	0
922	0
860	0
825	0
809	0
981	0
957	0
934	0
910	0
860	0
848	0
841	0
844	0
825	0
798	0
805	0
814	0
801	0
786	0
786	0
790	0
794	0
805	0
802	0
786	0
805	0
813	0
825	0
825	0
806	0
790	0
778	0
747	0
751	0
712	0
720	0
716	0
716	0
727	0
732	0
727	0
747	0
748	0
770	0
778	0
813	0
837	0
825	0
821	0
1089	0
1133	0
1074	0
1027	0
1000	0
949	0
876	0
821	0
809	0
790	0
809	0
845	0
856	0
848	0
833	0
1241	0
1132	0
1136	0
1055	0
1039	0
1004	0
898	0
822	0
817	0
836	0
856	0
876	0
840	0
1035	0
1261	0
1175	0
1156	0
1050	0
981	0
856	0
860	0
840	0
825	0
813	0
1020	0
1222	0
1050	0
961	0
1016	0
945	0
903	0
837	0
828	0
845	0
852	0
825	0
976	0
1234	0
1194	0
1098	0
1019	0
934	0
899	0
883	0
887	0
868	0
841	0
821	0
852	0
1163	0
1113	0
1078	0
988	0
907	0
860	0
848	0
860	0
852	0
833	0
817	0
821	0
805	0
852	0
1230	0
1117	0
1074	0
930	0
891	0
844	0
813	0
809	0
798	0
767	0
793	0
814	0
840	0
860	0
844	0
833	0
825	0
1000	0
1109	0
1125	0
1085	0
969	0
872	0
828	0
821	0
895	0
860	0
872	0
836	0
825	0
1175	0
1137	0
1109	0
1093	0
977	0
891	0
836	0
806	0
782	0
766	0
779	0
770	0
778	0
767	0
758	0
891	0
1032	0
1042	0
1059	0
1015	0
903	0
844	0
810	0
794	0
824	0
814	0
801	0
798	0
1128	0
1133	0
1066	0
1023	0
961	0
926	0
860	0
860	0
802	0
790	0
809	0
860	0
829	0
852	0
860	0
840	0
809	0
810	0
797	0
794	0
798	0
798	0
786	0
782	0
778	0
782	0
1124	0
1094	0
1050	0
938	0
864	0
840	0
829	0
814	0
809	0
813	0
837	0
860	0
848	0
825	0
860	0
1112	0
1036	0
984	0
961	0
911	0
887	0
844	0
829	0
891	0
1039	0
965	0
910	0
860	0
833	0
840	0
853	0
883	0
926	0
922	0
899	0
910	0
872	0
837	0
859	0
853	0
813	0
813	0
829	0
840	0
837	0
825	0
813	0
809	0
884	0
1027	0
1222	0
1144	0
1147	0
1148	0
1133	0
1249	1
1249	2
1093	1
1055	2
976	1
934	2
895	1
875	2
860	1
860	2
899	1
911	2
969	1
1007	2
985	1
1008	2
992	1
957	2
860	0
759	0
747	0
743	0
747	0
763	0
762	0
814	0
813	0
1159	0
1101	0
1094	0
1027	0
864	0
833	0
801	0
786	0
763	0
852	0
1163	0
1152	0
1090	0
1042	0
973	0
922	0
864	0
841	0
797	0
810	0
793	0
802	0
801	0
783	0
782	0
778	0
782	0
774	0
775	0
898	0
1094	0
1058	0
1012	0
945	0
895	0
841	0
805	0
786	0
778	0
786	0
771	0
770	0
810	0
793	0
794	0
786	0
790	0
778	0
763	0
751	0
743	0
736	0
735	0
856	0
1082	0
1023	0
1019	0
1008	0
899	0
813	0
798	0
794	0
805	0
810	0
824	0
802	0
802	0
824	0
837	0
844	0
845	0
829	0
817	0
852	0
1105	0
992	0
930	0
903	0
1089	0
973	0
852	0
802	0
797	0
802	0
809	0
821	0
802	0
801	0
825	0
802	0
794	0
797	0
802	0
801	0
794	0
802	0
794	0
801	0
782	0
798	0
825	0
860	0
805	0
802	0
809	0
844	0
876	0
1050	0
1012	0
1043	0
1023	0
965	0
961	0
884	0
828	0
806	0
798	0
848	0
1218	0
1085	0
977	0
879	0
825	0
802	0
801	0
806	0
821	0
825	0
813	0
801	0
802	0
782	0
786	0
798	0
794	0
793	0
1055	0
961	0
961	0
883	0
829	0
794	0
794	0
719	0
740	0
727	0
755	0
743	0
767	0
755	0
755	0
743	0
743	0
728	0
743	0
755	0
751	0
727	0
724	0
708	0
685	0
689	0
681	0
669	0
677	0
693	0
692	0
705	0
754	0
775	0
801	0
810	0
840	0
841	0
805	0
868	0
922	0
871	0
888	0
860	0
817	0
836	0
786	0
755	0
759	0
770	0
802	0
794	0
797	0
876	0
969	0
937	1
934	2
946	1
934	2
906	1
899	2
895	1
879	2
907	1
852	2
817	1
817	2
841	1
871	2
884	1
922	2
879	1
860	2
817	1
798	2
770	1
744	2
731	1
708	2
701	1
692	2
693	1
681	2
677	1
677	2
669	1
666	2
673	1
646	2
579	0
565	0
564	0
560	0
576	0
576	0
576	0
583	0
596	0
611	0
599	0
611	0
607	0
614	0
615	0
611	0
619	0
619	0
618	0
615	0
619	0
622	0
615	0
623	0
634	0
634	0
634	0
635	0
626	0
623	0
622	0
615	0
607	0
607	0
591	0
588	0
591	0
584	0
584	0
572	0
572	0
572	0
572	0
556	0
564	0
564	0
561	0
564	0
560	0
568	0
565	0
560	0
564	0
564	0
557	0
568	0
576	0
579	0
584	0
580	0
591	0
596	0
587	0
588	0
587	0
584	0
584	0
579	0
584	0
580	0
583	0
580	0
580	0
588	0
587	0
588	0
587	0
595	0
596	0
595	0
595	0
596	0
595	0
592	0
599	0
630	0
630	0
639	0
646	0
645	0
650	0
662	0
638	0
634	0
646	0
654	0
634	0
646	0
638	0
634	0
627	0
622	0
627	0
646	0
646	0
661	0
662	0
649	0
658	0
650	0
630	0
630	0
623	0
623	0
614	0
615	0
623	0
622	0
623	0
634	0
630	0
631	0
634	0
658	0
661	0
685	0
689	0
681	0
688	0
697	0
677	0
669	0
673	0
650	0
654	0
650	0
661	0
654	0
653	0
674	0
669	0
677	0
673	0
665	0
681	0
658	0
665	0
658	0
681	0
685	0
684	0
697	0
685	0
669	0
665	0
670	0
669	0
669	0
673	0
681	0
685	0
697	0
684	0
705	0
696	0
701	0
677	0
681	0
684	0
693	0
681	0
673	0
677	0
677	0
669	0
674	0
696	0
697	0
731	0
724	0
712	0
704	0
704	0
693	0
689	0
673	0
669	0
701	0
735	0
732	0
789	0
751	0
744	0
766	0
751	0
774	0
786	0
763	0
755	0
794	0
793	0
767	0
751	0
766	0
748	0
716	0
743	0
805	0
848	0
895	0
884	0
789	0
786	0
783	0
778	0
774	0
802	0
793	0
790	0
782	0
763	0
782	0
767	0
751	0
755	0
747	0
731	0
755	0
724	0
755	0
723	0
736	0
743	0
735	0
732	0
739	0
732	0
743	0
735	0
728	0
728	0
731	0
732	0
727	0
740	0
743	0
731	0
720	0
716	0
697	0
708	0
720	0
739	0
747	0
747	0
743	0
732	0
723	0
716	0
709	0
743	0
747	0
751	0
778	0
782	0
778	0
814	0
844	0
836	0
860	0
853	0
898	0
969	0
1000	0
810	0
922	0
1128	0
1059	0
1050	0
1090	0
1081	0
1117	0
1195	0
1338	0
1191	0
1152	0
1077	0
1055	0
1019	0
1039	0
938	0
895	0
860	0
825	0
809	0
798	0
817	0
813	0
856	0
724	0
673	0
665	0
670	0
739	0
755	0
825	0
809	0
770	0
736	0
743	0
735	0
732	0
728	0
739	0
704	0
704	0
693	0
697	0
708	0
720	0
789	0
786	0
775	0
797	0
806	0
790	0
790	0
786	0
782	0
762	0
751	0
744	0
758	0
767	0
766	0
747	0
751	0
806	0
852	0
872	0
863	0
899	0
895	0
845	0
817	0
790	0
774	0
766	0
783	0
801	0
813	0
802	0
790	0
797	0
759	0
759	0
747	0
735	0
724	0
728	0
727	0
736	0
731	0
728	0
712	0
704	0
708	0
720	0
720	0
716	0
716	0
720	0
716	0
704	0
677	0
701	0
731	0
774	0
775	0
786	0
782	0
751	0
739	0
720	0
728	0
716	0
712	0
708	0
700	0
701	0
700	0
708	0
708	0
720	0
716	0
716	0
700	0
693	0
689	0
685	0
700	0
728	0
731	0
747	0
755	0
743	0
732	0
720	0
716	0
719	0
716	0
716	0
728	0
739	0
743	0
736	0
724	0
716	0
712	0
700	0
689	0
681	0
688	0
677	0
693	0
716	0
720	0
739	0
743	0
732	0
739	0
759	0
724	0
731	0
724	0
724	0
716	0
723	0
712	0
705	0
696	0
693	0
688	0
693	0
681	0
673	0
681	0
673	0
662	0
665	0
669	0
712	0
720	0
751	0
767	0
751	0
755	0
747	0
735	0
716	0
712	0
708	0
701	0
704	0
696	0
681	0
673	0
689	0
627	0
653	0
642	0
646	0
631	0
626	0
634	0
650	0
646	0
673	0
689	0
658	0
665	0
669	0
666	0
653	0
662	0
661	0
650	0
646	0
646	0
650	0
642	0
634	0
646	0
650	0
642	0
642	0
646	0
638	0
646	0
646	0
638	0
638	0
642	0
650	0
638	0
657	0
666	0
681	0
673	0
665	0
669	0
677	0
685	0
685	0
665	0
670	0
653	0
650	0
650	0
642	0
650	0
638	0
642	0
642	0
654	0
642	0
653	0
654	0
650	0
646	0
665	0
642	0
654	0
642	0
638	0
623	0
622	0
627	0
607	0
615	0
618	0
673	0
662	0
646	0
646	0
653	0
677	0
650	0
654	0
646	0
642	0
634	0
627	0
638	0
614	0
623	0
638	0
631	0
642	0
607	0
638	0
634	0
634	0
634	0
623	0
634	0
623	0
630	0
611	0
634	0
627	0
607	0
622	0
611	0
627	0
634	0
622	0
619	0
623	0
622	0
619	0
626	0
627	0
619	0
618	0
619	0
619	0
614	0
627	0
626	0
631	0
618	0
631	0
622	0
615	0
615	0
618	0
619	0
619	0
615	0
622	0
623	0
622	0
627	0
653	0
678	0
688	0
704	0
716	0
685	0
708	0
716	0
720	0
716	0
708	0
701	0
677	0
689	0
680	0
654	0
666	0
661	0
650	0
685	0
649	0
670	0
681	0
688	0
677	0
689	0
681	0
681	0
696	0
701	0
696	0
697	0
720	0
770	0
763	0
751	0
883	0
1000	0
953	0
1008	0
992	0
954	0
891	0
887	0
856	0
840	0
856	0
837	0
801	0
790	0
771	0
762	0
744	0
731	0
747	0
740	0
747	0
751	0
747	0
755	0
754	0
701	0
626	0
627	0
622	0
611	0
615	0
630	0
623	0
626	0
627	0
646	0
657	0
670	0
665	0
665	0
681	0
673	0
666	0
661	0
650	0
673	0
704	0
759	0
763	0
763	0
778	0
782	0
774	0
759	0
763	0
758	0
743	0
736	0
735	0
732	0
720	0
735	0
735	0
732	0
735	0
736	0
739	0
732	0
731	0
724	0
720	0
704	0
697	0
743	0
813	0
844	0
810	0
817	0
817	0
778	0
767	0
762	0
755	0
712	0
704	0
720	0
716	0
720	0
693	0
700	0
685	0
673	0
673	0
677	0
681	0
681	0
693	0
716	0
723	0
709	0
712	0
716	0
727	0
720	0
708	0
697	0
692	0
689	0
677	0
685	0
700	0
732	0
747	0
731	0
748	0
739	0
727	0
736	0
720	0
708	0
708	0
697	0
700	0
685	0
692	0
697	0
700	0
701	0
712	0
708	0
708	0
724	0
704	0
697	0
700	0
689	0
685	0
688	0
689	0
677	0
693	0
688	0
681	0
685	0
685	0
689	0
692	0
693	0
692	0
681	0
677	0
674	0
665	0
689	0
704	0
689	0
688	0
705	0
696	0
708	0
716	0
708	0
709	0
719	0
701	0
696	0
701	0
685	0
677	0
669	0
689	0
708	0
723	0
744	0
743	0
727	0
732	0
728	0
708	0
704	0
708	0
689	0
696	0
697	0
681	0
693	0
688	0
681	0
689	0
673	0
665	0
662	0
654	0
669	0
669	0
658	0
673	0
677	0
657	0
666	0
661	0
650	0
646	0
638	0
631	0
642	0
684	0
697	0
712	0
720	0
708	0
696	0
689	0
689	0
681	0
669	0
681	0
665	0
677	0
677	0
658	0
665	0
674	0
680	0
697	0
693	0
696	0
708	0
689	0
685	0
673	0
661	0
674	0
692	0
697	0
681	0
665	0
658	0
638	0
638	0
622	0
646	0
662	0
766	0
755	0
666	0
669	0
669	0
665	0
662	0
658	0
665	0
677	0
661	0
662	0
657	0
650	0
638	0
627	0
646	0
677	0
669	0
665	0
681	0
681	0
693	0
685	0
681	0
681	0
681	0
673	0
669	0
